CenINum,CenAñoFRlt,CenAñoIni,CenAñoFin,CenIBlo,CenNom,CenDatTip,CenEtaTip,1,2,3,4,5,6,7,8,9,10,11,12
467,F,2018,2018,*,GNL ELECTROANDINA,CenCosVar,EtaMes,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.28,0.28,0.28
468,F,2019,2019,*,GNL ELECTROANDINA,CenCosVar,EtaMes,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.30,0.30,0.30
469,F,2020,2020,*,GNL ELECTROANDINA,CenCosVar,EtaMes,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30
470,F,2021,2021,*,GNL ELECTROANDINA,CenCosVar,EtaMes,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.35,0.35,0.35
471,F,2022,2022,*,GNL ELECTROANDINA,CenCosVar,EtaMes,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.36,0.36,0.36
472,F,2023,2023,*,GNL ELECTROANDINA,CenCosVar,EtaMes,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.37,0.37,0.37
473,F,2024,2024,*,GNL ELECTROANDINA,CenCosVar,EtaMes,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.38,0.38,0.38
474,F,2025,2025,*,GNL ELECTROANDINA,CenCosVar,EtaMes,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.37,0.37,0.37
475,F,2026,2026,*,GNL ELECTROANDINA,CenCosVar,EtaMes,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37
476,F,2027,2027,*,GNL ELECTROANDINA,CenCosVar,EtaMes,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37
477,F,2028,2028,*,GNL ELECTROANDINA,CenCosVar,EtaMes,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.38,0.38,0.38
478,F,2029,2029,*,GNL ELECTROANDINA,CenCosVar,EtaMes,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38
479,F,2030,2030,*,GNL ELECTROANDINA,CenCosVar,EtaMes,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38
480,F,2031,*,*,GNL ELECTROANDINA,CenCosVar,EtaMes,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38
481,F,2016,2016,*,GNL GAG,CenCosVar,EtaMes,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
482,F,2017,2017,*,GNL GAG,CenCosVar,EtaMes,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.28,0.28,0.28
483,F,2018,2018,*,GNL GAG,CenCosVar,EtaMes,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.36,0.36,0.36
484,F,2019,2019,*,GNL GAG,CenCosVar,EtaMes,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.38,0.38,0.38
485,F,2020,2020,*,GNL GAG,CenCosVar,EtaMes,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38
486,F,2021,2021,*,GNL GAG,CenCosVar,EtaMes,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.35,0.35,0.35
487,F,2022,2022,*,GNL GAG,CenCosVar,EtaMes,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.36,0.36,0.36
488,F,2023,2023,*,GNL GAG,CenCosVar,EtaMes,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.37,0.37,0.37
489,F,2024,2024,*,GNL GAG,CenCosVar,EtaMes,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.38,0.38,0.38
490,F,2025,2025,*,GNL GAG,CenCosVar,EtaMes,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.37,0.37,0.37
491,F,2026,2026,*,GNL GAG,CenCosVar,EtaMes,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37
492,F,2027,2027,*,GNL GAG,CenCosVar,EtaMes,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37
493,F,2028,2028,*,GNL GAG,CenCosVar,EtaMes,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.38,0.38,0.38
494,F,2029,2029,*,GNL GAG,CenCosVar,EtaMes,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38
495,F,2030,2030,*,GNL GAG,CenCosVar,EtaMes,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38
496,F,2031,*,*,GNL GAG,CenCosVar,EtaMes,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38
497,F,2016,2016,*,GNL_KELAR,CenCosVar,EtaMes,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31
498,F,2017,2017,*,GNL_KELAR,CenCosVar,EtaMes,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.34,0.34,0.34
499,F,2018,2018,*,GNL_KELAR,CenCosVar,EtaMes,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.45,0.45,0.45
500,F,2019,2019,*,GNL_KELAR,CenCosVar,EtaMes,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.47,0.47,0.47
501,F,2020,2020,*,GNL_KELAR,CenCosVar,EtaMes,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47
502,F,2021,2021,*,GNL_KELAR,CenCosVar,EtaMes,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.35,0.35,0.35
503,F,2022,2022,*,GNL_KELAR,CenCosVar,EtaMes,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.36,0.36,0.36
504,F,2023,2023,*,GNL_KELAR,CenCosVar,EtaMes,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.37,0.37,0.37
505,F,2024,2024,*,GNL_KELAR,CenCosVar,EtaMes,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.38,0.38,0.38
506,F,2025,2025,*,GNL_KELAR,CenCosVar,EtaMes,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.37,0.37,0.37
507,F,2026,2026,*,GNL_KELAR,CenCosVar,EtaMes,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37
508,F,2027,2027,*,GNL_KELAR,CenCosVar,EtaMes,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37
509,F,2028,2028,*,GNL_KELAR,CenCosVar,EtaMes,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.38,0.38,0.38
510,F,2029,2029,*,GNL_KELAR,CenCosVar,EtaMes,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38
511,F,2030,2030,*,GNL_KELAR,CenCosVar,EtaMes,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38
512,F,2031,*,*,GNL_KELAR,CenCosVar,EtaMes,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38
