LinINum,LinNom,LinFOpe,LinFecOpeIni,LinFecOpeFin,LinBarA,LinBarB,LinBarSis,LinFPrtFlu,LinFPrtHis,LinNIntHis,LinFPrtInd,LinFCC,LinPotMaxA->B,LinPotMaxB->A,LinFMax,LinFPri,LinFN-1,LinPotN-1A->B,LinPotN-1B->A,LinVolt,LinR,LinX,LinFPer,LinNTra,LinDisEne,LinFPeaCal,LinPeaSis,LinPeaTip,LinFTipDef,LinFInv,LinFecInv,LinVI,LinCOMA,LinVidUti,LinEmp,LinAux
33,Quillota 220->Polpaico 220,T,*,*,Quillota 220,Polpaico 220,*,F,F,101,F,F,2000,2000,T,T,T,1422,1422,220,0.484,5.8564,T,5,1,T,TxT,Cmn,F,F,*,21.139,0.466,30,Transelec,SIC
34,San Luis 220->Quillota 220,T,*,*,San Luis 220,Quillota 220,BarB,F,F,101,F,F,2352,2352,T,T,F,1520,1520,220,0.0968,1.0406,T,5,1,T,TxA,Cmn,F,F,*,13.532,0.332,30,Otro,SIC
35,Agua Santa 220->San Luis 220,T,*,*,Agua Santa 220,San Luis 220,*,F,F,101,F,F,321.15,321.15,T,T,F,321.15,321.15,220,1.6456,9.3896,T,5,1,T,STx,Cmn,F,F,*,10.942,0.246,30,Otro,SIC
36,Agua Santa 220->Agua Santa 110,T,*,*,Agua Santa 220,Agua Santa 110,*,F,F,101,F,F,294,294,T,F,F,294,294,220,0,20.2796,T,3,1,F,STx,Cmn,F,F,*,2.162,0.074,30,Otro,SIC
37,Quillota 220->Quillota 110 1,T,*,*,Quillota 220,Quillota 110,BarB,F,F,101,F,F,225,225,T,F,F,225,225,220,0.2834,28.78,T,3,1,F,STx,Cmn,F,F,*,7.253,0.222,30,Transelec,SIC
38,Quillota 220->Quillota 110 2,T,MesSep-2017,*,Quillota 220,Quillota 110,BarB,F,F,101,F,F,150,150,F,F,F,150,150,220,0.2834,45.09266667,T,3,1,F,STx,Cmn,F,F,*,6.202,0.192,30,Transelec,SIC
39,Agua Santa 110->Quillota 110,T,*,*,Agua Santa 110,Quillota 110,*,F,F,101,F,F,800,800,T,F,F,800,800,110,2.07642,5.21078,T,1,1,F,TxT,Ret,F,F,*,35.467,0.685,30,AesGener S.A.,SIC
40,Las Vegas 110->Quillota 110,T,*,*,Las Vegas 110,Quillota 110,*,F,F,101,F,F,366,366,T,F,F,366,366,110,0.96195,5.3966,T,1,1,F,TxT,Ret,F,F,*,14.75,0.214,30,AesGener S.A.,SIC
41,Polpaico 220->El Llano 220,T,*,*,Polpaico 220,El Llano 220,*,F,F,101,F,F,294,294,T,F,T,294,294,220,2.84,11.6,T,3,1,F,TxT,Cmn,F,F,*,0,0,30,Otro,SIC
42,El Llano 220->Los Maquis 220,T,*,*,El Llano 220,Los Maquis 220 Aux,*,F,F,101,F,F,294,294,T,F,T,294,294,220,3.94,16.18,T,3,1,F,TxT,Cmn,F,F,*,0,0,30,Otro,SIC
43,Polpaico 220->Los Maquis 220,T,*,*,Polpaico 220,Los Maquis 220 Aux,*,F,F,101,F,F,294,294,T,F,T,294,294,220,6.78,27.78,T,3,1,F,TxT,Cmn,F,F,*,0,0,30,Otro,SIC
44,Los Maquis 220 Aux->Los Maquis 220,T,*,*,Los Maquis 220 Aux,Los Maquis 220,*,F,F,101,F,F,294,294,T,F,T,294,294,220,0,0.001,T,5,1,F,TxT,Cmn,F,F,*,0,0,30,Otro,SIC
45,Chena 220->Chena 110,T,*,*,Chena 220,Chena 110,BarB,F,F,101,F,F,784,392,T,F,F,392,392,220,0.63,6.32,T,1,1,F,STx,Ret,F,F,*,14.93,0.361,30,Transelec,SIC
46,Cerro Navia 220->Cerro Navia 110,T,*,*,Cerro Navia 220,Cerro Navia 110,BarB,F,F,101,F,F,735,735,T,F,F,343,343,220,0.1208,7.9016,T,3,1,F,STx,Cmn,F,F,*,18.88,0.525,30,Transelec/Chilectra,SIC
47,Cerro Navia 110->Las Vegas 110,T,*,*,Cerro Navia 110,Las Vegas 110,*,F,F,101,F,F,162,162,T,F,F,162,162,110,3.8236,14.0602,T,1,1,F,TxT,Ret,F,F,*,24.724,0.31,30,AesGener S.A.,SIC
48,Polpaico 220->Polpaico Desf 220,T,*,*,Polpaico 220,Polpaico Desf 220,*,F,F,101,F,T,700,700,T,T,T,700,700,220,0,5.5925,T,3,1,F,TxT,Cmn,F,F,*,10,1,30,Otro,SIC
49,Lampa 220->Polpaico Desf 220,T,*,*,Lampa 220,Polpaico Desf 220,*,F,F,101,F,F,620,620,T,T,T,530,530,220,0.847,3.3638,T,5,1,T,TxT,Cmn,F,F,*,5.426,0.138,30,Transelec,SIC
50,Cerro Navia 220->Lampa 220,T,*,*,Cerro Navia 220,Lampa 220,*,F,F,101,F,F,620,620,T,T,T,530,530,220,0.6776,2.662,T,5,1,T,TxT,Cmn,F,F,*,4.526,0.116,30,Transelec,SIC
51,Chena 220->Cerro Navia 220,T,*,*,Chena 220,Cerro Navia 220,*,F,F,101,F,F,800,800,T,T,T,510,510,220,0.6292,2.3958,T,5,1,T,TxT,Cmn,F,F,*,4.632,0.118,30,Transelec,SIC
52,Melipilla 220->Cerro Navia 220,T,*,MesMay-2015,Melipilla 220,Cerro Navia 220,*,F,F,101,F,F,386,386,F,T,F,193,193,220,2.8314,11.0836,T,3,1,F,TxT,Cmn,F,F,*,6.996,0.158,30,Transelec,SIC
53,Rapel 220->Melipilla 220,T,*,*,Rapel 220,Melipilla 220,*,F,F,101,F,F,386,386,F,T,F,193,193,220,2.8314,11.0836,T,3,1,F,TxT,Cmn,F,F,*,6.861,0.154,30,Transelec,SIC
54,Melipilla 220->Lo Aguirre 220,T,MesJun-2015,*,Melipilla 220,Lo Aguirre 220,*,F,F,101,F,F,386,386,F,T,F,193,193,220,2.12355,8.3127,T,3,1,F,TxT,Cmn,F,F,*,5.247,0.1185,30,Transelec,SIC
55,Lo Aguirre 220->Cerro Navia 220,T,MesJun-2015,MesDic-2018,Lo Aguirre 220,Cerro Navia 220,*,F,F,101,F,F,386,386,F,T,T,193,193,220,0.70785,2.7709,T,3,1,F,TxT,Cmn,F,F,*,1.749,0.0395,30,Transelec,SIC
56,Lo Aguirre 220->Cerro Navia 220 II,T,MesEne-2019,*,Lo Aguirre 220,Cerro Navia 220,*,F,F,101,F,F,3000,3000,T,T,T,1500,1500,220,0.16,1.896,T,3,1,T,TxT,Cmn,F,F,*,12.255,0.27,30,Transelec,SIC
57,Lo Aguirre 500->Lo Aguirre 220 I,T,MesJun-2015,*,Lo Aguirre 500,Lo Aguirre 220,*,F,F,101,F,F,771.26,771.26,T,T,T,771.26,771.26,500,0.5,48.75,T,5,1,T,TxT,Cmn,F,F,*,43.11,1.17,30,Transelec,SIC
58,Alto Jahuel 500->Lo Aguirre 500,T,MesSep-2015,*,Alto Jahuel 500 Aux,Lo Aguirre 500,*,F,F,101,F,F,1870,1870,T,T,T,1870,1870,500,0.89406,10.39659,T,5,1,T,TxT,Cmn,F,T,*,22.41204542,0.36708,30,Transelec,SIC
59,Lo Aguirre 500->Polpaico 500,T,MesJun-2015,*,Lo Aguirre 500,Polpaico 500 Aux,*,F,F,101,F,F,1870,1870,T,T,T,1870,1870,500,0.7999,9.3022,T,5,1,T,TxT,Cmn,F,T,*,19.33959223,0.31676,30,Transelec,SIC
60,Polpaico 220->El Salto 220,T,*,*,Polpaico 220,El Salto 220,BarB,F,F,101,F,F,1640,1640,T,T,F,824,824,220,0.8228,7.8408,T,5,1,F,STx,Cmn,F,F,*,0,0,30,Chilectra,SIC
61,El Salto 220->El Salto 110,T,*,*,El Salto 220,El Salto 110,*,F,F,101,F,F,784,784,T,F,F,784,784,220,0.6292,6.3162,T,5,1,F,STx,Cmn,F,F,*,0,0,30,Chilectra,SIC
62,Los Almendros 110->El Salto 110,T,*,*,Los Almendros 110,El Salto 110,*,F,F,101,F,F,316,316,T,F,F,158,158,110,0.8291,3.1099,T,1,1,F,TxT,Ret,F,F,*,4.596,0.058,30,Chilectra,SIC
63,El Salto 110->Cerro Navia 110,T,*,*,El Salto 110,Cerro Navia 110,*,F,F,101,F,F,316,316,T,F,F,158,158,110,2.4988,6.5947,T,1,1,F,TxT,Ret,F,F,*,18.352,0.224,30,Chilectra,SIC
64,Chena 110->Los Almendros 110,T,*,*,Chena 110,Los Almendros 110,*,F,F,101,F,F,1368,1368,T,F,F,721,721,110,1.2087,3.7675,T,1,1,F,TxT,Ret,F,F,*,41.186,0.497,30,Chilectra,SIC
65,Chena 110->Cerro Navia 110,T,*,*,Chena 110,Cerro Navia 110,*,F,F,101,F,F,128,128,T,F,F,128,128,110,0.63525,2.28085,T,1,1,F,TxT,Ret,F,F,*,6.47,0.076,30,Chilectra,SIC
66,Alto Jahuel 110->Chena 110,T,*,*,Alto Jahuel 110,Chena 110,*,F,F,101,F,F,316,316,T,F,F,158,158,110,1.10715,3.6542,T,1,1,F,TxT,Ret,F,F,*,12.692,0.154,30,Chilectra,SIC
67,Alto Jahuel 110->Los Almendros 110,T,*,*,Alto Jahuel 110,Los Almendros 110,*,F,F,101,F,F,162,162,T,F,F,81,81,110,2.5652,8.1433,T,1,1,F,TxT,Ret,F,F,*,11.064,0.134,30,Chilectra,SIC
68,Alto Jahuel 220->El Rodeo 220,T,*,*,Alto Jahuel 220,El Rodeo 220,*,F,F,101,F,F,1320,1320,T,T,T,1050,1050,220,0.069466799,0.640493893,T,5,1,T,TxT,Cmn,F,F,*,1.579,0.037,30,Transelec,SIC
69,El Rodeo 220->Chena 220,T,*,*,El Rodeo 220,Chena 220,*,F,F,101,F,F,1320,1320,T,T,T,1050,1050,220,0.532973512,2.667271871,T,5,1,T,TxT,Cmn,F,F,*,5.547,0.131,30,Transelec,SIC
70,Colbun 220->Candelaria 220,T,*,MesSep-2017,Colbun 220,Candelaria 220,*,F,F,101,T,F,610,610,T,F,T,610,610,220,3.6448,15.37236891,T,3,1,F,TxT,Cmn,F,F,*,0,0,30,Otro,SIC
71,Candelaria 220->Maipo 220,T,*,*,Candelaria 220,Maipo 220,*,F,F,101,F,F,610,610,T,F,T,610,610,220,0.84216,7.17576,T,3,1,F,TxT,Cmn,F,F,*,1.977,0.05,30,Otro,SIC
72,Maipo 220->Alto Jahuel 220,T,*,*,Maipo 220,Alto Jahuel 220,*,F,F,101,F,F,610,610,T,F,T,610,610,220,0.006897,0.058767,T,3,1,F,TxT,Cmn,F,F,*,0.016,0.001,30,Otro,SIC
73,Los Almendros 220->Alto Jahuel 220,T,*,*,Los Almendros 220,Alto Jahuel 220,*,F,F,101,F,F,818,818,T,F,F,409,409,220,1.848,8.446,T,3,1,F,STx,Cmn,F,F,*,24.246,0.292,30,Otro,SIC
74,Los Almendros 220->Los Almendros 110,T,*,*,Los Almendros 220,Los Almendros 110,BarB,F,F,101,F,F,392,392,T,F,F,392,392,220,1.2584,12.6324,T,3,1,F,STx,Cmn,F,F,*,28.268,0.683,30,Otro,SIC
75,Polpaico 500->Polpaico 220,T,*,*,Polpaico 500,Polpaico 220,*,F,F,101,F,F,1542.52,1542.52,T,T,T,1542.52,1542.52,500,0.25,24.375,T,5,1,T,TxT,Cmn,F,F,*,19.488,0.53,30,Transelec,SIC
76,Alto Jahuel 500->Alto Jahuel 500 Aux,T,*,*,Alto Jahuel 500,Alto Jahuel 500 Aux,*,F,F,101,F,F,2800,2800,T,T,T,1400,1400,500,0,0.0001,T,5,1,F,TxT,Cmn,F,F,*,0,0,30,Transelec,SIC
77,Polpaico 500->Polpaico 500 Aux,T,*,*,Polpaico 500,Polpaico 500 Aux,*,F,F,101,F,F,2800,2800,T,T,T,1400,1400,500,0,0.0001,T,5,1,F,TxT,Cmn,F,F,*,0,0,30,Transelec,SIC
78,Alto Jahuel 500->Alto Jahuel 220,T,*,*,Alto Jahuel 500,Alto Jahuel 220,*,F,F,101,F,F,1542.52,1542.52,T,T,T,1542.52,1542.52,500,0.25,24.5,T,5,1,T,TxT,Cmn,F,F,*,43.11,1.17,30,Transelec,SIC
79,Alto Jahuel 500->Polpaico 500,T,*,MesMay-2015,Alto Jahuel 500 Aux,Polpaico 500 Aux,*,F,F,101,F,F,1870,1870,T,T,T,1870,1870,500,1.5,19.75,T,5,1,T,TxT,Cmn,F,F,*,17.57,0.363,30,Transelec,SIC
80,Ancoa 500->Alto Jahuel 500,T,*,*,Ancoa 500 Aux,Alto Jahuel 500,*,F,F,101,F,F,1400,1400,T,T,T,1400,1400,500,6.5,35.56,T,5,1,T,TxT,Cmn,F,F,*,71.5755,1.509,30,Transelec,SIC
81,Ancoa 500->Alto Jahuel 500 II,T,MesEne-2014,*,Ancoa 500 Aux,Alto Jahuel 500,*,F,F,101,F,F,1400,1400,T,T,T,1400,1400,500,6.207,30.16,T,5,1,T,TxT,Cmn,F,F,*,76.448,1.603,30,Transelec,SIC
82,Alto Jahuel 500->Polpaico 500 II,T,MesEne-2014,MesAgo-2018,Alto Jahuel 500 Aux,Polpaico 500 Aux,*,F,F,101,F,F,1870,1870,T,T,T,1870,1870,500,1.632,19.284,T,5,1,T,TxT,Cmn,F,F,*,76.448,1.603,30,Transelec,SIC
83,Ancoa 500->Alto Jahuel 500 III,T,MesOct-2015,*,Ancoa 500 Aux,Alto Jahuel 500,*,F,F,101,F,F,1400,1400,T,T,T,1400,1400,500,6.207,35.56,T,5,1,T,TxT,Cmn,F,F,*,76.448,1.603,30,Transelec,SIC
84,Ancoa 500->Alto Jahuel 500 IV,T,MesEne-2016,*,Ancoa 500 Aux,Alto Jahuel 500,*,F,F,101,F,F,1400,1400,T,T,T,1400,1400,500,6.207,35.56,T,5,1,T,TxT,Cmn,F,F,*,76.448,1.603,30,Transelec,SIC
85,Ancoa 500->Ancoa 500 Aux,T,*,*,Ancoa 500,Ancoa 500 Aux,*,F,F,101,F,F,2800,2800,T,T,T,1900,1900,500,0,0.0001,T,5,1,F,TxT,Cmn,F,F,*,0,0,30,Transelec,SIC
86,Ancoa 500->Ancoa 220,T,*,*,Ancoa 500,Ancoa 220,*,F,F,101,F,F,771.26,771.26,T,T,T,771.26,771.26,500,0.5,48.75,T,5,1,T,TxT,Cmn,F,F,*,19.488,0.53,30,Transelec,SIC
87,Alto Jahuel 220->Alto Jahuel 110,T,*,*,Alto Jahuel 220,Alto Jahuel 110,BarB,F,F,101,F,F,821,821,T,F,F,821,821,220,0.1332,7.4888,T,3,1,F,STx,Cmn,F,F,*,11.183,0.338,30,Transelec,SIC
88,Alto Jahuel 220->Alto Jahuel 154,T,*,*,Alto Jahuel 220,Alto Jahuel 154,BarB,F,F,101,F,F,300,300,T,T,F,300,300,220,0.0968,15.488,T,5,1,F,STx,Cmn,F,F,*,6.99,0.211,30,Transelec,SIC
89,Itahue 220->Itahue 154,T,*,*,Itahue 220,Itahue 154,BarB,F,F,101,F,F,300,300,T,T,F,300,300,220,0.0968,15.488,T,3,1,F,STx,Cmn,F,F,*,0,0,30,Transelec,SIC
90,Ancoa 220->Itahue 220,T,*,*,Ancoa 220,Itahue 220,*,F,F,101,F,F,800,800,T,T,T,400,400,220,1.3794,13.431,T,3,1,T,TxT,Cmn,F,F,*,10,0.27,30,Transelec,SIC
91,Charrua 220->Lagunillas 220,T,*,*,Charrua 220,Lagunillas 220,*,F,F,101,F,F,300,300,T,T,T,300,300,220,2.75,20.98,T,3,1,F,TxT,Cmn,F,F,*,5.062,0.154,30,Transelec,SIC
92,Charrua 220->Hualpen 220,T,*,*,Charrua 220,Hualpen 220,*,F,F,101,F,F,229.6,229.6,T,T,T,229.6,229.6,220,3.08,23.4976,T,3,1,F,TxT,Cmn,F,F,*,5.062,0.154,30,Transelec,SIC
93,Charrua 220->Charrua 500,T,*,*,Charrua 220,Charrua 500,*,F,F,101,F,F,1300,1300,T,T,T,1300,1300,500,0.25,24.375,T,5,1,T,TxT,Cmn,F,F,*,43.11,1.17,30,Transelec,SIC
94,Charrua 500->Ancoa 500,T,*,MesNov-2017,Charrua 500,Ancoa 500,*,F,F,101,F,F,2600,2600,T,T,T,1600,1600,500,2.4379,15.952,T,5,1,T,TxT,Cmn,F,F,*,144,3,30,Transelec,SIC
95,Charrua 220->Tap Laja 220,T,*,*,Charrua 220,El Rosal 220,*,F,F,101,F,F,264,264,T,T,T,264,264,220,1.387208721,7.091162791,T,5,1,T,TxT,Ret,F,F,*,31.33,0.76,30,Transelec,SIC
96,Tap Laja 220->Duqueco 220,T,*,*,El Rosal 220,Duqueco 220,*,F,F,101,F,F,264,264,T,T,T,264,264,220,2.28265562,11.66852713,T,5,1,T,TxT,Ret,F,F,*,31.33,0.76,30,Transelec,SIC
97,Duqueco 220->Temuco 220,T,*,*,Duqueco 220,Temuco 220,*,F,F,101,F,F,264,264,T,T,T,264,264,220,11.47933566,58.68031008,T,5,1,T,TxT,Ret,F,F,*,31.33,0.76,30,Transelec,SIC
98,Charrua 220->Mulchen 220,T,*,*,Charrua 220,Mulchen 220,*,F,F,101,F,F,1000,1000,T,T,T,500,500,220,1.662708958,10.06503918,T,5,1,T,TxT,Ret,F,F,*,61.5,1.535,30,Transelec,SIC
99,Mulchen 220->Cautin 220,T,*,MesJun-2019,Mulchen 220,Cautin 220,*,T,T,101,F,F,1000,1000,T,T,T,500,500,220,3.322491042,20.11236082,T,5,1,T,TxT,Ret,F,F,*,61.5,1.535,30,Transelec,SIC
100,Mulchen 220->Rio Malleco 220,T,MesJul-2019,*,Mulchen 220,Rio Malleco 220,*,F,F,101,F,F,1000,1000,T,T,T,500,500,220,1.02606341,6.211170253,T,5,1,T,TxT,Ret,F,F,*,61.5,1.535,30,Transelec,SIC
101,Rio Malleco 220->Cautin 220,T,MesJul-2019,*,Rio Malleco 220,Cautin 220,*,T,T,101,F,F,1000,1000,T,T,T,500,500,220,2.296427632,13.90119057,T,5,1,T,TxT,Ret,F,F,*,61.5,1.535,30,Transelec,SIC
102,Temuco 220->Cautin 220,T,*,*,Temuco 220,Cautin 220,*,T,T,101,F,F,386,386,T,T,T,193,193,220,0.6103,1.9311,T,5,1,T,TxA,Ret,F,F,*,1.3522,0.03095,30,Transelec,SIC
103,Valdivia 220->Cautin 220,T,*,MesDic-2016,Valdivia 220,Cautin 220,*,F,F,101,F,F,332,332,T,T,T,166,166,220,15.0549,59.53801,T,5,1,T,TxT,Iny,F,F,*,0,0,30,Transelec,SIC
104,Valdivia 220->Ciruelos 220,T,*,*,Valdivia 220,Ciruelos 220,*,T,T,101,F,F,332,332,T,T,T,166,166,220,5.46084,14.5547325,T,5,1,T,TxT,Iny,F,F,*,0,0,30,Transelec,SIC
105,Ciruelos 220->Cautin 220,T,*,MesOct-2019,Ciruelos 220,Cautin 220,*,T,T,101,F,F,192,192,T,T,T,192,192,220,11.57,45.7,T,5,1,T,TxT,Iny,F,F,*,0,0,30,Transelec,SIC
106,Ciruelos 220->Rio Tolten 220 I,T,*,*,Ciruelos 220,Rio Tolten 220,*,T,T,101,F,F,145,145,T,T,T,145,145,220,6.94,18.28,T,5,1,T,TxT,Iny,F,F,*,0,0,30,Transelec,SIC
107,Rio Tolten 220->Rio Tolten 220 Aux,T,*,*,Rio Tolten 220,Rio Tolten 220 Aux,*,F,F,101,F,F,145,145,T,T,T,145,145,220,0,0.001,T,5,1,T,TxT,Iny,F,F,*,0,0,30,CNE,SIC
108,Rio Tolten 220 Aux->Cautin 220 I,T,*,*,Rio Tolten 220 Aux,Cautin 220,*,F,F,101,F,F,145,145,T,T,T,145,145,220,4.63,27.42,T,5,1,T,TxT,Iny,F,F,*,0,0,30,Transelec,SIC
109,Ciruelos 220->Rio Tolten 220 II,T,MesNov-2019,*,Ciruelos 220,Rio Tolten 220,*,T,T,101,F,F,192,192,T,T,T,192,192,220,6.94,18.28,T,5,1,T,TxT,Iny,F,F,*,0,0,30,Transelec,SIC
110,Rio Tolten 220 Aux->Cautin 220 II,T,MesNov-2019,*,Rio Tolten 220 Aux,Cautin 220,*,F,F,101,F,F,192,192,T,T,T,192,192,220,4.63,27.42,T,5,1,T,TxT,Iny,F,F,*,0,0,30,Transelec,SIC
