LinINum,LinNom,LinFOpe,LinFecOpeIni,LinFecOpeFin,LinBarA,LinBarB,LinBarSis,LinFPrtFlu,LinFPrtHis,LinNIntHis,LinFPrtInd,LinFCC,LinPotMaxA->B,LinPotMaxB->A,LinFMax,LinFPri,LinFN-1,LinPotN-1A->B,LinPotN-1B->A,LinVolt,LinR,LinX,LinFPer,LinNTra,LinDisEne,LinFPeaCal,LinPeaSis,LinPeaTip,LinFTipDef,LinFInv,LinFecInv,LinVI,LinCOMA,LinVidUti,LinEmp,LinAux,LinAux,LinAux
204,Encuentro 220 Aux->EnlaceCE 220 II,F,MesAgo-2018,*,Encuentro 220 Aux,EnlaceCE 220,*,F,F,101,F,F,1000,1000,T,T,T,1000,1000,220,0.011,0.103,T,5,1,T,TxT,Cmn,F,F,*,0,10000,30,CNE,SING,TxT(relleno en F),220
205,EnlaceCE 220->EnlaceCE 220 Aux,F,MesAgo-2018,*,EnlaceCE 220,EnlaceCE 220 Aux,*,F,F,101,F,F,1500,1500,T,T,T,1500,1500,220,0,0.0001,T,5,1,T,TxT,Cmn,F,F,*,0,0,30,CNE,SING,TxT(relleno en F),220
206,Crucero 220 Aux S->EnlaceCE 220 I,F,MesAgo-2018,*,Crucero 220 Aux S,EnlaceCE 220,*,F,F,101,F,F,1000,1000,T,T,T,1000,1000,220,0.011,0.103,T,5,1,T,TxT,Cmn,F,F,*,0,10000,30,CNE,SING,TxT(relleno en F),220
207,Crucero 220 Aux S->EnlaceCE 220 II,F,MesAgo-2018,*,Crucero 220 Aux S,EnlaceCE 220,*,F,F,101,F,F,1000,1000,T,T,T,1000,1000,220,0.011,0.103,T,5,1,T,TxT,Cmn,F,F,*,0,10000,30,CNE,SING,TxT(relleno en F),220
208,EnlaceCE 220 Aux->Nueva Crucero Encuentro 220 I,F,MesAgo-2018,*,EnlaceCE 220 Aux,Nueva Crucero Encuentro 220,*,F,F,101,F,F,500,500,T,F,T,500,500,220,0.5,48.75,T,5,1,T,TxT,Cmn,F,F,*,0,0,30,CNE,SING,TxT(relleno en F),220
209,EnlaceCE 220 Aux->Nueva Crucero Encuentro 220 II,F,MesAgo-2018,*,EnlaceCE 220 Aux,Nueva Crucero Encuentro 220,*,F,F,101,F,F,500,500,T,F,T,500,500,220,0.5,48.75,T,5,1,T,TxT,Cmn,F,F,*,0,0,30,CNE,SING,TxT(relleno en F),220
210,EnlaceCE 220 Aux->Nueva Crucero Encuentro 220 III,F,MesAgo-2018,*,EnlaceCE 220 Aux,Nueva Crucero Encuentro 220,*,F,F,101,F,F,500,500,T,F,T,500,500,220,0.5,48.75,T,5,1,T,TxT,Cmn,F,F,*,0,0,30,CNE,SING,TxT(relleno en F),220
211,EnlaceCE 220 Aux->Nueva Crucero Encuentro 220 IV,F,MesAgo-2018,*,EnlaceCE 220 Aux,Nueva Crucero Encuentro 220,*,F,F,101,F,F,500,500,T,F,T,500,500,220,0.5,48.75,T,5,1,T,TxT,Cmn,F,F,*,0,0,30,CNE,SING,TxT(relleno en F),220
212,Lagunas 220->Lagunas 220 Aux S,F,MesAbr-2017,*,Lagunas 220,Lagunas 220 Aux S,*,F,F,101,F,F,290,290,T,T,T,1000,1000,220,0,0.0001,T,5,1,T,TxT,Cmn,F,F,*,0,0,30,CNE,SING,TxT_relleno,220
213,Encuentro 220->Lagunas 220 I,F,MesAbr-2017,*,Encuentro 220,Lagunas 220 Aux S,*,F,F,101,F,F,290,290,T,T,T,290,290,220,15.5014,68.6218,T,5,1,F,TxT,Cmn,F,F,*,0,0,30,CNE,SING,TxT_Decreto_23T,220
214,Encuentro 220->Lagunas 220 II,F,MesAbr-2017,*,Encuentro 220,Lagunas 220 Aux S,*,F,F,101,F,F,290,290,T,T,T,290,290,220,15.5014,68.6218,T,5,1,F,TxT,Cmn,F,F,*,0,0,30,CNE,SING,TxT_Decreto_23T,220
215,Miraje 220->Miraje 220 Aux,T,MesEne-2016,*,Miraje 220,Miraje 220 Aux,*,F,F,101,F,F,491.6,491.6,T,T,T,245.8,245.8,220,0,0.0001,T,5,1,T,TxT,Cmn,F,F,*,0,0,30,CNE,SING,TxT_Decreto_23T,220
216,Encuentro 220->Miraje 220 Aux I,T,MesEne-2016,*,Encuentro 220,Miraje 220 Aux,*,F,F,101,F,F,245.8,245.8,T,F,T,245.8,245.8,220,0.6467,4.0832,T,5,1,T,TxT,Cmn,F,F,*,0,10000,30,CNE,SING,TxT_Decreto_23T,220
217,Encuentro 220->Miraje 220 Aux II,T,MesEne-2016,*,Encuentro 220,Miraje 220 Aux,*,F,F,101,F,F,245.8,245.8,T,F,T,245.8,245.8,220,0.6467,4.0832,T,5,1,T,TxT,Cmn,F,F,*,0,10000,30,CNE,SING,TxT_Decreto_23T,220
218,Miraje 220->Atacama 220 Aux I,T,MesEne-2016,*,Miraje 220,Atacama 220 Aux,*,F,F,101,F,F,245.8,245.8,T,F,T,245.8,245.8,220,6.6667,42.0922,T,5,1,T,TxT,Cmn,F,F,*,0,10000,30,CNE,SING,TxT_Decreto_23T,220
219,Miraje 220->Atacama 220 Aux II,T,MesEne-2016,*,Miraje 220,Atacama 220 Aux,*,F,F,101,F,F,245.8,245.8,T,F,T,245.8,245.8,220,6.6667,42.0922,T,5,1,T,TxT,Cmn,F,F,*,0,10000,30,CNE,SING,TxT_Decreto_23T,220
220,Nueva Crucero Encuentro 500->Nueva Crucero Encuentro 220 I,T,MesDic-2020,*,Nueva Crucero Encuentro 500,Nueva Crucero Encuentro 220,*,F,F,101,F,F,750,750,T,T,T,750,750,500,0.5,45,T,5,1,T,TxT,Cmn,F,F,*,0,0,30,CNE,SING,TxT_Decreto_23T,500/220
221,Nueva Crucero Encuentro 500->Nueva Crucero Encuentro 220 II,T,MesDic-2020,*,Nueva Crucero Encuentro 500,Nueva Crucero Encuentro 220,*,F,F,101,F,F,750,750,T,T,T,750,750,500,0.5,45,T,5,1,T,TxT,Cmn,F,F,*,0,0,30,CNE,SING,TxT_Decreto_23T,500/220
222,Nueva Mejillones 500->Nueva Mejillones 500 Aux,F,MesFeb-2020,*,Nueva Mejillones 500,Nueva Mejillones 500 Aux,*,F,F,101,F,F,1500,1500,T,T,F,1500,1500,500,0,0.0001,T,5,1,T,TxA,Cmn,F,F,*,0,0,30,CNE,SING,TxA,500
223,Nueva Mejillones 500->Nueva Crucero Encuentro 500 I,F,MesFeb-2020,*,Nueva Mejillones 500 Aux,Nueva Crucero Encuentro 500,BarA,F,F,101,F,F,1500,1500,T,T,F,1500,1500,500,3.2064,18.4022,T,5,1,T,TxA,Cmn,F,F,*,0,0,30,CNE,SING,TxA,500
224,Nueva Mejillones 500->Nueva Crucero Encuentro 500 II,F,MesFeb-2020,*,Nueva Mejillones 500 Aux,Nueva Crucero Encuentro 500,BarA,F,F,101,F,F,1500,1500,T,T,F,1500,1500,500,3.2064,18.4022,T,5,1,T,TxA,Cmn,F,F,*,0,0,30,CNE,SING,TxA,500
225,Atacama 220->Atacama 220 Aux,T,*,*,Atacama 220,Atacama 220 Aux,*,F,F,101,F,F,772,772,T,T,T,386,386,220,0,0.0001,T,5,1,T,TxT,Cmn,F,F,*,0,0,30,CNE,SING,TxT_Decreto_23T,220
226,Encuentro 220 Aux->Nueva Crucero Encuentro 220 I,T,MesNov-2018,*,Encuentro 220 Aux,Nueva Crucero Encuentro 220,*,F,F,101,F,F,500,500,T,T,T,500,500,220,0.011,0.103,T,5,1,T,TxT,Cmn,F,F,*,0,10000,30,CNE,SING,TxT_Decreto_23T,220
227,Encuentro 220 Aux->Nueva Crucero Encuentro 220 II,T,MesNov-2018,*,Encuentro 220 Aux,Nueva Crucero Encuentro 220,*,F,F,101,F,F,500,500,T,T,T,500,500,220,0.011,0.103,T,5,1,T,TxT,Cmn,F,F,*,0,10000,30,CNE,SING,TxT_Decreto_23T,220
228,Nueva Crucero Encuentro 220->Crucero 220 Aux S I,T,MesNov-2018,*,Nueva Crucero Encuentro 220,Crucero 220 Aux S,*,F,F,101,F,F,500,500,T,T,T,500,500,220,0.011,0.103,T,5,1,T,TxT,Cmn,F,F,*,0,10000,30,CNE,SING,TxT_Decreto_23T,220
229,Nueva Crucero Encuentro 220->Crucero 220 Aux S II,T,MesNov-2018,*,Nueva Crucero Encuentro 220,Crucero 220 Aux S,*,F,F,101,F,F,500,500,T,T,T,500,500,220,0.011,0.103,T,5,1,T,TxT,Cmn,F,F,*,0,10000,30,CNE,SING,TxT_Decreto_23T,220
230,Laberinto 220->Kapatur 220,T,MesOct-2016,*,Laberinto 220,Kapatur 220,*,F,F,101,F,F,1400,1400,T,F,T,700,700,220,1.775,20.345,T,5,1,F,TxT,Cmn,F,F,*,0,0,30,CNE,SING,TxT_Decreto_23T,220
231,Kapatur 220->O'higgins 220,T,MesOct-2016,*,Kapatur 220,O'higgins 220,*,F,F,101,F,F,1400,1400,T,F,T,700,700,220,0.735,10.33,T,5,1,F,TxT,Cmn,F,F,*,0,0,30,CNE,SING,TxT_Decreto_23T,220
232,Quebrada Blanca 220->Lagunas 220,T,MesEne-2019,*,Quebrada Blanca 220,Lagunas 220,BarA,F,F,101,F,F,610,610,F,F,F,305,305,220,3.80067,28.38,T,5,1,F,TxA,Cmn,F,F,*,0,0,30,CNE,SING,TxA,220
233,Atacama 220->O'higgins 220,T,MesJun-2016,*,Atacama 220,O'higgins 220,*,F,F,101,F,F,491.56,491.56,T,F,T,245.78,245.78,220,3.7125,15.405,T,5,1,F,TxT,Cmn,F,F,*,0,0,30,CNE,SING,TxT_Decreto_23T,220
234,O'Higgins 220->Domeyko 220,T,MesJun-2016,*,O'higgins 220,Domeyko 220,BarB,F,F,101,F,F,512,512,T,F,F,246,246,220,6.336,26.2912,T,5,1,F,TxA,Cmn,F,F,*,0,0,30,CNE,SING,TxA,220
235,Enlace->Nueva Crucero Encuentro 220,F,MesFeb-2020,*,Kapatur 220,Nueva Crucero Encuentro 220,*,F,F,101,F,F,3000,3000,T,T,T,1500,1500,500,2.3368125,27.7695,T,5,1,T,TxT,Lat,F,F,*,600,13,30,CNE,SING,TxT_Decreto_23T,220
236,Nueva Crucero-Encuentro 220->Chuquicamata 220,T,MesMay-2019,MesMay-2020,Nueva Crucero Encuentro 220,Chuquicamata 220,*,F,F,101,F,F,357,357,T,F,T,357,357,220,3.8896,28.0772,T,5,1,F,TxT,Cmn,F,F,*,0,0,30,CNE,SING,TxT_Decreto_23T,220
237,Nueva Crucero Encuentro 220->Laberinto 220 I,T,MesMay-2019,*,Nueva Crucero Encuentro 220,Laberinto 220 Aux,*,F,F,101,F,F,293.03,293.03,T,F,T,293.03,293.03,220,10.6425,54.5397,T,5,1,F,TxT,Cmn,F,F,*,0,0,30,CNE,SING,TxT_Decreto_23T,220
238,Nueva Crucero Encuentro 220->Laberinto 220 II,T,MesMay-2019,*,Nueva Crucero Encuentro 220,Laberinto 220 Aux,*,F,F,101,F,F,304.84,304.84,T,F,T,304.84,304.84,220,9.6425,53.2532,T,5,1,F,TxT,Cmn,F,F,*,0,0,30,CNE,SING,TxT_Decreto_23T,220
239,Nueva Crucero Encuentro 220->Lagunas 220 II,F,MesMay-2019,*,Nueva Crucero Encuentro 220,Lagunas AUX 220,*,F,F,101,F,F,183,183,T,T,T,183,183,220,15.5014,68.6218,T,5,1,F,TxT,Cmn,F,F,*,0,0,30,CNE,SING,TxT_Decreto_23T,220
240,Nueva Crucero Encuentro 220->Nueva Victoria 220,F,MesMay-2019,*,Nueva Crucero Encuentro 220,Nueva Victoria 220,*,F,F,101,F,F,183,183,T,T,T,183,183,220,15.76422,65.8657,T,5,1,F,TxT,Cmn,F,F,*,0,0,30,CNE,SING,TxT_Decreto_23T,220
241,El Loa 220->Nueva Crucero Encuentro 220,T,MesMay-2019,*,El Loa 220,Nueva Crucero Encuentro 220,BarA,F,F,101,F,F,714,714,F,F,F,357,357,220,0.3,1.98,T,5,1,F,TxA,Cmn,F,F,*,0,0,30,CNE,SING,TxA,220
242,Nueva Crucero Encuentro 220->Salar 220,T,MesMay-2019,MesMay-2020,Nueva Crucero Encuentro 220,Salar 220,*,F,F,101,F,F,330,330,T,F,T,330,330,220,4.31,29.48,T,5,1,F,TxT,Cmn,F,F,*,0,0,30,CNE,SING,TxT_Decreto_23T,220
243,Nueva Crucero Encuentro 220->Nueva Chuquicamata 220 1,T,MesJun-2020,*,Nueva Crucero Encuentro 220,Nueva Chuquicamata 220,*,F,F,101,F,F,357,357,T,F,T,357,357,220,2.786246418,20.11260745,T,5,1,F,TxT,Cmn,F,F,*,0,0,30,CNE,SING,TxT_Decreto_23T,220
244,Nueva Crucero Encuentro 220->Nueva Chuquicamata 220 2,T,MesJun-2020,*,Nueva Crucero Encuentro 220,Nueva Chuquicamata 220,*,F,F,101,F,F,330,330,T,F,T,330,330,220,2.786246418,20.11260745,T,5,1,F,TxT,Cmn,F,F,*,0,0,30,CNE,SING,TxT_Decreto_23T,220
245,Nueva Chuquicamata 220->Nueva Chuquicamata 220 Aux,T,MesJun-2020,*,Nueva Chuquicamata 220,Nueva Chuquicamata 220 Aux,*,F,F,101,F,F,660,660,T,F,T,330,330,220,0,0.0001,T,5,1,T,TxT,Cmn,F,F,*,0,0,30,CNE,SING,TxT_Decreto_23T,220
246,Nueva Chuquicamata 220 Aux->Chuquicamata 220,T,MesJun-2020,*,Nueva Chuquicamata 220 Aux,Chuquicamata 220,*,F,F,101,F,F,357,357,T,F,T,357,357,220,1.103353582,7.96459255,T,5,1,F,TxT,Cmn,F,F,*,0,0,30,CNE,SING,TxT_Decreto_23T,220
247,Nueva Chuquicamata 220 Aux->Salar 220,T,MesJun-2020,*,Nueva Chuquicamata 220 Aux,Salar 220,*,F,F,101,F,F,330,330,T,F,T,330,330,220,1.523753582,9.36739255,T,5,1,F,TxT,Cmn,F,F,*,0,0,30,CNE,SING,TxT_Decreto_23T,220
248,Nueva Chuquicamata 220 Aux->Calama 220,T,MesJun-2022,*,Nueva Chuquicamata 220 Aux,Calama 220,*,F,F,101,F,F,260,260,T,F,T,330,330,220,2,8.33199738,T,5,1,F,TxT,Cmn,F,F,*,0,0,30,CNE,SING,TxT_Decreto_23T,220
249,Collahuasi 220->Collahuasi 220 Aux,T,*,*,Collahuasi 220,Collahuasi 220 Aux,*,F,F,101,F,F,340,340,T,F,F,170,170,220,0,0.0001,T,5,1,T,TxA,Cmn,F,F,*,0,0,30,CNE,SING,TxA,220
250,Laberinto 220 Aux->Laberinto 220,T,*,*,Laberinto 220 Aux,Laberinto 220,*,F,F,101,F,F,597.87,597.87,T,F,T,293.03,293.03,220,0,0.0001,T,5,1,F,TxT,Cmn,F,F,*,0,0,30,CNE,SING,TxT_Decreto_23T,220
251,Salar 220->Calama 220,T,MesMar-2015,*,Salar 220,Calama 220,*,F,F,101,F,F,330,330,T,F,T,330,330,220,1.12488,7.1122,T,2,1,T,TxT,Cmn,F,F,*,0,0,30,CNE,SING,TxT_Decreto_23T,220
252,Calama 220->Calama 100,T,MesMar-2015,*,Calama 220,Calama 110,BarB,F,F,101,F,F,150,150,T,F,F,150,150,220,0,27.43796,T,2,1,T,STx,Cmn,F,F,*,0,0,30,CNE,SING,STx-Pendiente,220/100
253,Parinacota 220 Aux->Parinacota 220,T,*,*,Parinacota 220 Aux,Parinacota 220,*,F,F,101,F,F,182.9,182.9,T,F,T,91.45,91.45,220,0,0.0001,T,5,1,F,TxT,Cmn,F,F,*,0,0,30,CNE,SING,TxT_Decreto_23T,220
254,Parinacota 220 Aux->Nueva Pozo Almonte 220 Aux,T,MesJun-2021,*,Parinacota 220 Aux,Nueva Pozo Almonte 220 Aux,*,F,F,101,F,F,260,260,T,F,T,260,260,220,22.5,93.73497053,T,5,1,F,TxT,Cmn,F,F,*,0,0,30,CNE,SING,TxT_Decreto_23T,220
255,Condores 220->Nueva Pozo Almonte 220 Aux,T,MesJun-2021,*,Condores 220,Nueva Pozo Almonte 220 Aux,*,F,F,101,F,F,260,260,T,F,T,260,260,220,3.8,15.83079502,T,5,1,F,TxT,Cmn,F,F,*,0,0,30,CNE,SING,TxT_Decreto_23T,220
256,Nueva Pozo Almonte 220 Aux->Nueva Pozo Almonte 220,T,MesJun-2021,*,Nueva Pozo Almonte 220 Aux,Nueva Pozo Almonte 220,*,F,F,101,F,F,520,520,T,F,T,260,260,220,0,0.0001,T,5,1,F,TxT,Cmn,F,F,*,0,0,30,CNE,SING,TxT_Decreto_23T,220
257,Pozo Almonte 220 Aux->Pozo Almonte 220,T,MesJun-2019,*,Pozo Almonte 220 Aux,Pozo Almonte 220,*,F,F,101,F,F,183,183,T,T,T,183,183,220,0,0.0001,T,5,1,F,TxT,Cmn,F,F,*,0,0,30,CNE,SING,TxT_Decreto_23T,220
258,Nueva Pozo Almonte 220->Pozo Almonte 220 Aux I,T,MesJun-2019,*,Nueva Pozo Almonte 220,Pozo Almonte 220 Aux,*,F,F,101,F,F,183,183,T,T,T,183,183,220,0.7992,3.3392,T,5,1,F,TxT,Cmn,F,F,*,0,0,30,CNE,SING,TxT_Decreto_23T,220
259,Lagunas 220->Nueva Pozo Almonte 220,T,MesJun-2019,*,Lagunas 220,Nueva Pozo Almonte 220,*,F,F,101,F,F,183,183,T,T,T,183,183,220,6.1938,25.8788,T,5,1,F,TxT,Cmn,F,F,*,0,0,30,CNE,SING,TxT_Decreto_23T,220
260,Nueva Pozo Almonte 220->Pozo Almonte 220 Aux II,T,MesJun-2021,*,Nueva Pozo Almonte 220,Pozo Almonte 220 Aux,*,F,F,101,F,F,260,260,T,F,T,260,260,220,0.8,3.332798952,T,5,1,F,TxT,Cmn,F,F,*,0,0,30,CNE,SING,TxT_Decreto_23T,220
261,Quillagua 220 Aux->Lagunas AUX 220,T,*,*,Quillagua 220 Aux,Lagunas AUX 220,*,F,F,101,F,F,183,183,T,T,T,183,183,220,8.838007502,39.12420705,T,5,1,F,TxT,Cmn,F,F,*,0,0,30,CNE,SING,TxT_Decreto_23T,220
262,Quillagua 220->Quillagua 220 Aux,T,*,*,Quillagua 220,Quillagua 220 Aux,*,F,F,101,F,F,366,366,T,T,T,183,183,220,0,0.0001,T,5,1,F,TxT,Cmn,F,F,*,0,0,30,CNE,SING,TxT_Decreto_23T,220
263,Maria Elena 220 Aux->Quillagua 220 I,T,*,*,Maria Elena 220 Aux,Quillagua 220,*,F,F,101,F,F,183,183,T,T,T,183,183,220,6.038112413,26.7295949,T,5,1,F,TxT,Cmn,F,F,*,0,0,30,CNE,SING,TxT_Decreto_23T,220
264,Maria Elena 220->Maria Elena 220 Aux,T,*,*,Maria Elena 220,Maria Elena 220 Aux,*,F,F,101,F,F,366,366,T,T,T,183,183,220,0,0.0001,T,5,1,F,TxT,Cmn,F,F,*,0,0,30,CNE,SING,TxT_Decreto_23T,220
265,Crucero 220->Maria Elena 220 I,T,*,MesAbr-2019,Crucero 220,Maria Elena 220,*,F,F,101,F,F,183,183,T,T,T,183,183,220,0.625280085,2.76799805,T,5,1,F,TxT,Cmn,F,F,*,0,0,30,CNE,SING,TxT_Decreto_23T,220
266,Quillagua 220 Aux->Nueva Victoria 220,T,MesSep-2018,*,Quillagua 220 Aux,Nueva Victoria 220,*,F,F,101,F,F,183,183,T,T,T,183,183,220,8.322669,34.77358344,T,5,1,F,TxT,Cmn,F,F,*,0,0,30,CNE,SING,TxT_Decreto_23T,220
267,Maria Elena 220 Aux->Quillagua 220 II,T,MesSep-2018,*,Maria Elena 220 Aux,Quillagua 220,*,F,F,101,F,F,183,183,T,T,T,183,183,220,6.74325,28.17449144,T,5,1,F,TxT,Cmn,F,F,*,0,0,30,CNE,SING,TxT_Decreto_23T,220
268,Crucero 220->Maria Elena 220 II,T,MesSep-2018,MesAbr-2019,Crucero 220,Maria Elena 220,*,F,F,101,F,F,183,183,T,T,T,183,183,220,0.698301,2.917625114,T,5,1,F,TxT,Cmn,F,F,*,0,0,30,CNE,SING,TxT_Decreto_23T,220
269,Nueva Crucero Encuentro 220->Maria Elena 220 I,T,MesMay-2019,*,Nueva Crucero Encuentro 220,Maria Elena 220,*,F,F,101,F,F,183,183,T,T,T,183,183,220,0.625280085,2.76799805,T,5,1,F,TxT,Cmn,F,F,*,0,0,30,CNE,SING,TxT_Decreto_23T,220
270,Nueva Crucero Encuentro 220->Maria Elena 220 II,T,MesMay-2019,*,Nueva Crucero Encuentro 220,Maria Elena 220,*,F,F,101,F,F,183,183,T,T,T,183,183,220,0.698301,2.917625114,T,5,1,F,TxT,Cmn,F,F,*,0,0,30,CNE,SING,TxT_Decreto_23T,220
271,Encuentro 220->Encuentro 220 Aux III,T,MesDic-2018,*,Encuentro 220,Encuentro 220 Aux,*,F,F,101,F,F,1000,1000,T,T,T,500,500,220,0,0.0001,T,5,1,T,TxT,Cmn,F,F,*,0,0,30,CNE,SING,TxT_Decreto_23T,220
272,Antucoya 220 Aux->Antucoya 220,F,MesJul-2018,*,Antucoya 220 Aux,Antucoya 220,*,F,F,101,F,F,386,386,T,F,F,386,386,220,0,0.0001,T,5,1,T,TxA,Cmn,F,F,*,0,0,30,CNE,SING,TxA,220
273,Miraje 220->Antucoya 220 Aux,F,MesJul-2018,*,Miraje 220,Antucoya 220 Aux,BarB,F,F,101,F,F,386,386,T,F,F,386,386,220,3.728460044,23.54071844,T,5,1,T,TxA,Cmn,F,F,*,0,0,30,CNE,SING,TxA,220
274,Miraje 220->Antucoya 220 Aux II,F,MesJul-2018,*,Miraje 220,Antucoya 220 Aux,BarB,F,F,101,F,F,386,386,T,F,F,386,386,220,3.728460044,23.54071844,T,5,1,T,TxA,Cmn,F,F,*,0,0,30,CNE,SING,TxA,220
275,Antucoya 220->Atacama 220 Aux,F,MesJul-2018,*,Antucoya 220,Atacama 220 Aux,BarA,F,F,101,F,F,386,386,T,F,F,386,386,220,2.938239956,18.55148156,T,5,1,T,TxA,Cmn,F,F,*,0,0,30,CNE,SING,TxA,220
276,Antucoya 220->Atacama 220 Aux II,F,MesJul-2018,*,Antucoya 220,Atacama 220 Aux,BarA,F,F,101,F,F,386,386,T,F,F,386,386,220,2.938239956,18.55148156,T,5,1,T,TxA,Cmn,F,F,*,0,0,30,CNE,SING,TxA,220
277,Zaldivar 220->OGP1 220,T,*,*,Zaldivar 220,OGP1 220,*,F,F,101,F,F,264,264,T,F,F,264,264,220,8.7677,32.6872,T,5,1,F,TxA,Cmn,F,F,*,0,0,30,CNE,SING,TxA,220
278,OGP1 220->Domeyko 220,T,*,*,OGP1 220,Domeyko 220,*,F,F,101,F,F,264,264,T,F,F,264,264,220,4.491,17.259,T,5,1,F,TxA,Cmn,F,F,*,0,0,30,CNE,SING,TxA,220
