CenINum,CenNom,CenFOpe,CenFecOpeIni,CenFecOpeFin,CenEmiFMDL,CenEmiFDpz,CenEmiDpz [tCO2e/GWh],CenFERNC,CenUbc,CenBar,CenFDua,CenDua,CenPotMax,CenPotMin,CenKxxx/kWh,CenCosVar,CenCosTrp,CenRenTer,CenCosOpe,CenDisEne,CenEtaCVar,CenEtaCTrp,CenConPro%,CenFInv,CenFecInv,CenVI,CenCOMA,CenVidUti,CenEtaCOMA,CenEmp,CenCmr,CenAux
1234,San Juan III,T,MesNov-2016,*,F,F,0,T,SIC,Punta Colorada 220,F,*,29.7,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Eolica
1235,San Juan IV,T,MesDic-2016,*,F,F,0,T,SIC,Punta Colorada 220,F,*,33,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Eolica
1236,San Juan V,T,MesEne-2017,*,F,F,0,T,SIC,Punta Colorada 220,F,*,26.4,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Eolica
1237,San Juan VI,T,MesEne-2017,*,F,F,0,T,SIC,Punta Colorada 220,F,*,33,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Eolica
1238,Divisadero,T,MesAgo-2017,*,F,F,0,T,SIC,Maitencillo 220,F,*,65,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Solar
1239,Malgarida,F,MesAbr-2017,*,F,F,0,T,SIC,Diego de Almagro 220,F,*,28,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Solar
1240,Eólica Las Peñas,T,MesJun-2016,*,F,F,0,T,SIC,Charrua 220,F,*,8.4,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Eolica
1241,Chuchiñi,T,MesJun-2016,*,F,F,0,T,SIC,Los Vilos 220,F,*,2.88,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Solar
1242,Cabo Leones I,T,MesDic-2017,*,F,F,0,T,SIC,Maitencillo 220,F,*,115.5,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Eolica
1243,Bellavista,T,*,*,F,F,0,T,SIC,Los Vilos 220,F,*,3,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Solar
1244,Raso power,T,*,*,F,T,691,F,SIC,Itahue 154,F,*,2.68,0,0.219,317.7423071,0,0.243404095,69.7,0.95,Diesel CNE,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Petróleo Diesel
1245,Sol del Norte,T,*,*,F,F,0,T,SIC,Pan de Azucar 220,F,*,2.96,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Solar
1246,TilTil Solar,T,*,*,F,F,0,T,SIC,Polpaico 220,F,*,2.5,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Solar
1247,El Canelo 1,T,*,*,F,T,691,F,SIC,Puerto Montt 220,F,*,3,0,0.219,317.7423071,0,0.296,69.7,0.95,Diesel CNE,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Petróleo Diesel
1248,El Molle,T,*,*,F,F,1143,F,SIC,Agua Santa 110,F,*,4.5,0,1,0,0,1,15,0.967,El Molle,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Biomasa
1249,Las Araucarias,T,*,*,F,F,0,T,SIC,Cerro Navia 110,F,*,4,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Solar
1250,El Paico,T,*,*,F,F,0,T,SIC,Melipilla 220,F,*,2.1,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Solar
1251,HBS GNL,T,MesSep-2016,*,F,T,868,F,SIC,Charrua 220,F,*,3.5,0,0.275,317.7423071,0,0.3365,3.87,0.979,Diesel CNE,*,0,F,*,0,0,24,*,HBS GNL S.A.,HBS GNL S.A.,GNL
1252,ENAP_Aconcagua,T,MesDic-2017,*,F,T,438,F,SIC,Agua Santa 110,F,*,77,0,0.000190782,6.242904712,0,5.74,4,0.979,GNL CNE,*,0,F,*,747.5,14.95,24,*,Plan de Obra,Plan de Obra,GNL
1253,El Boco,T,MesEne-2017,*,F,F,0,T,SIC,Quillota 110,F,*,3,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Solar
1254,Santiago Solar,T,MesOct-2017,*,F,F,0,T,SIC,Cerro Navia 110,F,*,98,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Solar
1255,Doña Carmen PV,T,MesJun-2017,*,F,F,0,T,SIC,Los Vilos 220,F,*,40,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Solar
1256,Cordillera PV,T,MesDic-2016,*,F,F,0,T,SIC,Itahue 154,F,*,40,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Solar
1257,Corral,T,MesDic-2016,*,F,T,2137,F,SIC,Valdivia 220,F,*,0.8,0,0.85,317.7423071,0,0.24,38.81,0.95,Diesel CNE,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Petróleo Diesel
1258,El Divisadero PV,T,*,*,F,T,0,T,SIC,Pan de Azucar 220,F,*,3,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Solar
1259,San Pedro Eólico II,T,MesDic-2016,*,F,F,0,T,SIC,Puerto Montt 220,F,*,65,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Eolica
1260,Diego de Almagro FV II,T,*,*,F,F,0,T,SIC,Diego de Almagro 220,F,*,4,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Solar
1261,Cintac,T,MesEne-2017,*,F,F,0,T,SIC,Chena 110,F,*,2.5,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Solar
1262,Marchigue II,T,MesEne-2017,*,F,F,0,T,SIC,Rapel 220,F,*,9,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Solar
1263,Esperanza II,T,MesEne-2017,*,F,F,0,T,SIC,Rapel 220,F,*,9,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Solar
1264,Solar Ñilhue,T,MesEne-2017,*,F,F,0,T,SIC,Las Vegas 110,F,*,1.1,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Solar
1265,Concon GNL,T,MesDic-2017,*,F,F,0,T,SIC,Quillota 110,F,*,6,0,0.275,222.8092692,0,0.3365,3.87,0.979,GNL,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,GNL
1266,Punta Sierra,T,MesDic-2017,*,F,F,0,T,SIC,Las Palmas 220,F,*,80,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Eolica
1267,Cabilsol,T,MesJun-2017,*,F,F,0,T,SIC,Los Vilos 220,F,*,3,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Solar
1268,Panquehue II,T,MesJun-2017,*,F,F,0,T,SIC,Polpaico 220,F,*,6,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Solar
1269,Genpac Solar I,T,MesJun-2017,*,F,F,0,T,SIC,Cardones 220,F,*,13.7,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Solar
1270,Las Turcas,T,MesJun-2017,*,F,F,0,T,SIC,Cerro Navia 220,F,*,3,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Solar
1271,Valle de la luna 2,T,MesJun-2017,*,F,F,0,T,SIC,Las Vegas 110,F,*,3,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Solar
1272,Don Eugenio,T,MesJul-2017,*,F,F,0,T,SIC,Polpaico 220,F,*,3,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Solar
1273,El Campesino Biogas,T,MesJun-2017,*,F,F,0,T,SIC,Cerro Navia 110,F,*,1,0,0.275,222.8092692,0,0.3365,3.87,0.979,GNL,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,GNL
1274,La Quinta Solar,T,MesJun-2017,*,F,F,0,T,SIC,Polpaico 220,F,*,3,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Solar
1275,San Francisco Solar,T,MesJun-2017,*,F,F,0,T,SIC,Cerro Navia 110,F,*,3,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Solar
1276,El Queltehue,T,MesJun-2017,*,F,F,0,T,SIC,Cerro Navia 110,F,*,1,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Solar
1277,Alturas de ovalle,T,MesJul-2017,*,F,F,0,T,SIC,Pan de Azucar 220,F,*,6,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Solar
1278,Chile generación,T,MesJul-2017,*,F,T,438,F,SIC,Itahue 220,F,*,6,0,0.275,317.7423071,0,0.3365,3.87,0.979,Diesel CNE,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Petróleo Diesel
1279,El Nogal,T,MesJul-2017,*,F,T,691,F,SIC,Alto Jahuel 220,F,*,6,0,0.219,317.7423071,0,0.296,69.7,0.95,Diesel CNE,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Petróleo Diesel
1280,Los pinos biogas,T,MesJul-2017,*,F,T,868,F,SIC,Charrua 220,F,*,6,0,0.275,222.8092692,0,0.3365,3.87,0.979,GNL,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,GNL
1281,Molina,T,MesJul-2017,*,F,T,868,F,SIC,Itahue 220,F,*,6,0,0.275,222.8092692,0,0.3365,3.87,0.979,GNL,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,GNL
1282,Cuz cuz,T,MesJul-2017,*,F,F,0,T,SIC,Itahue 220,F,*,9,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Solar
1283,El Canelo 2,T,*,*,F,T,691,F,SIC,Puerto Montt 220,F,*,3,0,0.219,317.7423071,0,0.296,69.7,0.95,Diesel CNE,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Petróleo Diesel
1284,Raso power 2,T,*,*,F,T,691,F,SIC,Itahue 220,F,*,2,0,0.219,317.7423071,0,0.243404095,69.7,0.95,Diesel CNE,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Petróleo Diesel
1285,Altos del Paico,T,MesEne-2017,*,F,F,0,T,SIC,Melipilla 220,F,*,2.1,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Solar
1286,CMPC Santa Fe,T,*,*,F,F,1143,F,SIC,Charrua 220,F,*,17.02,0,1,7.07,0,1.5,5,0.967,Santa Fe 01,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Biomasa
1287,DAS,T,MesOct-2017,*,F,F,0,T,SIC,Diego de Almagro 220,F,*,8,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Solar
1288,Degañ 2,T,MesAgo-2017,*,F,T,691,F,SIC,Chiloe 220,F,*,16,0,0.219,576.161,0,0.2187438,33.3,0.95,Degañ Diesel,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Petróleo Diesel
1289,Santuario Solar,T,MesOct-2017,*,F,F,0,T,SIC,Polpaico 220,F,*,3,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Solar
