CenManINum,CenManFOpe,CenManFecIni,CenManFecFin,CenManIBlo,CenManFTip,CenManNom,CenBar,CenPotMax,CenPotMin,CenCosVar,CenRenTer,CenCosOpe,CenDisEne,CenFacCol,CenConPro%
1,T,SemNov01-2017,SemNov02-2017,*,F,Antilhue TG 01,*,14.37125143,*,*,*,*,*,*,*
2,T,SemJul01-2017,SemJul01-2017,*,F,Antilhue TG 01,*,35.92812857,*,*,*,*,*,*,*
3,T,SemNov02-2017,SemNov03-2017,*,F,Antilhue TG 02,*,14.56889143,*,*,*,*,*,*,*
4,T,SemJul01-2017,SemJul01-2017,*,F,Antilhue TG 02,*,36.42222857,*,*,*,*,*,*,*
5,T,SemDic01-2017,SemDic02-2017,*,F,Arauco 01,*,4.285714286,*,*,*,*,*,*,*
6,T,SemOct01-2017,SemNov02-2017,*,F,Arauco 01,*,0.952380952,*,*,*,*,*,*,*
7,T,SemAgo04-2017,SemSep01-2017,*,F,Arauco 01,*,0,*,*,*,*,*,*,*
8,T,SemDic01-2017,SemDic02-2017,*,F,Arauco 02,*,4.285714286,*,*,*,*,*,*,*
9,T,SemOct01-2017,SemNov02-2017,*,F,Arauco 02,*,0.952380952,*,*,*,*,*,*,*
10,T,SemAgo04-2017,SemSep01-2017,*,F,Arauco 02,*,0,*,*,*,*,*,*,*
11,T,SemDic01-2017,SemDic02-2017,*,F,Arauco 03,*,1.714285714,*,*,*,*,*,*,*
12,T,SemOct01-2017,SemNov02-2017,*,F,Arauco 03,*,0.380952381,*,*,*,*,*,*,*
13,T,SemAgo04-2017,SemSep01-2017,*,F,Arauco 03,*,0,*,*,*,*,*,*,*
14,T,SemOct01-2017,SemOct03-2017,*,F,Biomar,*,0.228571429,*,*,*,*,*,*,*
15,T,SemOct01-2017,SemOct03-2017,*,F,Bocamina 01,*,0,*,*,*,*,*,*,*
16,T,SemNov01-2017,SemDic01-2017,*,F,Bocamina 02,*,46.06857143,*,*,*,*,*,*,*
17,T,SemAgo01-2017,SemSep01-2017,*,F,Calle-Calle,*,0.411428571,*,*,*,*,*,*,*
18,T,SemAbr01-2018,SemAbr03-2018,*,F,Campiche,*,11.85660952,*,*,*,*,*,*,*
19,T,SemOct01-2017,SemOct02-2017,*,F,Candelaria CA 02 Diesel,*,18.27388571,*,*,*,*,*,*,*
20,T,SemOct01-2017,SemOct02-2017,*,F,Candelaria CA 02 GNL,*,18.27388571,*,*,*,*,*,*,*
21,T,SemOct02-2017,SemOct03-2017,*,F,Cardones,*,0,*,*,*,*,*,*,*
22,T,SemFeb02-2018,SemFeb02-2018,*,F,Chiloé,*,8.571428571,*,*,*,*,*,*,*
23,T,SemFeb01-2018,SemFeb01-2018,*,F,Chiloé,*,8.571428571,*,*,*,*,*,*,*
24,T,SemEne04-2018,SemEne04-2018,*,F,Chiloé,*,8.571428571,*,*,*,*,*,*,*
25,T,SemEne03-2018,SemEne03-2018,*,F,Chiloé,*,8.571428571,*,*,*,*,*,*,*
26,T,SemEne02-2018,SemEne02-2018,*,F,Chiloé,*,8.571428571,*,*,*,*,*,*,*
27,T,SemEne01-2018,SemEne01-2018,*,F,Chiloé,*,8.571428571,*,*,*,*,*,*,*
28,T,SemDic01-2017,SemDic01-2017,*,F,Chiloé,*,8.571428571,*,*,*,*,*,*,*
29,T,SemNov04-2017,SemNov04-2017,*,F,Chiloé,*,8.571428571,*,*,*,*,*,*,*
30,T,SemNov03-2017,SemNov03-2017,*,F,Chiloé,*,8.571428571,*,*,*,*,*,*,*
31,T,SemSep04-2017,SemOct02-2017,*,F,Chufken,*,0.152380952,*,*,*,*,*,*,*
32,T,SemJun01-2017,SemJul01-2017,*,F,Chuyaca,*,0.645714286,*,*,*,*,*,*,*
33,T,SemOct02-2017,SemOct04-2017,*,F,CMPC Santa Fe,*,13.21047619,*,*,*,*,*,*,*
34,T,SemMar01-2018,SemMar01-2018,*,F,CMPC Tissue,*,1.714285714,*,*,*,*,*,*,*
35,T,SemOct03-2017,SemOct03-2017,*,F,CMPC Tissue,*,1.142857143,*,*,*,*,*,*,*
36,T,SemDic01-2017,SemDic02-2017,*,F,Coelemu,*,1.682902857,*,*,*,*,*,*,*
37,T,SemFeb04-2018,SemFeb04-2018,*,F,Colihues,*,15.125,*,*,*,*,*,*,*
38,T,SemEne01-2018,SemEne01-2018,*,F,Colihues,*,6.05,*,*,*,*,*,*,*
39,T,SemNov04-2017,SemDic01-2017,*,F,Colihues,*,13.10833333,*,*,*,*,*,*,*
40,T,SemOct03-2017,SemNov03-2017,*,F,Colihues,*,11.7975,*,*,*,*,*,*,*
42,T,SemSep02-2017,SemOct02-2017,*,F,Colihues,*,11.7975,*,*,*,*,*,*,*
44,T,SemNov01-2017,SemNov02-2017,*,F,Colmito Diesel,*,0,*,*,*,*,*,*,*
45,T,SemNov01-2017,SemNov02-2017,*,F,Colmito GNL ,*,0,*,*,*,*,*,*,*
46,T,SemNov03-2017,SemNov04-2017,*,F,Lautaro,*,3.560528571,*,*,*,*,*,*,*
47,T,SemOct01-2017,SemOct01-2017,*,F,Lautaro,*,9.494742857,*,*,*,*,*,*,*
48,T,SemAgo02-2017,SemAgo02-2017,*,F,Lautaro,*,9.494742857,*,*,*,*,*,*,*
49,T,SemNov03-2017,SemNov04-2017,*,F,Lautaro 2,*,4.337142857,*,*,*,*,*,*,*
50,T,SemNov02-2017,SemNov02-2017,*,F,Constitución Elektragen,*,8.357142857,*,*,*,*,*,*,*
51,T,SemNov01-2017,SemNov01-2017,*,F,Constitución Elektragen,*,8.357142857,*,*,*,*,*,*,*
52,T,SemOct04-2017,SemOct04-2017,*,F,Constitución Elektragen,*,8.357142857,*,*,*,*,*,*,*
53,T,SemOct03-2017,SemOct03-2017,*,F,Constitución Elektragen,*,8.357142857,*,*,*,*,*,*,*
54,T,SemOct02-2017,SemOct02-2017,*,F,Constitución Elektragen,*,8.357142857,*,*,*,*,*,*,*
55,T,SemOct01-2017,SemOct01-2017,*,F,Constitución Elektragen,*,8.357142857,*,*,*,*,*,*,*
56,T,SemJul01-2017,SemJul02-2017,*,F,Cordillera 01,*,1.142857143,*,*,*,*,*,*,*
57,T,SemJul01-2017,SemJul02-2017,*,F,Cordillera 02,*,2.285714286,*,*,*,*,*,*,*
58,T,SemJul01-2017,SemJul02-2017,*,F,Cordillera 03,*,3.428571429,*,*,*,*,*,*,*
59,T,SemOct03-2017,SemOct04-2017,*,F,Coronel TG Diesel,*,6.687142857,*,*,*,*,*,*,*
60,T,SemOct03-2017,SemNov02-2017,*,F,Curacautin,*,0.171428571,*,*,*,*,*,*,*
61,T,SemDic01-2017,SemDic02-2017,*,F,Danisco,*,0.114285714,*,*,*,*,*,*,*
62,T,SemNov02-2017,SemNov03-2017,*,F,Degañ,*,12.85714286,*,*,*,*,*,*,*
63,T,SemJun04-2017,SemJul01-2017,*,F,Degañ,*,15.42857143,*,*,*,*,*,*,*
64,T,SemOct01-2017,SemOct01-2017,*,F,Diego de Almagro TG,*,16.9065,*,*,*,*,*,*,*
65,T,SemOct01-2017,SemNov03-2017,*,F,El Salvador TG,*,1.449128571,*,*,*,*,*,*,*
66,T,SemJul01-2017,SemJul01-2017,*,F,Eolica Punta Colorada,*,11.42742857,*,*,*,*,*,*,*
68,T,SemJun04-2017,SemJun04-2017,*,F,Eolica Punta Colorada,*,11.42742857,*,*,*,*,*,*,*
71,T,SemJun03-2017,SemJun03-2017,*,F,Eolica Punta Colorada,*,11.42742857,*,*,*,*,*,*,*
75,T,SemJun02-2017,SemJun02-2017,*,F,Eolica Punta Colorada,*,11.42742857,*,*,*,*,*,*,*
76,T,SemEne02-2018,SemEne02-2018,*,F,Escuadron 01,*,4.548126463,*,*,*,*,*,*,*
77,T,SemOct02-2017,SemOct03-2017,*,F,Escuadron 01,*,4.548126463,*,*,*,*,*,*,*
78,T,SemJun03-2017,SemJun03-2017,*,F,Escuadron 01,*,6.064168617,*,*,*,*,*,*,*
79,T,SemEne02-2018,SemEne02-2018,*,F,Escuadron 02,*,0.789344262,*,*,*,*,*,*,*
80,T,SemOct02-2017,SemOct03-2017,*,F,Escuadron 02,*,0.789344262,*,*,*,*,*,*,*
81,T,SemJun03-2017,SemJun03-2017,*,F,Escuadron 02,*,1.052459017,*,*,*,*,*,*,*
82,T,SemEne01-2018,SemEne01-2018,*,F,Esperanza 01,*,5.317714286,*,*,*,*,*,*,*
83,T,SemEne01-2018,SemEne01-2018,*,F,Esperanza 02,*,0.455352381,*,*,*,*,*,*,*
84,T,SemEne01-2018,SemEne01-2018,*,F,Esperanza 03,*,0.511714286,*,*,*,*,*,*,*
85,T,SemFeb02-2018,SemFeb02-2018,*,F,Espinos 01,*,71.42857143,*,*,*,*,*,*,*
86,T,SemNov03-2017,SemNov03-2017,*,F,Espinos 01,*,71.42857143,*,*,*,*,*,*,*
87,T,SemSep02-2017,SemSep02-2017,*,F,Espinos 01,*,71.42857143,*,*,*,*,*,*,*
88,T,SemJun03-2017,SemJun03-2017,*,F,Espinos 01,*,71.42857143,*,*,*,*,*,*,*
89,T,SemFeb02-2018,SemFeb02-2018,*,F,Espinos 02,*,17.14285714,*,*,*,*,*,*,*
90,T,SemNov03-2017,SemNov03-2017,*,F,Espinos 02,*,17.14285714,*,*,*,*,*,*,*
91,T,SemSep02-2017,SemSep02-2017,*,F,Espinos 02,*,17.14285714,*,*,*,*,*,*,*
92,T,SemJun03-2017,SemJun03-2017,*,F,Espinos 02,*,17.14285714,*,*,*,*,*,*,*
93,T,SemMar03-2018,SemMar04-2018,*,F,Guacolda 01,*,61.23428571,*,*,*,*,*,*,*
94,T,SemEne03-2018,SemFeb01-2018,*,F,Guacolda 03,*,6.528761905,*,*,*,*,*,*,*
95,T,SemJun03-2017,SemJun04-2017,*,F,Guacolda 03,*,58.75885714,*,*,*,*,*,*,*
96,T,SemJul04-2017,SemAgo02-2017,*,F,Guacolda 04,*,6.622857143,*,*,*,*,*,*,*
97,T,SemOct01-2017,SemOct04-2017,*,F,Guacolda 05,*,23.6,*,*,*,*,*,*,*
98,T,SemOct01-2017,SemOct01-2017,*,F,Huasco TG,*,41.20071429,*,*,*,*,*,*,*
99,T,SemOct04-2017,SemDic04-2017,*,F,Laja 01,*,1.131,*,*,*,*,*,*,*
100,T,SemOct04-2017,SemDic04-2017,*,F,Laja 02,*,0.507,*,*,*,*,*,*,*
101,T,SemOct04-2017,SemDic01-2017,*,F,Laja CMPC 01,*,0.408163265,*,*,*,*,*,*,*
102,T,SemOct02-2017,SemOct03-2017,*,F,Laja CMPC 01,*,1.428571429,*,*,*,*,*,*,*
103,T,SemOct04-2017,SemDic01-2017,*,F,Laja CMPC 02,*,0.816326531,*,*,*,*,*,*,*
104,T,SemOct02-2017,SemOct03-2017,*,F,Laja CMPC 02,*,2.857142857,*,*,*,*,*,*,*
105,T,SemOct04-2017,SemDic01-2017,*,F,Laja CMPC 03,*,0.816326531,*,*,*,*,*,*,*
106,T,SemOct02-2017,SemOct03-2017,*,F,Laja CMPC 03,*,2.857142857,*,*,*,*,*,*,*
107,T,SemJul01-2017,SemJul04-2017,*,F,Lebu,*,0.171428571,*,*,*,*,*,*,*
108,T,SemJul01-2017,SemJul02-2017,*,F,licanten 00,*,1.071428571,*,*,*,*,*,*,*
109,T,SemJul01-2017,SemJul02-2017,*,F,licanten 01,*,0.214285714,*,*,*,*,*,*,*
110,T,SemNov03-2017,SemDic01-2017,*,F,Lonquimay,*,0.114285714,*,*,*,*,*,*,*
111,T,SemAgo04-2017,SemSep01-2017,*,F,Los Alamos,*,0.114285714,*,*,*,*,*,*,*
112,T,SemNov02-2017,SemDic02-2017,*,F,Los Guindos,*,7.903142857,*,*,*,*,*,*,*
113,T,SemNov04-2017,SemDic01-2017,*,F,Los Pinos,*,29.382708,*,*,*,*,*,*,*
114,T,SemJun01-2017,SemJun01-2017,*,F,Los Pinos,*,58.765416,*,*,*,*,*,*,*
115,T,SemAgo01-2017,SemAgo03-2017,*,F,Los Vientos,*,37.52571429,*,*,*,*,*,*,*
116,T,SemNov02-2017,SemDic01-2017,*,F,Louisiana Pacific,*,0.207142857,*,*,*,*,*,*,*
117,T,SemOct03-2017,SemOct03-2017,*,F,Luna,*,2.114285714,*,*,*,*,*,*,*
118,T,SemFeb04-2018,SemFeb04-2018,*,F,Masisa,*,1.571428571,*,*,*,*,*,*,*
119,T,SemNov04-2017,SemDic02-2017,*,F,Masisa,*,3.142857143,*,*,*,*,*,*,*
120,T,SemAgo03-2017,SemSep02-2017,*,F,Masisa,*,0.785714286,*,*,*,*,*,*,*
121,T,SemSep01-2017,SemSep01-2017,*,F,Multiexport I,*,0.228571429,*,*,*,*,*,*,*
122,T,SemSep02-2017,SemSep04-2017,*,F,Multiexport II,*,0.380952381,*,*,*,*,*,*,*
123,T,SemOct01-2017,SemOct01-2017,*,F,Negrete Cuel,*,18.56862857,*,*,*,*,*,*,*
124,T,SemAbr01-2018,SemAbr01-2018,*,F,Nehuenco 01 Diesel,*,225.8571429,*,*,*,*,*,*,*
125,T,SemOct03-2017,SemDic03-2017,*,F,Nehuenco 01 Diesel,*,29.52380952,*,*,*,*,*,*,*
126,T,SemJul01-2017,SemJul01-2017,*,F,Nehuenco 01 Diesel,*,225.8571429,*,*,*,*,*,*,*
127,T,SemJul02-2017,SemJul02-2017,*,F,Nehuenco 01 Diesel,*,99.64285714,*,*,*,*,*,*,*
128,T,SemAbr01-2018,SemAbr01-2018,*,F,Nehuenco 01 FA GNL,*,15.28071429,*,*,*,*,*,*,*
129,T,SemOct03-2017,SemDic03-2017,*,F,Nehuenco 01 FA GNL,*,1.018714286,*,*,*,*,*,*,*
130,T,SemJul01-2017,SemJul01-2017,*,F,Nehuenco 01 FA GNL,*,15.28071429,*,*,*,*,*,*,*
131,T,SemJul02-2017,SemJul02-2017,*,F,Nehuenco 01 FA GNL,*,6.112285714,*,*,*,*,*,*,*
132,T,SemAbr01-2018,SemAbr01-2018,*,F,Nehuenco 01 GNL,*,242.8935714,*,*,*,*,*,*,*
133,T,SemOct03-2017,SemDic03-2017,*,F,Nehuenco 01 GNL,*,16.19290476,*,*,*,*,*,*,*
134,T,SemJul01-2017,SemJul01-2017,*,F,Nehuenco 01 GNL,*,242.8935714,*,*,*,*,*,*,*
135,T,SemJul02-2017,SemJul02-2017,*,F,Nehuenco 01 GNL,*,97.15742857,*,*,*,*,*,*,*
136,T,SemAbr01-2018,SemAbr01-2018,*,F,Nehuenco 01 GNL CP,*,242.8935714,*,*,*,*,*,*,*
137,T,SemMar04-2018,SemMar04-2018,*,F,Nehuenco 02 GNL CP,*,242.8935714,*,*,*,*,*,*,*
138,T,SemDic03-2017,SemDic03-2017,*,F,Nehuenco 02 GNL CP,*,242.8935714,*,*,*,*,*,*,*
139,T,SemOct03-2017,SemDic03-2017,*,F,Nehuenco 01 GNL CP,*,16.19290476,*,*,*,*,*,*,*
140,T,SemAgo01-2017,SemAgo04-2017,*,F,Nehuenco 02 GNL CP,*,36.43403571,*,*,*,*,*,*,*
141,T,SemJul01-2017,SemJul01-2017,*,F,Nehuenco 01 GNL CP,*,242.8935714,*,*,*,*,*,*,*
142,T,SemJul02-2017,SemJul02-2017,*,F,Nehuenco 01 GNL CP,*,97.15742857,*,*,*,*,*,*,*
143,T,SemMar04-2018,SemMar04-2018,*,F,Nehuenco 02 Diesel,*,279.2857143,*,*,*,*,*,*,*
144,T,SemDic03-2017,SemDic03-2017,*,F,Nehuenco 02 Diesel,*,279.2857143,*,*,*,*,*,*,*
145,T,SemAgo01-2017,SemAgo04-2017,*,F,Nehuenco 02 Diesel,*,41.89285714,*,*,*,*,*,*,*
146,T,SemMar04-2018,SemMar04-2018,*,F,Nehuenco 02 GNL,*,274.4285714,*,*,*,*,*,*,*
147,T,SemDic03-2017,SemDic03-2017,*,F,Nehuenco 02 GNL,*,274.4285714,*,*,*,*,*,*,*
148,T,SemAgo01-2017,SemAgo04-2017,*,F,Nehuenco 02 GNL,*,41.16428571,*,*,*,*,*,*,*
149,T,SemDic01-2017,SemDic03-2017,*,F,Nehuenco 9B 01 Diesel,*,26.28571429,*,*,*,*,*,*,*
150,T,SemDic01-2017,SemDic03-2017,*,F,Nehuenco 9B 02 Diesel,*,4.571428571,*,*,*,*,*,*,*
151,T,SemSep04-2017,SemOct01-2017,*,F,Nueva Aldea 01,*,5,*,*,*,*,*,*,*
152,T,SemNov01-2017,SemDic01-2017,*,F,Nueva Aldea 03,*,6.342857143,*,*,*,*,*,*,*
153,T,SemSep01-2017,SemOct01-2017,*,F,Nueva Renca Diesel,*,0,*,*,*,*,*,*,*
154,T,SemSep01-2017,SemOct01-2017,*,F,Nueva Renca FA GLP,*,0,*,*,*,*,*,*,*
155,T,SemFeb01-2018,SemAbr01-2018,*,F,Nueva Ventanas,*,4.446228571,*,*,*,*,*,*,*
156,T,SemJun01-2017,SemJun01-2017,*,F,Nueva Ventanas,*,177.8491429,*,*,*,*,*,*,*
158,T,SemFeb04-2018,SemAbr01-2018,*,F,Pacífico CMPC 01,*,0.552380952,*,*,*,*,*,*,*
159,T,SemNov01-2017,SemDic01-2017,*,F,Pacífico CMPC 01,*,1.657142857,*,*,*,*,*,*,*
161,T,SemFeb04-2018,SemAbr01-2018,*,F,Pacífico CMPC 02,*,0.519047619,*,*,*,*,*,*,*
162,T,SemNov01-2017,SemDic01-2017,*,F,Pacífico CMPC 02,*,1.557142857,*,*,*,*,*,*,*
164,T,SemFeb04-2018,SemAbr01-2018,*,F,Pacífico CMPC 03,*,0.5,*,*,*,*,*,*,*
165,T,SemNov01-2017,SemDic01-2017,*,F,Pacífico CMPC 03,*,1.5,*,*,*,*,*,*,*
166,T,SemSep01-2017,SemOct01-2017,*,F,Quellon 02,*,0.4,*,*,*,*,*,*,*
167,T,SemAbr02-2018,SemAbr04-2018,*,F,Quintay,*,1.928571429,*,*,*,*,*,*,*
168,T,SemMar02-2018,SemMar04-2018,*,F,Quintay,*,1.928571429,*,*,*,*,*,*,*
169,T,SemNov03-2017,SemDic02-2017,*,F,Quintero 01 CA Diesel,*,13.61828571,*,*,*,*,*,*,*
170,T,SemNov03-2017,SemDic02-2017,*,F,Quintero 01 CA GNL,*,13.61828571,*,*,*,*,*,*,*
171,T,SemNov02-2017,SemNov02-2017,*,F,Quintero 02 CA Diesel,*,36.59914286,*,*,*,*,*,*,*
172,T,SemOct03-2017,SemOct03-2017,*,F,Quintero 02 CA Diesel,*,54.89871429,*,*,*,*,*,*,*
173,T,SemNov02-2017,SemNov02-2017,*,F,Quintero 02 CA GNL,*,36.59914286,*,*,*,*,*,*,*
