ApeINum,ApeIAnoIni,ApeIAnoFin,ApeEtaNom,ApeIApe,ApeIHid,ApeHidPot
4423,8,8,MesAbr,55,45,4175.5
4424,8,8,MesAbr,56,21,5775.591
4425,8,8,MesMay,1,30,1799.719
4426,8,8,MesMay,2,56,1849.857
4427,8,8,MesMay,3,40,1942.893
4428,8,8,MesMay,4,54,1945.502
4429,8,8,MesMay,5,41,1981.145
4430,8,8,MesMay,6,17,1986.516
4431,8,8,MesMay,7,3,2049.81
4432,8,8,MesMay,8,9,2069.105
4433,8,8,MesMay,9,52,2081.879
4434,8,8,MesMay,10,48,2144.882
4435,8,8,MesMay,11,51,2283.885
4436,8,8,MesMay,12,4,2324.479
4437,8,8,MesMay,13,29,2328.59
4438,8,8,MesMay,14,37,2359.885
4439,8,8,MesMay,15,44,2365.047
4440,8,8,MesMay,16,1,2380.846
4441,8,8,MesMay,17,2,2423.986
4442,8,8,MesMay,18,5,2453.224
4443,8,8,MesMay,19,39,2458.729
4444,8,8,MesMay,20,45,2468.081
4445,8,8,MesMay,21,11,2525.912
4446,8,8,MesMay,22,28,2599.696
4447,8,8,MesMay,23,36,2713.943
4448,8,8,MesMay,24,24,2993.88
4449,8,8,MesMay,25,53,3099.513
4450,8,8,MesMay,26,35,3344.412
4451,8,8,MesMay,27,15,3346.766
4452,8,8,MesMay,28,20,3370.272
4453,8,8,MesMay,29,19,3387.461
4454,8,8,MesMay,30,8,3466.299
4455,8,8,MesMay,31,47,3469.782
4456,8,8,MesMay,32,31,3509.473
4457,8,8,MesMay,33,25,3560.305
4458,8,8,MesMay,34,23,3748.564
4459,8,8,MesMay,35,7,3775.824
4460,8,8,MesMay,36,10,3782.765
4461,8,8,MesMay,37,55,3901.163
4462,8,8,MesMay,38,38,4005.266
4463,8,8,MesMay,39,12,4215.283
4464,8,8,MesMay,40,18,4250.861
4465,8,8,MesMay,41,46,4277.542
4466,8,8,MesMay,42,26,4319.844
4467,8,8,MesMay,43,6,4358.211
4468,8,8,MesMay,44,43,4387.181
4469,8,8,MesMay,45,50,4401.226
4470,8,8,MesMay,46,16,4421.758
4471,8,8,MesMay,47,14,4428.754
4472,8,8,MesMay,48,34,4473.991
4473,8,8,MesMay,49,27,4777.682
4474,8,8,MesMay,50,42,5367.982
4475,8,8,MesMay,51,33,5474.654
4476,8,8,MesMay,52,13,6265.987
4477,8,8,MesMay,53,49,6766.305
4478,8,8,MesMay,54,32,6798.286
4479,8,8,MesMay,55,22,7383.281
4480,8,8,MesMay,56,21,7396.002
4481,8,8,MesJun,1,56,1791.047
4482,8,8,MesJun,2,54,1884.144
4483,8,8,MesJun,3,9,1991.55
4484,8,8,MesJun,4,48,2171.316
4485,8,8,MesJun,5,39,2371.836
4486,8,8,MesJun,6,20,2819.075
4487,8,8,MesJun,7,30,2860.753
4488,8,8,MesJun,8,8,2936.18
4489,8,8,MesJun,9,5,2967.564
4490,8,8,MesJun,10,3,3041.859
4491,8,8,MesJun,11,4,3113.862
4492,8,8,MesJun,12,52,3160.796
4493,8,8,MesJun,13,51,3201.693
4494,8,8,MesJun,14,40,3263.934
4495,8,8,MesJun,15,29,3392.363
4496,8,8,MesJun,16,12,3459.219
4497,8,8,MesJun,17,25,3745.803
4498,8,8,MesJun,18,37,3754.713
4499,8,8,MesJun,19,31,3892.069
4500,8,8,MesJun,20,11,4049.889
4501,8,8,MesJun,21,18,4143.453
4502,8,8,MesJun,22,19,4158.636
4503,8,8,MesJun,23,50,4334.797
4504,8,8,MesJun,24,28,4613.689
4505,8,8,MesJun,25,1,4624.887
4506,8,8,MesJun,26,17,4734.061
4507,8,8,MesJun,27,2,4743.469
4508,8,8,MesJun,28,14,4744.607
4509,8,8,MesJun,29,53,4806.454
4510,8,8,MesJun,30,45,4871.42
4511,8,8,MesJun,31,49,4955.499
4512,8,8,MesJun,32,16,5056.314
4513,8,8,MesJun,33,15,5091.535
4514,8,8,MesJun,34,24,5101.445
4515,8,8,MesJun,35,43,5182.765
4516,8,8,MesJun,36,36,5260.478
4517,8,8,MesJun,37,22,5347.771
4518,8,8,MesJun,38,23,5367.944
4519,8,8,MesJun,39,7,5394.963
4520,8,8,MesJun,40,26,5470.414
4521,8,8,MesJun,41,35,5544.456
4522,8,8,MesJun,42,44,5854.591
4523,8,8,MesJun,43,10,5897.05
4524,8,8,MesJun,44,46,6313.64
4525,8,8,MesJun,45,47,6453.66
4526,8,8,MesJun,46,32,6587.803
4527,8,8,MesJun,47,38,6737.545
4528,8,8,MesJun,48,6,6905.171
4529,8,8,MesJun,49,42,7079.507
4530,8,8,MesJun,50,41,7136.133
4531,8,8,MesJun,51,33,7306.03
4532,8,8,MesJun,52,34,7571.745
4533,8,8,MesJun,53,21,7602.25
4534,8,8,MesJun,54,55,7618.5
4535,8,8,MesJun,55,27,7670.64
4536,8,8,MesJun,56,13,7702.301
4537,8,8,MesJul,1,54,1941.584
4538,8,8,MesJul,2,56,2032.952
4539,8,8,MesJul,3,9,2236.083
4540,8,8,MesJul,4,39,2430.989
4541,8,8,MesJul,5,3,2627.204
4542,8,8,MesJul,6,37,2718.083
4543,8,8,MesJul,7,5,2771.983
4544,8,8,MesJul,8,40,2779.735
4545,8,8,MesJul,9,31,3137.171
4546,8,8,MesJul,10,8,3152.639
4547,8,8,MesJul,11,30,3225.348
4548,8,8,MesJul,12,51,3280.281
4549,8,8,MesJul,13,52,3390.531
4550,8,8,MesJul,14,48,3493.832
4551,8,8,MesJul,15,29,3505.336
4552,8,8,MesJul,16,17,3594.572
4553,8,8,MesJul,17,11,4137.979
4554,8,8,MesJul,18,15,4243.376
4555,8,8,MesJul,19,53,4304.687
4556,8,8,MesJul,20,1,4499.284
4557,8,8,MesJul,21,10,4510.456
4558,8,8,MesJul,22,43,4574.031
4559,8,8,MesJul,23,33,4686.179
4560,8,8,MesJul,24,4,4711.836
4561,8,8,MesJul,25,24,4716.632
4562,8,8,MesJul,26,50,4918.565
4563,8,8,MesJul,27,49,5048.152
4564,8,8,MesJul,28,20,5049.491
4565,8,8,MesJul,29,36,5157.682
4566,8,8,MesJul,30,16,5160.79
4567,8,8,MesJul,31,38,5179.294
4568,8,8,MesJul,32,14,5243.334
4569,8,8,MesJul,33,2,5267.493
4570,8,8,MesJul,34,13,5321.343
4571,8,8,MesJul,35,32,5350.375
4572,8,8,MesJul,36,27,5469.902
4573,8,8,MesJul,37,12,5631.272
4574,8,8,MesJul,38,45,5720.382
4575,8,8,MesJul,39,22,5762.656
4576,8,8,MesJul,40,44,5847.597
4577,8,8,MesJul,41,26,6002.239
4578,8,8,MesJul,42,25,6157.919
4579,8,8,MesJul,43,41,6654.03
4580,8,8,MesJul,44,7,6707.03
4581,8,8,MesJul,45,46,6865.702
4582,8,8,MesJul,46,18,6988.842
4583,8,8,MesJul,47,6,6992.029
4584,8,8,MesJul,48,23,7021.206
4585,8,8,MesJul,49,28,7435.689
4586,8,8,MesJul,50,35,7454.399
4587,8,8,MesJul,51,21,7461.62
4588,8,8,MesJul,52,55,7504.483
4589,8,8,MesJul,53,19,7513.24
4590,8,8,MesJul,54,42,7527.895
4591,8,8,MesJul,55,47,7539.496
4592,8,8,MesJul,56,34,7564.265
4593,8,8,MesAgo,1,54,1825.31
4594,8,8,MesAgo,2,56,2013.554
4595,8,8,MesAgo,3,39,2398.462
4596,8,8,MesAgo,4,9,2493.425
4597,8,8,MesAgo,5,48,2765.68
4598,8,8,MesAgo,6,53,3056.122
4599,8,8,MesAgo,7,5,3104.843
4600,8,8,MesAgo,8,17,3106.338
4601,8,8,MesAgo,9,37,3349.477
4602,8,8,MesAgo,10,26,3369.491
4603,8,8,MesAgo,11,51,3441.882
4604,8,8,MesAgo,12,33,3606.866
4605,8,8,MesAgo,13,25,3765.659
4606,8,8,MesAgo,14,44,3855.379
4607,8,8,MesAgo,15,16,3933.939
4608,8,8,MesAgo,16,45,3939.036
4609,8,8,MesAgo,17,8,3995.34
4610,8,8,MesAgo,18,1,4009.593
4611,8,8,MesAgo,19,11,4022.436
4612,8,8,MesAgo,20,15,4049.111
4613,8,8,MesAgo,21,14,4110.802
4614,8,8,MesAgo,22,32,4124.18
4615,8,8,MesAgo,23,7,4132.023
4616,8,8,MesAgo,24,24,4287.928
4617,8,8,MesAgo,25,35,4345.893
4618,8,8,MesAgo,26,30,4482.183
4619,8,8,MesAgo,27,3,4524.28
4620,8,8,MesAgo,28,40,4694.864
4621,8,8,MesAgo,29,29,4789.351
4622,8,8,MesAgo,30,31,4791.297
4623,8,8,MesAgo,31,36,4905.242
4624,8,8,MesAgo,32,52,4936.327
4625,8,8,MesAgo,33,18,4973.516
4626,8,8,MesAgo,34,19,4985.558
4627,8,8,MesAgo,35,22,5015.044
4628,8,8,MesAgo,36,10,5211.497
4629,8,8,MesAgo,37,4,5248.042
4630,8,8,MesAgo,38,50,5282.341
4631,8,8,MesAgo,39,2,5316.298
4632,8,8,MesAgo,40,41,5328.686
4633,8,8,MesAgo,41,34,5395.182
4634,8,8,MesAgo,42,47,5511.509
4635,8,8,MesAgo,43,23,5578.584
4636,8,8,MesAgo,44,12,5711.147
4637,8,8,MesAgo,45,27,6018.582
4638,8,8,MesAgo,46,28,6102.605
4639,8,8,MesAgo,47,6,6126.125
4640,8,8,MesAgo,48,55,6255.361
4641,8,8,MesAgo,49,49,6292.027
4642,8,8,MesAgo,50,21,6295.845
4643,8,8,MesAgo,51,46,6302.245
4644,8,8,MesAgo,52,38,6361.234
4645,8,8,MesAgo,53,43,6702.955
4646,8,8,MesAgo,54,42,6732.146
4647,8,8,MesAgo,55,20,6745.705
4648,8,8,MesAgo,56,13,7613.544
4649,8,8,MesSep,1,54,1803.745
4650,8,8,MesSep,2,39,2287.907
4651,8,8,MesSep,3,56,2463.946
4652,8,8,MesSep,4,9,2740.531
4653,8,8,MesSep,5,53,3282.504
4654,8,8,MesSep,6,37,3292.428
4655,8,8,MesSep,7,48,3489.373
4656,8,8,MesSep,8,51,3567.849
4657,8,8,MesSep,9,29,3612.893
4658,8,8,MesSep,10,14,3652.604
4659,8,8,MesSep,11,26,3667.688
4660,8,8,MesSep,12,17,3761.693
4661,8,8,MesSep,13,11,3875.655
4662,8,8,MesSep,14,3,3903.109
4663,8,8,MesSep,15,1,3976.727
4664,8,8,MesSep,16,15,4012.353
4665,8,8,MesSep,17,24,4062.786
4666,8,8,MesSep,18,8,4087.366
4667,8,8,MesSep,19,16,4174.798
4668,8,8,MesSep,20,30,4430.689
4669,8,8,MesSep,21,44,4480.699
4670,8,8,MesSep,22,5,4514.68
4671,8,8,MesSep,23,22,4555.377
4672,8,8,MesSep,24,7,4566.156
4673,8,8,MesSep,25,12,4611.979
4674,8,8,MesSep,26,27,4765.757
4675,8,8,MesSep,27,6,4793.722
4676,8,8,MesSep,28,31,4808.7
4677,8,8,MesSep,29,21,4809.674
4678,8,8,MesSep,30,33,4962.491
4679,8,8,MesSep,31,4,4973.007
4680,8,8,MesSep,32,52,4999.42
4681,8,8,MesSep,33,50,5037.886
4682,8,8,MesSep,34,18,5051.371
4683,8,8,MesSep,35,45,5067.843
4684,8,8,MesSep,36,32,5078.706
4685,8,8,MesSep,37,43,5103.088
4686,8,8,MesSep,38,10,5117.51
4687,8,8,MesSep,39,40,5132.646
4688,8,8,MesSep,40,28,5157.35
4689,8,8,MesSep,41,42,5161.509
4690,8,8,MesSep,42,36,5206.448
4691,8,8,MesSep,43,47,5228.138
4692,8,8,MesSep,44,34,5239.966
4693,8,8,MesSep,45,46,5253.709
4694,8,8,MesSep,46,2,5254.379
4695,8,8,MesSep,47,13,5256.124
4696,8,8,MesSep,48,25,5373.432
4697,8,8,MesSep,49,49,5442.992
4698,8,8,MesSep,50,41,5595.898
4699,8,8,MesSep,51,19,5662.487
4700,8,8,MesSep,52,20,5693.488
4701,8,8,MesSep,53,35,5776.07
4702,8,8,MesSep,54,38,6020.511
4703,8,8,MesSep,55,23,6216.085
4704,8,8,MesSep,56,55,7192.146
4705,8,8,MesOct,1,54,2320.297
4706,8,8,MesOct,2,39,2664.559
4707,8,8,MesOct,3,56,2707.935
4708,8,8,MesOct,4,9,2908.02
4709,8,8,MesOct,5,53,3194.897
4710,8,8,MesOct,6,37,3335.774
4711,8,8,MesOct,7,3,4496.369
4712,8,8,MesOct,8,26,4664.269
4713,8,8,MesOct,9,31,4768.499
4714,8,8,MesOct,10,22,4816.499
4715,8,8,MesOct,11,10,4830.517
4716,8,8,MesOct,12,45,4948.67
4717,8,8,MesOct,13,50,5122.209
4718,8,8,MesOct,14,44,5158.287
4719,8,8,MesOct,15,12,5161.667
4720,8,8,MesOct,16,48,5164.81
4721,8,8,MesOct,17,11,5176.143
4722,8,8,MesOct,18,32,5189.31
4723,8,8,MesOct,19,38,5246.797
4724,8,8,MesOct,20,47,5253.946
4725,8,8,MesOct,21,51,5269.431
4726,8,8,MesOct,22,46,5281.774
4727,8,8,MesOct,23,5,5286.109
4728,8,8,MesOct,24,14,5301.134
4729,8,8,MesOct,25,21,5334.116
4730,8,8,MesOct,26,8,5339.548
4731,8,8,MesOct,27,36,5368.245
4732,8,8,MesOct,28,29,5378.737
4733,8,8,MesOct,29,4,5438.717
4734,8,8,MesOct,30,52,5460.232
4735,8,8,MesOct,31,49,5462.684
4736,8,8,MesOct,32,30,5492.974
4737,8,8,MesOct,33,13,5535.436
4738,8,8,MesOct,34,20,5570.562
4739,8,8,MesOct,35,17,5693.503
4740,8,8,MesOct,36,1,5806.723
4741,8,8,MesOct,37,34,5813.219
4742,8,8,MesOct,38,16,5817.559
4743,8,8,MesOct,39,42,5859.247
4744,8,8,MesOct,40,15,5869.164
4745,8,8,MesOct,41,40,5902.855
4746,8,8,MesOct,42,7,5923.075
4747,8,8,MesOct,43,41,6012.069
4748,8,8,MesOct,44,2,6021.049
4749,8,8,MesOct,45,33,6079.69
4750,8,8,MesOct,46,6,6141.323
4751,8,8,MesOct,47,18,6149.525
4752,8,8,MesOct,48,19,6149.754
4753,8,8,MesOct,49,24,6251.774
4754,8,8,MesOct,50,23,6554.718
4755,8,8,MesOct,51,27,6624.587
4756,8,8,MesOct,52,25,6796.707
4757,8,8,MesOct,53,35,6995.974
4758,8,8,MesOct,54,28,7417.803
4759,8,8,MesOct,55,43,7430.91
4760,8,8,MesOct,56,55,7452.015
4761,8,8,MesNov,1,54,2737.382
4762,8,8,MesNov,2,39,2962.056
4763,8,8,MesNov,3,37,3141.957
4764,8,8,MesNov,4,56,3286.856
4765,8,8,MesNov,5,9,3481.386
4766,8,8,MesNov,6,53,3522.783
4767,8,8,MesNov,7,31,4159.993
4768,8,8,MesNov,8,3,4946.029
4769,8,8,MesNov,9,50,4994.096
4770,8,8,MesNov,10,51,5067.623
4771,8,8,MesNov,11,8,5131.512
4772,8,8,MesNov,12,29,5234.164
4773,8,8,MesNov,13,22,5240.575
4774,8,8,MesNov,14,5,5259.062
4775,8,8,MesNov,15,52,5308.563
4776,8,8,MesNov,16,30,5374.639
4777,8,8,MesNov,17,44,5435.284
4778,8,8,MesNov,18,38,5561.827
4779,8,8,MesNov,19,48,5687.901
4780,8,8,MesNov,20,45,5851.041
4781,8,8,MesNov,21,20,5869.044
4782,8,8,MesNov,22,40,5920.508
4783,8,8,MesNov,23,21,5956.272
4784,8,8,MesNov,24,26,5956.936
4785,8,8,MesNov,25,47,5966.203
4786,8,8,MesNov,26,42,5978.105
4787,8,8,MesNov,27,41,6029.756
4788,8,8,MesNov,28,32,6108.531
4789,8,8,MesNov,29,36,6145.558
4790,8,8,MesNov,30,46,6309.342
4791,8,8,MesNov,31,19,6311.98
4792,8,8,MesNov,32,16,6359.664
4793,8,8,MesNov,33,17,6479.133
4794,8,8,MesNov,34,15,6484.925
4795,8,8,MesNov,35,24,6514.216
4796,8,8,MesNov,36,11,6546.606
4797,8,8,MesNov,37,4,6582.266
4798,8,8,MesNov,38,49,6626.309
4799,8,8,MesNov,39,14,6636.921
4800,8,8,MesNov,40,12,6691.323
4801,8,8,MesNov,41,23,6695.67
4802,8,8,MesNov,42,13,6722.378
4803,8,8,MesNov,43,10,6745.932
4804,8,8,MesNov,44,33,6794.275
4805,8,8,MesNov,45,34,6828.258
4806,8,8,MesNov,46,35,6948.272
4807,8,8,MesNov,47,27,7053.772
4808,8,8,MesNov,48,43,7055.123
4809,8,8,MesNov,49,25,7096.052
4810,8,8,MesNov,50,18,7148.171
4811,8,8,MesNov,51,1,7282.24
4812,8,8,MesNov,52,2,7322.736
4813,8,8,MesNov,53,28,7472.092
4814,8,8,MesNov,54,7,7503.922
4815,8,8,MesNov,55,55,7554.882
4816,8,8,MesNov,56,6,7601.423
4817,8,8,MesDic,1,54,3220.862
4818,8,8,MesDic,2,56,3348.058
4819,8,8,MesDic,3,37,3396.637
4820,8,8,MesDic,4,9,3466.086
4821,8,8,MesDic,5,39,3516.111
4822,8,8,MesDic,6,31,3709.905
4823,8,8,MesDic,7,53,3840.554
4824,8,8,MesDic,8,3,3891.862
4825,8,8,MesDic,9,51,3976.924
4826,8,8,MesDic,10,48,4110.341
4827,8,8,MesDic,11,22,4211.736
4828,8,8,MesDic,12,8,4324.417
4829,8,8,MesDic,13,26,4365.039
4830,8,8,MesDic,14,44,4369.039
4831,8,8,MesDic,15,52,4495.512
4832,8,8,MesDic,16,45,4522.331
4833,8,8,MesDic,17,50,4544.829
4834,8,8,MesDic,18,30,4657.377
4835,8,8,MesDic,19,40,4703.678
4836,8,8,MesDic,20,36,4719.811
4837,8,8,MesDic,21,49,4825.086
4838,8,8,MesDic,22,29,4903.918
4839,8,8,MesDic,23,1,4968.35
4840,8,8,MesDic,24,38,5084.619
4841,8,8,MesDic,25,14,5113.197
4842,8,8,MesDic,26,5,5221.057
4843,8,8,MesDic,27,17,5274.405
4844,8,8,MesDic,28,24,5299.574
4845,8,8,MesDic,29,47,5352.826
4846,8,8,MesDic,30,2,5408.248
4847,8,8,MesDic,31,46,5496.883
4848,8,8,MesDic,32,16,5662.301
4849,8,8,MesDic,33,12,5714.044
4850,8,8,MesDic,34,15,5833.001
4851,8,8,MesDic,35,10,5873.846
4852,8,8,MesDic,36,32,5919.323
4853,8,8,MesDic,37,11,5934.523
4854,8,8,MesDic,38,41,6041.351
4855,8,8,MesDic,39,43,6180.033
4856,8,8,MesDic,40,42,6205.505
4857,8,8,MesDic,41,35,6236.67
4858,8,8,MesDic,42,18,6260.328
4859,8,8,MesDic,43,20,6268.656
4860,8,8,MesDic,44,13,6315.843
4861,8,8,MesDic,45,21,6368.68
4862,8,8,MesDic,46,19,6491.248
4863,8,8,MesDic,47,33,6686.992
4864,8,8,MesDic,48,34,6761.769
4865,8,8,MesDic,49,25,6762.479
4866,8,8,MesDic,50,4,6806.357
4867,8,8,MesDic,51,27,6875.496
4868,8,8,MesDic,52,28,6878.749
4869,8,8,MesDic,53,55,7373.059
4870,8,8,MesDic,54,23,7419.77
4871,8,8,MesDic,55,7,7433.911
4872,8,8,MesDic,56,6,7489.163
4873,8,8,MesEne,1,54,3200.04
4874,8,8,MesEne,2,9,3469.271
4875,8,8,MesEne,3,39,3506.015
4876,8,8,MesEne,4,56,3506.614
4877,8,8,MesEne,5,37,3566.865
4878,8,8,MesEne,6,52,3568.939
4879,8,8,MesEne,7,3,3648.355
4880,8,8,MesEne,8,40,3649.887
4881,8,8,MesEne,9,53,3689.492
4882,8,8,MesEne,10,31,3708.581
4883,8,8,MesEne,11,36,3730.658
4884,8,8,MesEne,12,8,3741.256
4885,8,8,MesEne,13,11,3744.027
4886,8,8,MesEne,14,17,3818.578
4887,8,8,MesEne,15,51,3838.985
4888,8,8,MesEne,16,5,3839.812
4889,8,8,MesEne,17,22,3894.492
4890,8,8,MesEne,18,10,3960.076
4891,8,8,MesEne,19,1,3972.271
4892,8,8,MesEne,20,29,3993.859
4893,8,8,MesEne,21,45,4015.496
4894,8,8,MesEne,22,12,4054.248
4895,8,8,MesEne,23,26,4063.779
4896,8,8,MesEne,24,49,4094.8
4897,8,8,MesEne,25,30,4158.898
4898,8,8,MesEne,26,48,4213.864
4899,8,8,MesEne,27,44,4218.876
4900,8,8,MesEne,28,35,4274.448
4901,8,8,MesEne,29,42,4380.244
4902,8,8,MesEne,30,24,4401.917
4903,8,8,MesEne,31,16,4525.484
4904,8,8,MesEne,32,50,4527.786
4905,8,8,MesEne,33,34,4533.003
4906,8,8,MesEne,34,14,4559.094
4907,8,8,MesEne,35,25,4774.467
4908,8,8,MesEne,36,15,4801.712
4909,8,8,MesEne,37,21,4850.985
4910,8,8,MesEne,38,20,4854.648
4911,8,8,MesEne,39,46,4871.027
4912,8,8,MesEne,40,18,4955.686
4913,8,8,MesEne,41,13,4957.206
4914,8,8,MesEne,42,33,4985.791
4915,8,8,MesEne,43,4,4987.141
4916,8,8,MesEne,44,43,4990.952
4917,8,8,MesEne,45,41,4993.076
4918,8,8,MesEne,46,47,5028.584
4919,8,8,MesEne,47,2,5085.309
4920,8,8,MesEne,48,19,5101.785
4921,8,8,MesEne,49,23,5104.637
4922,8,8,MesEne,50,32,5107.282
4923,8,8,MesEne,51,27,5293.163
4924,8,8,MesEne,52,28,5334.173
4925,8,8,MesEne,53,38,5459.624
4926,8,8,MesEne,54,7,6275.067
4927,8,8,MesEne,55,6,6403.655
4928,8,8,MesEne,56,55,7651.086
4929,8,8,MesFeb,1,53,2971.974
4930,8,8,MesFeb,2,17,3024.302
4931,8,8,MesFeb,3,54,3027.316
4932,8,8,MesFeb,4,16,3169.738
4933,8,8,MesFeb,5,9,3194.538
4934,8,8,MesFeb,6,1,3197.291
4935,8,8,MesFeb,7,56,3208.199
4936,8,8,MesFeb,8,52,3232.792
4937,8,8,MesFeb,9,37,3289.786
4938,8,8,MesFeb,10,3,3291.025
4939,8,8,MesFeb,11,31,3337.739
4940,8,8,MesFeb,12,39,3358.815
4941,8,8,MesFeb,13,51,3362.808
4942,8,8,MesFeb,14,10,3415.933
4943,8,8,MesFeb,15,12,3454.391
4944,8,8,MesFeb,16,40,3486.608
4945,8,8,MesFeb,17,45,3487.751
4946,8,8,MesFeb,18,36,3488.72
4947,8,8,MesFeb,19,48,3490.883
4948,8,8,MesFeb,20,8,3532.948
4949,8,8,MesFeb,21,14,3551.485
4950,8,8,MesFeb,22,11,3568.94
4951,8,8,MesFeb,23,2,3588.329
4952,8,8,MesFeb,24,26,3590.967
4953,8,8,MesFeb,25,22,3591.628
4954,8,8,MesFeb,26,35,3617.071
4955,8,8,MesFeb,27,44,3618.34
4956,8,8,MesFeb,28,5,3637.28
4957,8,8,MesFeb,29,50,3640.651
4958,8,8,MesFeb,30,49,3662.831
4959,8,8,MesFeb,31,34,3663.851
4960,8,8,MesFeb,32,30,3764.639
4961,8,8,MesFeb,33,47,3773.356
4962,8,8,MesFeb,34,18,3774.804
4963,8,8,MesFeb,35,33,3793.023
4964,8,8,MesFeb,36,15,3808.685
4965,8,8,MesFeb,37,32,3813.386
4966,8,8,MesFeb,38,42,3839.91
4967,8,8,MesFeb,39,29,3879.604
4968,8,8,MesFeb,40,24,3936.604
4969,8,8,MesFeb,41,19,3998.382
4970,8,8,MesFeb,42,27,4098.106
4971,8,8,MesFeb,43,38,4156.988
4972,8,8,MesFeb,44,21,4182.093
4973,8,8,MesFeb,45,28,4231.039
4974,8,8,MesFeb,46,6,4306.59
4975,8,8,MesFeb,47,41,4328.193
4976,8,8,MesFeb,48,7,4524.962
4977,8,8,MesFeb,49,20,4532.161
4978,8,8,MesFeb,50,25,4573.885
4979,8,8,MesFeb,51,55,4648.263
4980,8,8,MesFeb,52,46,4682.529
4981,8,8,MesFeb,53,4,4729.081
4982,8,8,MesFeb,54,43,4871.774
4983,8,8,MesFeb,55,23,5328.011
4984,8,8,MesFeb,56,13,5459.869
4985,8,8,MesMar,1,53,2051.997
4986,8,8,MesMar,2,54,2143.937
4987,8,8,MesMar,3,56,2226.855
4988,8,8,MesMar,4,9,2240.043
4989,8,8,MesMar,5,10,2276.907
4990,8,8,MesMar,6,12,2330.705
4991,8,8,MesMar,7,37,2351.435
4992,8,8,MesMar,8,3,2358.745
4993,8,8,MesMar,9,39,2386.319
4994,8,8,MesMar,10,11,2411.54
4995,8,8,MesMar,11,16,2419.19
4996,8,8,MesMar,12,52,2437.453
4997,8,8,MesMar,13,17,2438.361
4998,8,8,MesMar,14,48,2446.353
4999,8,8,MesMar,15,8,2470.35
5000,8,8,MesMar,16,40,2499.991
5001,8,8,MesMar,17,51,2524.058
5002,8,8,MesMar,18,14,2530.847
5003,8,8,MesMar,19,30,2552.07
5004,8,8,MesMar,20,31,2553.957
5005,8,8,MesMar,21,29,2580.81
5006,8,8,MesMar,22,22,2584.774
5007,8,8,MesMar,23,15,2600.913
5008,8,8,MesMar,24,2,2623.978
5009,8,8,MesMar,25,45,2638.459
5010,8,8,MesMar,26,5,2672.517
5011,8,8,MesMar,27,1,2679.451
5012,8,8,MesMar,28,26,2679.47
5013,8,8,MesMar,29,35,2690.861
5014,8,8,MesMar,30,44,2712.109
5015,8,8,MesMar,31,24,2732.963
5016,8,8,MesMar,32,49,2756.444
5017,8,8,MesMar,33,50,2790.328
5018,8,8,MesMar,34,36,2790.336
5019,8,8,MesMar,35,18,2791.368
5020,8,8,MesMar,36,34,2809.709
5021,8,8,MesMar,37,33,2853.592
5022,8,8,MesMar,38,47,2932.852
5023,8,8,MesMar,39,7,2933.659
5024,8,8,MesMar,40,32,2950.218
5025,8,8,MesMar,41,19,2951.971
5026,8,8,MesMar,42,38,3004.892
5027,8,8,MesMar,43,41,3010.314
5028,8,8,MesMar,44,46,3049.63
5029,8,8,MesMar,45,28,3098.383
5030,8,8,MesMar,46,6,3157.863
5031,8,8,MesMar,47,4,3164.176
5032,8,8,MesMar,48,21,3189.517
5033,8,8,MesMar,49,27,3249.651
5034,8,8,MesMar,50,25,3477.663
5035,8,8,MesMar,51,43,3485.779
5036,8,8,MesMar,52,42,3739.143
5037,8,8,MesMar,53,20,3742.911
5038,8,8,MesMar,54,13,3821.575
5039,8,8,MesMar,55,23,3907.24
5040,8,8,MesMar,56,55,4525.453
5041,9,9,MesAbr,1,40,1576.753
5042,9,9,MesAbr,2,56,1748.191
5043,9,9,MesAbr,3,46,1776.927
5044,9,9,MesAbr,4,49,1804.57
5045,9,9,MesAbr,5,12,1821.845
5046,9,9,MesAbr,6,30,1861.107
5047,9,9,MesAbr,7,53,1867.988
5048,9,9,MesAbr,8,9,1872.931
5049,9,9,MesAbr,9,10,1926.034
5050,9,9,MesAbr,10,41,1943.723
5051,9,9,MesAbr,11,13,1951.992
5052,9,9,MesAbr,12,15,1958.811
5053,9,9,MesAbr,13,18,1998.063
5054,9,9,MesAbr,14,17,2011.392
5055,9,9,MesAbr,15,3,2038.693
5056,9,9,MesAbr,16,23,2064.234
5057,9,9,MesAbr,17,2,2071.89
5058,9,9,MesAbr,18,11,2098.555
5059,9,9,MesAbr,19,4,2109.198
5060,9,9,MesAbr,20,54,2131.684
5061,9,9,MesAbr,21,25,2149.191
5062,9,9,MesAbr,22,50,2173.386
5063,9,9,MesAbr,23,52,2232.941
5064,9,9,MesAbr,24,19,2246.377
5065,9,9,MesAbr,25,42,2253.58
5066,9,9,MesAbr,26,20,2306.795
5067,9,9,MesAbr,27,5,2315.502
5068,9,9,MesAbr,28,51,2327.042
5069,9,9,MesAbr,29,32,2367.047
5070,9,9,MesAbr,30,29,2377.481
5071,9,9,MesAbr,31,8,2380.315
5072,9,9,MesAbr,32,1,2390.315
5073,9,9,MesAbr,33,48,2426.356
5074,9,9,MesAbr,34,28,2476.173
5075,9,9,MesAbr,35,37,2483.741
5076,9,9,MesAbr,36,44,2556.836
5077,9,9,MesAbr,37,22,2608.722
5078,9,9,MesAbr,38,33,2662.087
