ApeINum,ApeIAnoIni,ApeIAnoFin,ApeEtaNom,ApeIApe,ApeIHid,ApeHidPot
672,2,2,MesSep,56,38,5181.861
673,2,2,MesOct,1,54,2037.78
674,2,2,MesOct,2,39,2311.413
675,2,2,MesOct,3,56,2337.943
676,2,2,MesOct,4,9,2496.918
677,2,2,MesOct,5,53,2518.814
678,2,2,MesOct,6,37,2802.797
679,2,2,MesOct,7,3,3810.495
680,2,2,MesOct,8,26,3983.883
681,2,2,MesOct,9,51,4079.705
682,2,2,MesOct,10,22,4108.315
683,2,2,MesOct,11,31,4110.789
684,2,2,MesOct,12,10,4142.437
685,2,2,MesOct,13,44,4190.841
686,2,2,MesOct,14,45,4242.62
687,2,2,MesOct,15,20,4248.943
688,2,2,MesOct,16,30,4315.865
689,2,2,MesOct,17,52,4323.748
690,2,2,MesOct,18,21,4365.753
691,2,2,MesOct,19,48,4432.427
692,2,2,MesOct,20,11,4503.224
693,2,2,MesOct,21,32,4518.268
694,2,2,MesOct,22,12,4584.068
695,2,2,MesOct,23,14,4604.505
696,2,2,MesOct,24,29,4625.058
697,2,2,MesOct,25,5,4677.395
698,2,2,MesOct,26,38,4720.514
699,2,2,MesOct,27,49,4738.336
700,2,2,MesOct,28,13,4828.011
701,2,2,MesOct,29,46,4906.007
702,2,2,MesOct,30,47,4966.447
703,2,2,MesOct,31,17,5051.653
704,2,2,MesOct,32,16,5078.287
705,2,2,MesOct,33,4,5082.222
706,2,2,MesOct,34,42,5101.532
707,2,2,MesOct,35,40,5148.303
708,2,2,MesOct,36,41,5150.38
709,2,2,MesOct,37,34,5166.389
710,2,2,MesOct,38,15,5170.81
711,2,2,MesOct,39,50,5223.13
712,2,2,MesOct,40,7,5246.89
713,2,2,MesOct,41,6,5272.512
714,2,2,MesOct,42,27,5288.447
715,2,2,MesOct,43,33,5288.927
716,2,2,MesOct,44,8,5294.989
717,2,2,MesOct,45,36,5298.446
718,2,2,MesOct,46,24,5309.162
719,2,2,MesOct,47,1,5310.021
720,2,2,MesOct,48,55,5337.129
721,2,2,MesOct,49,19,5340.074
722,2,2,MesOct,50,25,5343.014
723,2,2,MesOct,51,35,5345.115
724,2,2,MesOct,52,2,5345.616
725,2,2,MesOct,53,28,5354.948
726,2,2,MesOct,54,18,5356.149
727,2,2,MesOct,55,23,5359.638
728,2,2,MesOct,56,43,5382.174
729,2,2,MesNov,1,53,2339.094
730,2,2,MesNov,2,54,2529.869
731,2,2,MesNov,3,39,2702.666
732,2,2,MesNov,4,37,2760.106
733,2,2,MesNov,5,56,2915.31
734,2,2,MesNov,6,9,3068.557
735,2,2,MesNov,7,31,3579.211
736,2,2,MesNov,8,30,3703.431
737,2,2,MesNov,9,3,4128.753
738,2,2,MesNov,10,51,4207.804
739,2,2,MesNov,11,52,4526.409
740,2,2,MesNov,12,22,4613.546
741,2,2,MesNov,13,5,4647.01
742,2,2,MesNov,14,21,4660.553
743,2,2,MesNov,15,44,4661.303
744,2,2,MesNov,16,48,4908.254
745,2,2,MesNov,17,47,5023.544
746,2,2,MesNov,18,45,5082.584
747,2,2,MesNov,19,42,5094.614
748,2,2,MesNov,20,26,5173.554
749,2,2,MesNov,21,17,5260.903
750,2,2,MesNov,22,20,5280.505
751,2,2,MesNov,23,34,5324.904
752,2,2,MesNov,24,35,5325.058
753,2,2,MesNov,25,27,5325.249
754,2,2,MesNov,26,49,5350.751
755,2,2,MesNov,27,12,5354.413
756,2,2,MesNov,28,40,5355.99
757,2,2,MesNov,29,32,5356.754
758,2,2,MesNov,30,29,5358.281
759,2,2,MesNov,31,1,5362.094
760,2,2,MesNov,32,15,5369.355
761,2,2,MesNov,33,14,5370.499
762,2,2,MesNov,34,8,5373.647
763,2,2,MesNov,35,11,5381.404
764,2,2,MesNov,36,38,5381.874
765,2,2,MesNov,37,50,5382.882
766,2,2,MesNov,38,36,5392.074
767,2,2,MesNov,39,28,5393.228
768,2,2,MesNov,40,33,5402.399
769,2,2,MesNov,41,18,5402.588
770,2,2,MesNov,42,19,5403.069
771,2,2,MesNov,43,2,5404.836
772,2,2,MesNov,44,24,5405.884
773,2,2,MesNov,45,46,5410.387
774,2,2,MesNov,46,13,5410.399
775,2,2,MesNov,47,55,5415.645
776,2,2,MesNov,48,16,5422.349
777,2,2,MesNov,49,7,5425.058
778,2,2,MesNov,50,41,5429.823
779,2,2,MesNov,51,10,5433.218
780,2,2,MesNov,52,25,5440.282
781,2,2,MesNov,53,43,5442.331
782,2,2,MesNov,54,23,5446.286
783,2,2,MesNov,55,6,5462.187
784,2,2,MesNov,56,4,5463.229
785,2,2,MesDic,1,51,2420.292
786,2,2,MesDic,2,53,2552.331
787,2,2,MesDic,3,52,2729.381
788,2,2,MesDic,4,54,2889.841
789,2,2,MesDic,5,56,3001.375
790,2,2,MesDic,6,30,3074.522
791,2,2,MesDic,7,37,3100.557
792,2,2,MesDic,8,9,3115.398
793,2,2,MesDic,9,39,3186.251
794,2,2,MesDic,10,31,3265.078
795,2,2,MesDic,11,3,3323.875
796,2,2,MesDic,12,48,3334.502
797,2,2,MesDic,13,21,3482.704
798,2,2,MesDic,14,22,3541.501
799,2,2,MesDic,15,26,3639.666
800,2,2,MesDic,16,44,3644.751
801,2,2,MesDic,17,45,3820.249
802,2,2,MesDic,18,49,3931.809
803,2,2,MesDic,19,40,3938.474
804,2,2,MesDic,20,24,4131.106
805,2,2,MesDic,21,29,4175.15
806,2,2,MesDic,22,28,4181.933
807,2,2,MesDic,23,47,4265.702
808,2,2,MesDic,24,1,4430.753
809,2,2,MesDic,25,14,4434.65
810,2,2,MesDic,26,8,4571.821
811,2,2,MesDic,27,5,4598.795
812,2,2,MesDic,28,38,4602.289
813,2,2,MesDic,29,17,4619.37
814,2,2,MesDic,30,27,4668.869
815,2,2,MesDic,31,2,4997.589
816,2,2,MesDic,32,16,5002.38
817,2,2,MesDic,33,12,5009.178
818,2,2,MesDic,34,33,5011.627
819,2,2,MesDic,35,36,5027.43
820,2,2,MesDic,36,35,5053.803
821,2,2,MesDic,37,32,5059.042
822,2,2,MesDic,38,34,5085.796
823,2,2,MesDic,39,46,5097.49
824,2,2,MesDic,40,42,5101.886
825,2,2,MesDic,41,15,5120.883
826,2,2,MesDic,42,10,5160.345
827,2,2,MesDic,43,11,5194.021
828,2,2,MesDic,44,41,5223.029
829,2,2,MesDic,45,50,5305.353
830,2,2,MesDic,46,43,5313.264
831,2,2,MesDic,47,23,5316.435
832,2,2,MesDic,48,25,5331.844
833,2,2,MesDic,49,18,5333.701
834,2,2,MesDic,50,20,5341.047
835,2,2,MesDic,51,19,5341.857
836,2,2,MesDic,52,13,5342.692
837,2,2,MesDic,53,6,5354.545
838,2,2,MesDic,54,7,5362.148
839,2,2,MesDic,55,4,5374.324
840,2,2,MesDic,56,55,5530.399
841,2,2,MesEne,1,51,2379.439
842,2,2,MesEne,2,53,2437.064
843,2,2,MesEne,3,52,2526.45
844,2,2,MesEne,4,32,2816.477
845,2,2,MesEne,5,54,2836.857
846,2,2,MesEne,6,40,3099.519
847,2,2,MesEne,7,36,3102.732
848,2,2,MesEne,8,9,3130.154
849,2,2,MesEne,9,39,3162.375
850,2,2,MesEne,10,56,3171.495
851,2,2,MesEne,11,3,3191.066
852,2,2,MesEne,12,11,3205.134
853,2,2,MesEne,13,37,3224.429
854,2,2,MesEne,14,17,3234.717
855,2,2,MesEne,15,33,3257.643
856,2,2,MesEne,16,10,3279.169
857,2,2,MesEne,17,8,3307.076
858,2,2,MesEne,18,22,3309.494
859,2,2,MesEne,19,31,3314.734
860,2,2,MesEne,20,5,3323.901
861,2,2,MesEne,21,45,3328.426
862,2,2,MesEne,22,46,3404.417
863,2,2,MesEne,23,49,3405.9
864,2,2,MesEne,24,41,3409.965
865,2,2,MesEne,25,44,3421.313
866,2,2,MesEne,26,29,3443.527
867,2,2,MesEne,27,26,3445.015
868,2,2,MesEne,28,42,3448.454
869,2,2,MesEne,29,48,3456.037
870,2,2,MesEne,30,1,3474.173
871,2,2,MesEne,31,12,3476.836
872,2,2,MesEne,32,34,3532.432
873,2,2,MesEne,33,18,3560.334
874,2,2,MesEne,34,21,3575.666
875,2,2,MesEne,35,20,3579.284
876,2,2,MesEne,36,16,3588.411
877,2,2,MesEne,37,28,3591.08
878,2,2,MesEne,38,30,3595.246
879,2,2,MesEne,39,35,3602.359
880,2,2,MesEne,40,27,3626.935
881,2,2,MesEne,41,50,3666.319
882,2,2,MesEne,42,14,3710.558
883,2,2,MesEne,43,38,3717.305
884,2,2,MesEne,44,19,3721.167
885,2,2,MesEne,45,6,3728.709
886,2,2,MesEne,46,24,3743.241
887,2,2,MesEne,47,2,3786.072
888,2,2,MesEne,48,47,3819.81
889,2,2,MesEne,49,25,3825.722
890,2,2,MesEne,50,7,3955.25
891,2,2,MesEne,51,15,3979.428
892,2,2,MesEne,52,4,4114.477
893,2,2,MesEne,53,13,4185.994
894,2,2,MesEne,54,43,4911.203
895,2,2,MesEne,55,23,5058.36
896,2,2,MesEne,56,55,5548.944
897,2,2,MesFeb,1,24,2530.101
898,2,2,MesFeb,2,17,2570.587
899,2,2,MesFeb,3,53,2579.17
900,2,2,MesFeb,4,54,2597.08
901,2,2,MesFeb,5,13,2619.34
902,2,2,MesFeb,6,16,2671.315
903,2,2,MesFeb,7,51,2690.664
904,2,2,MesFeb,8,3,2781.946
905,2,2,MesFeb,9,52,2798.278
906,2,2,MesFeb,10,25,2799.389
907,2,2,MesFeb,11,39,2821.021
908,2,2,MesFeb,12,12,2824.698
909,2,2,MesFeb,13,9,2830.046
910,2,2,MesFeb,14,40,2834.235
911,2,2,MesFeb,15,10,2840.506
912,2,2,MesFeb,16,30,2867.209
913,2,2,MesFeb,17,37,2869.887
914,2,2,MesFeb,18,45,2875.702
915,2,2,MesFeb,19,48,2884.554
916,2,2,MesFeb,20,56,2888.091
917,2,2,MesFeb,21,1,2890.502
918,2,2,MesFeb,22,31,2910.193
919,2,2,MesFeb,23,44,2917.779
920,2,2,MesFeb,24,50,2926.661
921,2,2,MesFeb,25,2,2930.22
922,2,2,MesFeb,26,14,2930.467
923,2,2,MesFeb,27,34,2956.481
924,2,2,MesFeb,28,33,2966.207
925,2,2,MesFeb,29,26,2969.824
926,2,2,MesFeb,30,36,2972.252
927,2,2,MesFeb,31,47,2981.708
928,2,2,MesFeb,32,22,2987.661
929,2,2,MesFeb,33,49,2988.767
930,2,2,MesFeb,34,35,2992.652
931,2,2,MesFeb,35,38,2996.577
932,2,2,MesFeb,36,18,3017.24
933,2,2,MesFeb,37,32,3018.876
934,2,2,MesFeb,38,15,3040.586
935,2,2,MesFeb,39,8,3044.702
936,2,2,MesFeb,40,5,3050.896
937,2,2,MesFeb,41,11,3056.218
938,2,2,MesFeb,42,42,3076.166
939,2,2,MesFeb,43,27,3181.488
940,2,2,MesFeb,44,19,3206.502
941,2,2,MesFeb,45,29,3209.347
942,2,2,MesFeb,46,21,3232.855
943,2,2,MesFeb,47,28,3287.432
944,2,2,MesFeb,48,4,3296.148
945,2,2,MesFeb,49,6,3387.075
946,2,2,MesFeb,50,41,3437.066
947,2,2,MesFeb,51,23,3441.852
948,2,2,MesFeb,52,7,3462.399
949,2,2,MesFeb,53,46,3469.144
950,2,2,MesFeb,54,20,3495.721
951,2,2,MesFeb,55,43,3716.03
952,2,2,MesFeb,56,55,4292.412
953,2,2,MesMar,1,54,1758.785
954,2,2,MesMar,2,53,1813.634
955,2,2,MesMar,3,12,1847.713
956,2,2,MesMar,4,9,1889.432
957,2,2,MesMar,5,3,1893.937
958,2,2,MesMar,6,10,1899.861
959,2,2,MesMar,7,39,1904.879
960,2,2,MesMar,8,56,1911.305
961,2,2,MesMar,9,16,1919.933
962,2,2,MesMar,10,37,1943.902
963,2,2,MesMar,11,17,1961.28
964,2,2,MesMar,12,48,1968.873
965,2,2,MesMar,13,24,1989.353
966,2,2,MesMar,14,40,1993.835
967,2,2,MesMar,15,46,1996.632
968,2,2,MesMar,16,14,2005.613
969,2,2,MesMar,17,5,2007.04
970,2,2,MesMar,18,51,2026.8
971,2,2,MesMar,19,19,2032.137
972,2,2,MesMar,20,30,2052.286
973,2,2,MesMar,21,22,2052.429
974,2,2,MesMar,22,26,2052.905
975,2,2,MesMar,23,11,2053.476
976,2,2,MesMar,24,31,2063.023
977,2,2,MesMar,25,15,2070.034
978,2,2,MesMar,26,18,2077.897
979,2,2,MesMar,27,29,2077.921
980,2,2,MesMar,28,38,2084.141
981,2,2,MesMar,29,47,2084.47
982,2,2,MesMar,30,8,2086.534
983,2,2,MesMar,31,52,2107.067
984,2,2,MesMar,32,45,2132.57
985,2,2,MesMar,33,35,2148.61
986,2,2,MesMar,34,44,2161.364
987,2,2,MesMar,35,34,2167.254
988,2,2,MesMar,36,50,2167.596
989,2,2,MesMar,37,28,2169.491
990,2,2,MesMar,38,1,2202.707
991,2,2,MesMar,39,27,2208.267
992,2,2,MesMar,40,2,2209.148
993,2,2,MesMar,41,49,2212.899
994,2,2,MesMar,42,33,2222.767
995,2,2,MesMar,43,36,2244.411
996,2,2,MesMar,44,23,2248.613
997,2,2,MesMar,45,4,2254.981
998,2,2,MesMar,46,21,2261.191
999,2,2,MesMar,47,7,2282.901
1000,2,2,MesMar,48,32,2290.227
1001,2,2,MesMar,49,20,2313.915
1002,2,2,MesMar,50,6,2346.598
1003,2,2,MesMar,51,25,2372.573
1004,2,2,MesMar,52,41,2425.577
1005,2,2,MesMar,53,13,2456.008
1006,2,2,MesMar,54,55,2462.824
1007,2,2,MesMar,55,43,2663.428
1008,2,2,MesMar,56,42,2715.773
1009,3,3,MesAbr,1,40,1177.354
1010,3,3,MesAbr,2,46,1347.457
1011,3,3,MesAbr,3,49,1360.267
1012,3,3,MesAbr,4,56,1442.75
1013,3,3,MesAbr,5,30,1446.026
1014,3,3,MesAbr,6,12,1475.773
1015,3,3,MesAbr,7,41,1492.728
1016,3,3,MesAbr,8,53,1505.168
1017,3,3,MesAbr,9,13,1521.632
1018,3,3,MesAbr,10,15,1521.837
1019,3,3,MesAbr,11,9,1533.552
1020,3,3,MesAbr,12,3,1552.166
1021,3,3,MesAbr,13,18,1571.761
1022,3,3,MesAbr,14,17,1593.338
1023,3,3,MesAbr,15,10,1594.748
1024,3,3,MesAbr,16,23,1617.355
1025,3,3,MesAbr,17,25,1652.803
1026,3,3,MesAbr,18,4,1657.091
1027,3,3,MesAbr,19,50,1675.591
1028,3,3,MesAbr,20,2,1689.53
1029,3,3,MesAbr,21,54,1727.51
1030,3,3,MesAbr,22,11,1730.986
1031,3,3,MesAbr,23,55,1750.4
1032,3,3,MesAbr,24,42,1790.447
1033,3,3,MesAbr,25,19,1807.245
1034,3,3,MesAbr,26,52,1829.039
1035,3,3,MesAbr,27,51,1833.274
1036,3,3,MesAbr,28,20,1858.58
1037,3,3,MesAbr,29,33,1879.532
1038,3,3,MesAbr,30,5,1880.693
1039,3,3,MesAbr,31,1,1900.944
1040,3,3,MesAbr,32,22,1902.723
1041,3,3,MesAbr,33,32,1902.805
1042,3,3,MesAbr,34,29,1914.128
1043,3,3,MesAbr,35,48,1921.8
1044,3,3,MesAbr,36,28,1922.896
1045,3,3,MesAbr,37,14,1924.469
1046,3,3,MesAbr,38,44,1970.142
1047,3,3,MesAbr,39,39,1976.759
1048,3,3,MesAbr,40,36,1984.225
1049,3,3,MesAbr,41,8,2010.409
1050,3,3,MesAbr,42,37,2025.021
1051,3,3,MesAbr,43,26,2041.857
1052,3,3,MesAbr,44,34,2076.566
1053,3,3,MesAbr,45,43,2124.077
1054,3,3,MesAbr,46,35,2134.564
1055,3,3,MesAbr,47,27,2161.062
1056,3,3,MesAbr,48,24,2190.39
1057,3,3,MesAbr,49,31,2191.572
1058,3,3,MesAbr,50,47,2206.113
1059,3,3,MesAbr,51,7,2243.057
1060,3,3,MesAbr,52,6,2349.008
1061,3,3,MesAbr,53,38,2397.204
1062,3,3,MesAbr,54,16,2450.645
1063,3,3,MesAbr,55,45,2557.773
1064,3,3,MesAbr,56,21,4066.794
1065,3,3,MesMay,1,30,1403.409
1066,3,3,MesMay,2,40,1547.306
1067,3,3,MesMay,3,56,1551.99
1068,3,3,MesMay,4,41,1562.226
1069,3,3,MesMay,5,54,1576.918
1070,3,3,MesMay,6,3,1624.078
1071,3,3,MesMay,7,52,1636.081
1072,3,3,MesMay,8,17,1674.371
1073,3,3,MesMay,9,48,1683.514
1074,3,3,MesMay,10,9,1738.141
1075,3,3,MesMay,11,51,1756.653
1076,3,3,MesMay,12,4,1823.155
1077,3,3,MesMay,13,1,1890.174
1078,3,3,MesMay,14,29,1925.051
1079,3,3,MesMay,15,44,1929.327
1080,3,3,MesMay,16,2,1982.672
1081,3,3,MesMay,17,45,1993.431
1082,3,3,MesMay,18,37,1993.815
1083,3,3,MesMay,19,39,1997.999
1084,3,3,MesMay,20,5,2014.551
1085,3,3,MesMay,21,8,2114.815
1086,3,3,MesMay,22,11,2119.654
1087,3,3,MesMay,23,28,2141.51
1088,3,3,MesMay,24,47,2258.401
1089,3,3,MesMay,25,36,2258.982
1090,3,3,MesMay,26,53,2359.693
1091,3,3,MesMay,27,7,2381.564
1092,3,3,MesMay,28,24,2414.731
1093,3,3,MesMay,29,35,2448.804
1094,3,3,MesMay,30,10,2476.417
1095,3,3,MesMay,31,38,2626.041
1096,3,3,MesMay,32,15,2643.115
1097,3,3,MesMay,33,20,2713.502
1098,3,3,MesMay,34,46,2728.124
1099,3,3,MesMay,35,19,2729.842
1100,3,3,MesMay,36,43,2775.124
1101,3,3,MesMay,37,25,2874.115
1102,3,3,MesMay,38,31,2881.687
1103,3,3,MesMay,39,18,3021.53
1104,3,3,MesMay,40,50,3058.108
1105,3,3,MesMay,41,23,3058.231
1106,3,3,MesMay,42,14,3537.938
1107,3,3,MesMay,43,12,3593.769
1108,3,3,MesMay,44,55,3598.636
1109,3,3,MesMay,45,6,3657.195
1110,3,3,MesMay,46,16,3783.217
1111,3,3,MesMay,47,42,4129.998
1112,3,3,MesMay,48,34,4396.528
1113,3,3,MesMay,49,26,4436.552
1114,3,3,MesMay,50,27,4740.712
1115,3,3,MesMay,51,49,5190.322
1116,3,3,MesMay,52,33,5450.836
1117,3,3,MesMay,53,22,5633.92
1118,3,3,MesMay,54,21,5646.64
1119,3,3,MesMay,55,32,5653.529
1120,3,3,MesMay,56,13,5657.718
1121,3,3,MesJun,1,56,1502.648
1122,3,3,MesJun,2,54,1592.8
1123,3,3,MesJun,3,9,1671.106
1124,3,3,MesJun,4,48,1791.195
1125,3,3,MesJun,5,39,2007.655
1126,3,3,MesJun,6,4,2285.083
1127,3,3,MesJun,7,20,2337.76
1128,3,3,MesJun,8,8,2486.912
1129,3,3,MesJun,9,30,2504.751
1130,3,3,MesJun,10,52,2506.603
1131,3,3,MesJun,11,5,2517.084
1132,3,3,MesJun,12,3,2613.775
1133,3,3,MesJun,13,51,2624.503
1134,3,3,MesJun,14,11,2636.276
1135,3,3,MesJun,15,19,2659.331
1136,3,3,MesJun,16,40,2835.917
1137,3,3,MesJun,17,50,2938.967
1138,3,3,MesJun,18,12,2973.312
1139,3,3,MesJun,19,29,3005.479
1140,3,3,MesJun,20,25,3017.672
1141,3,3,MesJun,21,28,3045.514
1142,3,3,MesJun,22,37,3186.231
1143,3,3,MesJun,23,31,3321.965
1144,3,3,MesJun,24,49,3327.683
1145,3,3,MesJun,25,24,3466.43
1146,3,3,MesJun,26,18,3596.363
1147,3,3,MesJun,27,17,3839.445
1148,3,3,MesJun,28,7,3928.794
1149,3,3,MesJun,29,53,3951.32
1150,3,3,MesJun,30,1,4003.598
1151,3,3,MesJun,31,14,4007.654
1152,3,3,MesJun,32,2,4021.221
1153,3,3,MesJun,33,45,4272.321
1154,3,3,MesJun,34,43,4398.909
1155,3,3,MesJun,35,15,4516.367
1156,3,3,MesJun,36,26,4631.928
1157,3,3,MesJun,37,35,4886.24
1158,3,3,MesJun,38,16,5024.276
1159,3,3,MesJun,39,42,5133.362
1160,3,3,MesJun,40,36,5151.219
1161,3,3,MesJun,41,41,5790.249
1162,3,3,MesJun,42,55,5814.393
1163,3,3,MesJun,43,46,5832.209
1164,3,3,MesJun,44,32,5839.521
1165,3,3,MesJun,45,22,5842.672
1166,3,3,MesJun,46,23,5845.776
1167,3,3,MesJun,47,10,5853.631
1168,3,3,MesJun,48,21,5860.997
1169,3,3,MesJun,49,27,5866.533
1170,3,3,MesJun,50,44,5868.95
1171,3,3,MesJun,51,47,5872.679
1172,3,3,MesJun,52,33,5877.156
1173,3,3,MesJun,53,34,5886.36
1174,3,3,MesJun,54,13,5898.194
1175,3,3,MesJun,55,38,5898.678
1176,3,3,MesJun,56,6,5906.941
1177,3,3,MesJul,1,54,1645.042
1178,3,3,MesJul,2,56,1703.667
1179,3,3,MesJul,3,9,1870.211
1180,3,3,MesJul,4,39,2060.311
1181,3,3,MesJul,5,3,2249.492
1182,3,3,MesJul,6,37,2355.547
1183,3,3,MesJul,7,40,2364.511
1184,3,3,MesJul,8,5,2371.488
1185,3,3,MesJul,9,52,2489.55
1186,3,3,MesJul,10,31,2617.577
1187,3,3,MesJul,11,51,2699.85
1188,3,3,MesJul,12,8,2707.975
1189,3,3,MesJul,13,53,2783.652
1190,3,3,MesJul,14,30,2799.609
1191,3,3,MesJul,15,48,2963.902
1192,3,3,MesJul,16,17,2993.065
1193,3,3,MesJul,17,29,3071.103
1194,3,3,MesJul,18,4,3159.686
1195,3,3,MesJul,19,11,3528.135
1196,3,3,MesJul,20,50,3625.899
1197,3,3,MesJul,21,14,3660.19
1198,3,3,MesJul,22,15,3666.449
1199,3,3,MesJul,23,1,3706.99
1200,3,3,MesJul,24,10,3775.004
1201,3,3,MesJul,25,43,3829.171
1202,3,3,MesJul,26,49,3841.081
1203,3,3,MesJul,27,24,3854.399
1204,3,3,MesJul,28,33,4110.723
1205,3,3,MesJul,29,13,4249.461
1206,3,3,MesJul,30,38,4427.223
1207,3,3,MesJul,31,20,4428.302
1208,3,3,MesJul,32,27,4652.685
1209,3,3,MesJul,33,36,4672.336
1210,3,3,MesJul,34,12,4759.504
1211,3,3,MesJul,35,32,4888.996
1212,3,3,MesJul,36,26,4963.687
1213,3,3,MesJul,37,45,4987.658
1214,3,3,MesJul,38,7,5012.383
1215,3,3,MesJul,39,22,5030.707
1216,3,3,MesJul,40,25,5056.169
1217,3,3,MesJul,41,44,5081.35
1218,3,3,MesJul,42,6,5367.695
1219,3,3,MesJul,43,16,5455.94
1220,3,3,MesJul,44,18,5703.613
1221,3,3,MesJul,45,28,5720.385
1222,3,3,MesJul,46,19,5723.931
1223,3,3,MesJul,47,2,5724.425
1224,3,3,MesJul,48,21,5726.027
1225,3,3,MesJul,49,46,5733.734
1226,3,3,MesJul,50,35,5735.659
1227,3,3,MesJul,51,41,5736.519
1228,3,3,MesJul,52,42,5738.585
1229,3,3,MesJul,53,47,5750.186
1230,3,3,MesJul,54,23,5751.146
1231,3,3,MesJul,55,34,5767.933
1232,3,3,MesJul,56,55,5849.829
1233,3,3,MesAgo,1,54,1530.559
1234,3,3,MesAgo,2,56,1656.366
1235,3,3,MesAgo,3,39,2030.024
1236,3,3,MesAgo,4,9,2096.55
1237,3,3,MesAgo,5,48,2321.057
1238,3,3,MesAgo,6,53,2532.455
1239,3,3,MesAgo,7,17,2697.583
1240,3,3,MesAgo,8,5,2704.756
1241,3,3,MesAgo,9,37,2918.028
1242,3,3,MesAgo,10,26,2940.036
1243,3,3,MesAgo,11,51,2942.834
1244,3,3,MesAgo,12,7,3122.972
1245,3,3,MesAgo,13,33,3188.507
1246,3,3,MesAgo,14,8,3192.215
1247,3,3,MesAgo,15,35,3263.147
1248,3,3,MesAgo,16,1,3287.343
1249,3,3,MesAgo,17,25,3303.654
1250,3,3,MesAgo,18,11,3356.987
1251,3,3,MesAgo,19,16,3362.826
1252,3,3,MesAgo,20,44,3367.515
1253,3,3,MesAgo,21,45,3417.57
1254,3,3,MesAgo,22,24,3434.31
1255,3,3,MesAgo,23,32,3436.228
1256,3,3,MesAgo,24,31,3443.673
1257,3,3,MesAgo,25,15,3446.515
1258,3,3,MesAgo,26,36,3455.242
1259,3,3,MesAgo,27,3,3497.901
1260,3,3,MesAgo,28,14,3545.818
1261,3,3,MesAgo,29,52,3623.538
1262,3,3,MesAgo,30,4,3788.141
1263,3,3,MesAgo,31,30,3847.994
1264,3,3,MesAgo,32,50,4038.468
1265,3,3,MesAgo,33,40,4088.601
1266,3,3,MesAgo,34,10,4112.787
1267,3,3,MesAgo,35,29,4175.195
1268,3,3,MesAgo,36,47,4217.708
1269,3,3,MesAgo,37,27,4322.823
1270,3,3,MesAgo,38,28,4361.078
1271,3,3,MesAgo,39,19,4362.741
1272,3,3,MesAgo,40,21,4550.37
1273,3,3,MesAgo,41,18,4574.469
1274,3,3,MesAgo,42,2,4578.696
1275,3,3,MesAgo,43,34,4586.199
1276,3,3,MesAgo,44,22,4590.523
1277,3,3,MesAgo,45,49,4644.136
1278,3,3,MesAgo,46,41,4733.684
1279,3,3,MesAgo,47,12,5017.83
1280,3,3,MesAgo,48,23,5088.012
1281,3,3,MesAgo,49,42,5735.883
1282,3,3,MesAgo,50,55,5774.075
1283,3,3,MesAgo,51,43,5779.225
1284,3,3,MesAgo,52,46,5782.33
1285,3,3,MesAgo,53,20,5784.958
1286,3,3,MesAgo,54,38,5797.658
1287,3,3,MesAgo,55,6,5801.064
1288,3,3,MesAgo,56,13,5806.304
1289,3,3,MesSep,1,54,1525.746
1290,3,3,MesSep,2,39,1940.409
1291,3,3,MesSep,3,56,2092.368
1292,3,3,MesSep,4,9,2327.666
1293,3,3,MesSep,5,53,2782.767
1294,3,3,MesSep,6,37,2829.286
1295,3,3,MesSep,7,5,2991.417
1296,3,3,MesSep,8,51,3007.086
1297,3,3,MesSep,9,48,3014.321
1298,3,3,MesSep,10,8,3022.184
1299,3,3,MesSep,11,7,3044.802
1300,3,3,MesSep,12,26,3112.538
1301,3,3,MesSep,13,27,3123.419
1302,3,3,MesSep,14,14,3153.631
1303,3,3,MesSep,15,6,3155.514
1304,3,3,MesSep,16,29,3174.811
1305,3,3,MesSep,17,17,3244.252
1306,3,3,MesSep,18,1,3247.069
1307,3,3,MesSep,19,11,3309.938
1308,3,3,MesSep,20,3,3329.512
1309,3,3,MesSep,21,28,3415.324
1310,3,3,MesSep,22,24,3466.589
1311,3,3,MesSep,23,15,3492.332
1312,3,3,MesSep,24,52,3558.824
1313,3,3,MesSep,25,16,3611.082
1314,3,3,MesSep,26,10,3662.69
1315,3,3,MesSep,27,25,3830.615
1316,3,3,MesSep,28,50,3862.67
1317,3,3,MesSep,29,30,3883.628
1318,3,3,MesSep,30,44,3892.727
1319,3,3,MesSep,31,22,3940.04
1320,3,3,MesSep,32,49,3940.584
1321,3,3,MesSep,33,12,3997.083
1322,3,3,MesSep,34,21,4056.038
1323,3,3,MesSep,35,4,4120.236
1324,3,3,MesSep,36,45,4234.779
1325,3,3,MesSep,37,32,4287.816
1326,3,3,MesSep,38,46,4346.984
1327,3,3,MesSep,39,33,4363.029
1328,3,3,MesSep,40,47,4484.769
1329,3,3,MesSep,41,34,4522.496
1330,3,3,MesSep,42,35,4542.796
1331,3,3,MesSep,43,42,4592.702
1332,3,3,MesSep,44,40,4621.392
1333,3,3,MesSep,45,41,4716.081
1334,3,3,MesSep,46,31,4744.667
1335,3,3,MesSep,47,36,4762.068
1336,3,3,MesSep,48,43,4829.102
1337,3,3,MesSep,49,18,4933.844
1338,3,3,MesSep,50,13,5021.307
1339,3,3,MesSep,51,20,5052.459
1340,3,3,MesSep,52,19,5072.12
1341,3,3,MesSep,53,2,5359.197
1342,3,3,MesSep,54,55,5473.514
