SecNum,SecAnoIni,SecAnoFin,SecTip,SecISim,SecNEta,1,2,3,4,5,6,7,8,9,10,11,12
1522,26,26,SimSec,56,12,22,22,22,22,22,22,22,22,22,22,22,22
1523,26,26,SimSec,57,12,23,23,23,23,23,23,23,23,23,23,23,23
1524,26,26,SimSec,58,12,24,24,24,24,24,24,24,24,24,24,24,24
1525,26,26,SimSec,59,12,25,25,25,25,25,25,25,25,25,25,25,25
1526,27,27,SimSec,1,12,27,27,27,27,27,27,27,27,27,27,27,27
1527,27,27,SimSec,2,12,28,28,28,28,28,28,28,28,28,28,28,28
1528,27,27,SimSec,3,12,29,29,29,29,29,29,29,29,29,29,29,29
1529,27,27,SimSec,4,12,30,30,30,30,30,30,30,30,30,30,30,30
1530,27,27,SimSec,5,12,31,31,31,31,31,31,31,31,31,31,31,31
1531,27,27,SimSec,6,12,32,32,32,32,32,32,32,32,32,32,32,32
1532,27,27,SimSec,7,12,33,33,33,33,33,33,33,33,33,33,33,33
1533,27,27,SimSec,8,12,34,34,34,34,34,34,34,34,34,34,34,34
1534,27,27,SimSec,9,12,35,35,35,35,35,35,35,35,35,35,35,35
1535,27,27,SimSec,10,12,36,36,36,36,36,36,36,36,36,36,36,36
1536,27,27,SimSec,11,12,37,37,37,37,37,37,37,37,37,37,37,37
1537,27,27,SimSec,12,12,38,38,38,38,38,38,38,38,38,38,38,38
1538,27,27,SimSec,13,12,39,39,39,39,39,39,39,39,39,39,39,39
1539,27,27,SimSec,14,12,40,40,40,40,40,40,40,40,40,40,40,40
1540,27,27,SimSec,15,12,41,41,41,41,41,41,41,41,41,41,41,41
1541,27,27,SimSec,16,12,42,42,42,42,42,42,42,42,42,42,42,42
1542,27,27,SimSec,17,12,43,43,43,43,43,43,43,43,43,43,43,43
1543,27,27,SimSec,18,12,44,44,44,44,44,44,44,44,44,44,44,44
1544,27,27,SimSec,19,12,45,45,45,45,45,45,45,45,45,45,45,45
1545,27,27,SimSec,20,12,46,46,46,46,46,46,46,46,46,46,46,46
1546,27,27,SimSec,21,12,47,47,47,47,47,47,47,47,47,47,47,47
1547,27,27,SimSec,22,12,48,48,48,48,48,48,48,48,48,48,48,48
1548,27,27,SimSec,23,12,49,49,49,49,49,49,49,49,49,49,49,49
1549,27,27,SimSec,24,12,50,50,50,50,50,50,50,50,50,50,50,50
1550,27,27,SimSec,25,12,51,51,51,51,51,51,51,51,51,51,51,51
1551,27,27,SimSec,26,12,52,52,52,52,52,52,52,52,52,52,52,52
1552,27,27,SimSec,27,12,53,53,53,53,53,53,53,53,53,53,53,53
1553,27,27,SimSec,28,12,54,54,54,54,54,54,54,54,54,54,54,54
1554,27,27,SimSec,29,12,55,55,55,55,55,55,55,55,55,55,55,55
1555,27,27,SimSec,30,12,56,56,56,56,56,56,56,56,56,56,56,56
1556,27,27,SimSec,31,12,57,57,57,57,57,57,57,57,57,57,57,57
1557,27,27,SimSec,32,12,58,58,58,58,58,58,58,58,58,58,58,58
1558,27,27,SimSec,33,12,59,59,59,59,59,59,59,59,59,59,59,59
1559,27,27,SimSec,34,12,1,1,1,1,1,1,1,1,1,1,1,1
1560,27,27,SimSec,35,12,2,2,2,2,2,2,2,2,2,2,2,2
1561,27,27,SimSec,36,12,3,3,3,3,3,3,3,3,3,3,3,3
1562,27,27,SimSec,37,12,4,4,4,4,4,4,4,4,4,4,4,4
1563,27,27,SimSec,38,12,5,5,5,5,5,5,5,5,5,5,5,5
1564,27,27,SimSec,39,12,6,6,6,6,6,6,6,6,6,6,6,6
1565,27,27,SimSec,40,12,7,7,7,7,7,7,7,7,7,7,7,7
1566,27,27,SimSec,41,12,8,8,8,8,8,8,8,8,8,8,8,8
1567,27,27,SimSec,42,12,9,9,9,9,9,9,9,9,9,9,9,9
1568,27,27,SimSec,43,12,10,10,10,10,10,10,10,10,10,10,10,10
1569,27,27,SimSec,44,12,11,11,11,11,11,11,11,11,11,11,11,11
1570,27,27,SimSec,45,12,12,12,12,12,12,12,12,12,12,12,12,12
1571,27,27,SimSec,46,12,13,13,13,13,13,13,13,13,13,13,13,13
1572,27,27,SimSec,47,12,14,14,14,14,14,14,14,14,14,14,14,14
1573,27,27,SimSec,48,12,15,15,15,15,15,15,15,15,15,15,15,15
1574,27,27,SimSec,49,12,16,16,16,16,16,16,16,16,16,16,16,16
1575,27,27,SimSec,50,12,17,17,17,17,17,17,17,17,17,17,17,17
1576,27,27,SimSec,51,12,18,18,18,18,18,18,18,18,18,18,18,18
1577,27,27,SimSec,52,12,19,19,19,19,19,19,19,19,19,19,19,19
1578,27,27,SimSec,53,12,20,20,20,20,20,20,20,20,20,20,20,20
1579,27,27,SimSec,54,12,21,21,21,21,21,21,21,21,21,21,21,21
1580,27,27,SimSec,55,12,22,22,22,22,22,22,22,22,22,22,22,22
1581,27,27,SimSec,56,12,23,23,23,23,23,23,23,23,23,23,23,23
1582,27,27,SimSec,57,12,24,24,24,24,24,24,24,24,24,24,24,24
1583,27,27,SimSec,58,12,25,25,25,25,25,25,25,25,25,25,25,25
1584,27,27,SimSec,59,12,26,26,26,26,26,26,26,26,26,26,26,26
1585,28,28,SimSec,1,12,28,28,28,28,28,28,28,28,28,28,28,28
1586,28,28,SimSec,2,12,29,29,29,29,29,29,29,29,29,29,29,29
1587,28,28,SimSec,3,12,30,30,30,30,30,30,30,30,30,30,30,30
1588,28,28,SimSec,4,12,31,31,31,31,31,31,31,31,31,31,31,31
1589,28,28,SimSec,5,12,32,32,32,32,32,32,32,32,32,32,32,32
1590,28,28,SimSec,6,12,33,33,33,33,33,33,33,33,33,33,33,33
1591,28,28,SimSec,7,12,34,34,34,34,34,34,34,34,34,34,34,34
1592,28,28,SimSec,8,12,35,35,35,35,35,35,35,35,35,35,35,35
1593,28,28,SimSec,9,12,36,36,36,36,36,36,36,36,36,36,36,36
1594,28,28,SimSec,10,12,37,37,37,37,37,37,37,37,37,37,37,37
1595,28,28,SimSec,11,12,38,38,38,38,38,38,38,38,38,38,38,38
1596,28,28,SimSec,12,12,39,39,39,39,39,39,39,39,39,39,39,39
1597,28,28,SimSec,13,12,40,40,40,40,40,40,40,40,40,40,40,40
1598,28,28,SimSec,14,12,41,41,41,41,41,41,41,41,41,41,41,41
1599,28,28,SimSec,15,12,42,42,42,42,42,42,42,42,42,42,42,42
1600,28,28,SimSec,16,12,43,43,43,43,43,43,43,43,43,43,43,43
1601,28,28,SimSec,17,12,44,44,44,44,44,44,44,44,44,44,44,44
1602,28,28,SimSec,18,12,45,45,45,45,45,45,45,45,45,45,45,45
1603,28,28,SimSec,19,12,46,46,46,46,46,46,46,46,46,46,46,46
1604,28,28,SimSec,20,12,47,47,47,47,47,47,47,47,47,47,47,47
1605,28,28,SimSec,21,12,48,48,48,48,48,48,48,48,48,48,48,48
1606,28,28,SimSec,22,12,49,49,49,49,49,49,49,49,49,49,49,49
1607,28,28,SimSec,23,12,50,50,50,50,50,50,50,50,50,50,50,50
1608,28,28,SimSec,24,12,51,51,51,51,51,51,51,51,51,51,51,51
1609,28,28,SimSec,25,12,52,52,52,52,52,52,52,52,52,52,52,52
1610,28,28,SimSec,26,12,53,53,53,53,53,53,53,53,53,53,53,53
1611,28,28,SimSec,27,12,54,54,54,54,54,54,54,54,54,54,54,54
1612,28,28,SimSec,28,12,55,55,55,55,55,55,55,55,55,55,55,55
1613,28,28,SimSec,29,12,56,56,56,56,56,56,56,56,56,56,56,56
1614,28,28,SimSec,30,12,57,57,57,57,57,57,57,57,57,57,57,57
1615,28,28,SimSec,31,12,58,58,58,58,58,58,58,58,58,58,58,58
1616,28,28,SimSec,32,12,59,59,59,59,59,59,59,59,59,59,59,59
1617,28,28,SimSec,33,12,1,1,1,1,1,1,1,1,1,1,1,1
1618,28,28,SimSec,34,12,2,2,2,2,2,2,2,2,2,2,2,2
1619,28,28,SimSec,35,12,3,3,3,3,3,3,3,3,3,3,3,3
1620,28,28,SimSec,36,12,4,4,4,4,4,4,4,4,4,4,4,4
1621,28,28,SimSec,37,12,5,5,5,5,5,5,5,5,5,5,5,5
1622,28,28,SimSec,38,12,6,6,6,6,6,6,6,6,6,6,6,6
1623,28,28,SimSec,39,12,7,7,7,7,7,7,7,7,7,7,7,7
1624,28,28,SimSec,40,12,8,8,8,8,8,8,8,8,8,8,8,8
1625,28,28,SimSec,41,12,9,9,9,9,9,9,9,9,9,9,9,9
1626,28,28,SimSec,42,12,10,10,10,10,10,10,10,10,10,10,10,10
1627,28,28,SimSec,43,12,11,11,11,11,11,11,11,11,11,11,11,11
1628,28,28,SimSec,44,12,12,12,12,12,12,12,12,12,12,12,12,12
1629,28,28,SimSec,45,12,13,13,13,13,13,13,13,13,13,13,13,13
1630,28,28,SimSec,46,12,14,14,14,14,14,14,14,14,14,14,14,14
1631,28,28,SimSec,47,12,15,15,15,15,15,15,15,15,15,15,15,15
1632,28,28,SimSec,48,12,16,16,16,16,16,16,16,16,16,16,16,16
1633,28,28,SimSec,49,12,17,17,17,17,17,17,17,17,17,17,17,17
1634,28,28,SimSec,50,12,18,18,18,18,18,18,18,18,18,18,18,18
1635,28,28,SimSec,51,12,19,19,19,19,19,19,19,19,19,19,19,19
1636,28,28,SimSec,52,12,20,20,20,20,20,20,20,20,20,20,20,20
1637,28,28,SimSec,53,12,21,21,21,21,21,21,21,21,21,21,21,21
1638,28,28,SimSec,54,12,22,22,22,22,22,22,22,22,22,22,22,22
1639,28,28,SimSec,55,12,23,23,23,23,23,23,23,23,23,23,23,23
1640,28,28,SimSec,56,12,24,24,24,24,24,24,24,24,24,24,24,24
1641,28,28,SimSec,57,12,25,25,25,25,25,25,25,25,25,25,25,25
1642,28,28,SimSec,58,12,26,26,26,26,26,26,26,26,26,26,26,26
1643,28,28,SimSec,59,12,27,27,27,27,27,27,27,27,27,27,27,27
1644,29,29,SimSec,1,12,29,29,29,29,29,29,29,29,29,29,29,29
1645,29,29,SimSec,2,12,30,30,30,30,30,30,30,30,30,30,30,30
1646,29,29,SimSec,3,12,31,31,31,31,31,31,31,31,31,31,31,31
1647,29,29,SimSec,4,12,32,32,32,32,32,32,32,32,32,32,32,32
1648,29,29,SimSec,5,12,33,33,33,33,33,33,33,33,33,33,33,33
1649,29,29,SimSec,6,12,34,34,34,34,34,34,34,34,34,34,34,34
1650,29,29,SimSec,7,12,35,35,35,35,35,35,35,35,35,35,35,35
1651,29,29,SimSec,8,12,36,36,36,36,36,36,36,36,36,36,36,36
1652,29,29,SimSec,9,12,37,37,37,37,37,37,37,37,37,37,37,37
1653,29,29,SimSec,10,12,38,38,38,38,38,38,38,38,38,38,38,38
1654,29,29,SimSec,11,12,39,39,39,39,39,39,39,39,39,39,39,39
1655,29,29,SimSec,12,12,40,40,40,40,40,40,40,40,40,40,40,40
1656,29,29,SimSec,13,12,41,41,41,41,41,41,41,41,41,41,41,41
1657,29,29,SimSec,14,12,42,42,42,42,42,42,42,42,42,42,42,42
1658,29,29,SimSec,15,12,43,43,43,43,43,43,43,43,43,43,43,43
1659,29,29,SimSec,16,12,44,44,44,44,44,44,44,44,44,44,44,44
1660,29,29,SimSec,17,12,45,45,45,45,45,45,45,45,45,45,45,45
1661,29,29,SimSec,18,12,46,46,46,46,46,46,46,46,46,46,46,46
1662,29,29,SimSec,19,12,47,47,47,47,47,47,47,47,47,47,47,47
1663,29,29,SimSec,20,12,48,48,48,48,48,48,48,48,48,48,48,48
1664,29,29,SimSec,21,12,49,49,49,49,49,49,49,49,49,49,49,49
1665,29,29,SimSec,22,12,50,50,50,50,50,50,50,50,50,50,50,50
1666,29,29,SimSec,23,12,51,51,51,51,51,51,51,51,51,51,51,51
1667,29,29,SimSec,24,12,52,52,52,52,52,52,52,52,52,52,52,52
1668,29,29,SimSec,25,12,53,53,53,53,53,53,53,53,53,53,53,53
1669,29,29,SimSec,26,12,54,54,54,54,54,54,54,54,54,54,54,54
1670,29,29,SimSec,27,12,55,55,55,55,55,55,55,55,55,55,55,55
1671,29,29,SimSec,28,12,56,56,56,56,56,56,56,56,56,56,56,56
1672,29,29,SimSec,29,12,57,57,57,57,57,57,57,57,57,57,57,57
1673,29,29,SimSec,30,12,58,58,58,58,58,58,58,58,58,58,58,58
1674,29,29,SimSec,31,12,59,59,59,59,59,59,59,59,59,59,59,59
1675,29,29,SimSec,32,12,1,1,1,1,1,1,1,1,1,1,1,1
1676,29,29,SimSec,33,12,2,2,2,2,2,2,2,2,2,2,2,2
1677,29,29,SimSec,34,12,3,3,3,3,3,3,3,3,3,3,3,3
1678,29,29,SimSec,35,12,4,4,4,4,4,4,4,4,4,4,4,4
1679,29,29,SimSec,36,12,5,5,5,5,5,5,5,5,5,5,5,5
1680,29,29,SimSec,37,12,6,6,6,6,6,6,6,6,6,6,6,6
1681,29,29,SimSec,38,12,7,7,7,7,7,7,7,7,7,7,7,7
1682,29,29,SimSec,39,12,8,8,8,8,8,8,8,8,8,8,8,8
1683,29,29,SimSec,40,12,9,9,9,9,9,9,9,9,9,9,9,9
1684,29,29,SimSec,41,12,10,10,10,10,10,10,10,10,10,10,10,10
1685,29,29,SimSec,42,12,11,11,11,11,11,11,11,11,11,11,11,11
1686,29,29,SimSec,43,12,12,12,12,12,12,12,12,12,12,12,12,12
1687,29,29,SimSec,44,12,13,13,13,13,13,13,13,13,13,13,13,13
1688,29,29,SimSec,45,12,14,14,14,14,14,14,14,14,14,14,14,14
1689,29,29,SimSec,46,12,15,15,15,15,15,15,15,15,15,15,15,15
1690,29,29,SimSec,47,12,16,16,16,16,16,16,16,16,16,16,16,16
1691,29,29,SimSec,48,12,17,17,17,17,17,17,17,17,17,17,17,17
1692,29,29,SimSec,49,12,18,18,18,18,18,18,18,18,18,18,18,18
1693,29,29,SimSec,50,12,19,19,19,19,19,19,19,19,19,19,19,19
1694,29,29,SimSec,51,12,20,20,20,20,20,20,20,20,20,20,20,20
1695,29,29,SimSec,52,12,21,21,21,21,21,21,21,21,21,21,21,21
1696,29,29,SimSec,53,12,22,22,22,22,22,22,22,22,22,22,22,22
1697,29,29,SimSec,54,12,23,23,23,23,23,23,23,23,23,23,23,23
1698,29,29,SimSec,55,12,24,24,24,24,24,24,24,24,24,24,24,24
1699,29,29,SimSec,56,12,25,25,25,25,25,25,25,25,25,25,25,25
1700,29,29,SimSec,57,12,26,26,26,26,26,26,26,26,26,26,26,26
1701,29,29,SimSec,58,12,27,27,27,27,27,27,27,27,27,27,27,27
1702,29,29,SimSec,59,12,28,28,28,28,28,28,28,28,28,28,28,28
1703,30,30,SimSec,1,12,30,30,30,30,30,30,30,30,30,30,30,30
1704,30,30,SimSec,2,12,31,31,31,31,31,31,31,31,31,31,31,31
1705,30,30,SimSec,3,12,32,32,32,32,32,32,32,32,32,32,32,32
1706,30,30,SimSec,4,12,33,33,33,33,33,33,33,33,33,33,33,33
1707,30,30,SimSec,5,12,34,34,34,34,34,34,34,34,34,34,34,34
1708,30,30,SimSec,6,12,35,35,35,35,35,35,35,35,35,35,35,35
1709,30,30,SimSec,7,12,36,36,36,36,36,36,36,36,36,36,36,36
1710,30,30,SimSec,8,12,37,37,37,37,37,37,37,37,37,37,37,37
1711,30,30,SimSec,9,12,38,38,38,38,38,38,38,38,38,38,38,38
1712,30,30,SimSec,10,12,39,39,39,39,39,39,39,39,39,39,39,39
1713,30,30,SimSec,11,12,40,40,40,40,40,40,40,40,40,40,40,40
1714,30,30,SimSec,12,12,41,41,41,41,41,41,41,41,41,41,41,41
1715,30,30,SimSec,13,12,42,42,42,42,42,42,42,42,42,42,42,42
1716,30,30,SimSec,14,12,43,43,43,43,43,43,43,43,43,43,43,43
1717,30,30,SimSec,15,12,44,44,44,44,44,44,44,44,44,44,44,44
1718,30,30,SimSec,16,12,45,45,45,45,45,45,45,45,45,45,45,45
1719,30,30,SimSec,17,12,46,46,46,46,46,46,46,46,46,46,46,46
1720,30,30,SimSec,18,12,47,47,47,47,47,47,47,47,47,47,47,47
1721,30,30,SimSec,19,12,48,48,48,48,48,48,48,48,48,48,48,48
1722,30,30,SimSec,20,12,49,49,49,49,49,49,49,49,49,49,49,49
1723,30,30,SimSec,21,12,50,50,50,50,50,50,50,50,50,50,50,50
1724,30,30,SimSec,22,12,51,51,51,51,51,51,51,51,51,51,51,51
1725,30,30,SimSec,23,12,52,52,52,52,52,52,52,52,52,52,52,52
1726,30,30,SimSec,24,12,53,53,53,53,53,53,53,53,53,53,53,53
1727,30,30,SimSec,25,12,54,54,54,54,54,54,54,54,54,54,54,54
1728,30,30,SimSec,26,12,55,55,55,55,55,55,55,55,55,55,55,55
1729,30,30,SimSec,27,12,56,56,56,56,56,56,56,56,56,56,56,56
1730,30,30,SimSec,28,12,57,57,57,57,57,57,57,57,57,57,57,57
1731,30,30,SimSec,29,12,58,58,58,58,58,58,58,58,58,58,58,58
1732,30,30,SimSec,30,12,59,59,59,59,59,59,59,59,59,59,59,59
1733,30,30,SimSec,31,12,1,1,1,1,1,1,1,1,1,1,1,1
1734,30,30,SimSec,32,12,2,2,2,2,2,2,2,2,2,2,2,2
1735,30,30,SimSec,33,12,3,3,3,3,3,3,3,3,3,3,3,3
1736,30,30,SimSec,34,12,4,4,4,4,4,4,4,4,4,4,4,4
1737,30,30,SimSec,35,12,5,5,5,5,5,5,5,5,5,5,5,5
1738,30,30,SimSec,36,12,6,6,6,6,6,6,6,6,6,6,6,6
1739,30,30,SimSec,37,12,7,7,7,7,7,7,7,7,7,7,7,7
1740,30,30,SimSec,38,12,8,8,8,8,8,8,8,8,8,8,8,8
1741,30,30,SimSec,39,12,9,9,9,9,9,9,9,9,9,9,9,9
1742,30,30,SimSec,40,12,10,10,10,10,10,10,10,10,10,10,10,10
1743,30,30,SimSec,41,12,11,11,11,11,11,11,11,11,11,11,11,11
1744,30,30,SimSec,42,12,12,12,12,12,12,12,12,12,12,12,12,12
1745,30,30,SimSec,43,12,13,13,13,13,13,13,13,13,13,13,13,13
1746,30,30,SimSec,44,12,14,14,14,14,14,14,14,14,14,14,14,14
1747,30,30,SimSec,45,12,15,15,15,15,15,15,15,15,15,15,15,15
1748,30,30,SimSec,46,12,16,16,16,16,16,16,16,16,16,16,16,16
1749,30,30,SimSec,47,12,17,17,17,17,17,17,17,17,17,17,17,17
1750,30,30,SimSec,48,12,18,18,18,18,18,18,18,18,18,18,18,18
1751,30,30,SimSec,49,12,19,19,19,19,19,19,19,19,19,19,19,19
1752,30,30,SimSec,50,12,20,20,20,20,20,20,20,20,20,20,20,20
1753,30,30,SimSec,51,12,21,21,21,21,21,21,21,21,21,21,21,21
1754,30,30,SimSec,52,12,22,22,22,22,22,22,22,22,22,22,22,22
1755,30,30,SimSec,53,12,23,23,23,23,23,23,23,23,23,23,23,23
1756,30,30,SimSec,54,12,24,24,24,24,24,24,24,24,24,24,24,24
1757,30,30,SimSec,55,12,25,25,25,25,25,25,25,25,25,25,25,25
1758,30,30,SimSec,56,12,26,26,26,26,26,26,26,26,26,26,26,26
1759,30,30,SimSec,57,12,27,27,27,27,27,27,27,27,27,27,27,27
1760,30,30,SimSec,58,12,28,28,28,28,28,28,28,28,28,28,28,28
1761,30,30,SimSec,59,12,29,29,29,29,29,29,29,29,29,29,29,29
1762,31,31,SimSec,1,12,31,31,31,31,31,31,31,31,31,31,31,31
1763,31,31,SimSec,2,12,32,32,32,32,32,32,32,32,32,32,32,32
1764,31,31,SimSec,3,12,33,33,33,33,33,33,33,33,33,33,33,33
1765,31,31,SimSec,4,12,34,34,34,34,34,34,34,34,34,34,34,34
1766,31,31,SimSec,5,12,35,35,35,35,35,35,35,35,35,35,35,35
1767,31,31,SimSec,6,12,36,36,36,36,36,36,36,36,36,36,36,36
1768,31,31,SimSec,7,12,37,37,37,37,37,37,37,37,37,37,37,37
1769,31,31,SimSec,8,12,38,38,38,38,38,38,38,38,38,38,38,38
1770,31,31,SimSec,9,12,39,39,39,39,39,39,39,39,39,39,39,39
1771,31,31,SimSec,10,12,40,40,40,40,40,40,40,40,40,40,40,40
1772,31,31,SimSec,11,12,41,41,41,41,41,41,41,41,41,41,41,41
1773,31,31,SimSec,12,12,42,42,42,42,42,42,42,42,42,42,42,42
1774,31,31,SimSec,13,12,43,43,43,43,43,43,43,43,43,43,43,43
1775,31,31,SimSec,14,12,44,44,44,44,44,44,44,44,44,44,44,44
1776,31,31,SimSec,15,12,45,45,45,45,45,45,45,45,45,45,45,45
1777,31,31,SimSec,16,12,46,46,46,46,46,46,46,46,46,46,46,46
1778,31,31,SimSec,17,12,47,47,47,47,47,47,47,47,47,47,47,47
1779,31,31,SimSec,18,12,48,48,48,48,48,48,48,48,48,48,48,48
1780,31,31,SimSec,19,12,49,49,49,49,49,49,49,49,49,49,49,49
1781,31,31,SimSec,20,12,50,50,50,50,50,50,50,50,50,50,50,50
1782,31,31,SimSec,21,12,51,51,51,51,51,51,51,51,51,51,51,51
1783,31,31,SimSec,22,12,52,52,52,52,52,52,52,52,52,52,52,52
1784,31,31,SimSec,23,12,53,53,53,53,53,53,53,53,53,53,53,53
1785,31,31,SimSec,24,12,54,54,54,54,54,54,54,54,54,54,54,54
1786,31,31,SimSec,25,12,55,55,55,55,55,55,55,55,55,55,55,55
1787,31,31,SimSec,26,12,56,56,56,56,56,56,56,56,56,56,56,56
1788,31,31,SimSec,27,12,57,57,57,57,57,57,57,57,57,57,57,57
1789,31,31,SimSec,28,12,58,58,58,58,58,58,58,58,58,58,58,58
1790,31,31,SimSec,29,12,59,59,59,59,59,59,59,59,59,59,59,59
1791,31,31,SimSec,30,12,1,1,1,1,1,1,1,1,1,1,1,1
1792,31,31,SimSec,31,12,2,2,2,2,2,2,2,2,2,2,2,2
1793,31,31,SimSec,32,12,3,3,3,3,3,3,3,3,3,3,3,3
1794,31,31,SimSec,33,12,4,4,4,4,4,4,4,4,4,4,4,4
1795,31,31,SimSec,34,12,5,5,5,5,5,5,5,5,5,5,5,5
1796,31,31,SimSec,35,12,6,6,6,6,6,6,6,6,6,6,6,6
1797,31,31,SimSec,36,12,7,7,7,7,7,7,7,7,7,7,7,7
1798,31,31,SimSec,37,12,8,8,8,8,8,8,8,8,8,8,8,8
1799,31,31,SimSec,38,12,9,9,9,9,9,9,9,9,9,9,9,9
1800,31,31,SimSec,39,12,10,10,10,10,10,10,10,10,10,10,10,10
1801,31,31,SimSec,40,12,11,11,11,11,11,11,11,11,11,11,11,11
1802,31,31,SimSec,41,12,12,12,12,12,12,12,12,12,12,12,12,12
1803,31,31,SimSec,42,12,13,13,13,13,13,13,13,13,13,13,13,13
1804,31,31,SimSec,43,12,14,14,14,14,14,14,14,14,14,14,14,14
1805,31,31,SimSec,44,12,15,15,15,15,15,15,15,15,15,15,15,15
1806,31,31,SimSec,45,12,16,16,16,16,16,16,16,16,16,16,16,16
1807,31,31,SimSec,46,12,17,17,17,17,17,17,17,17,17,17,17,17
1808,31,31,SimSec,47,12,18,18,18,18,18,18,18,18,18,18,18,18
1809,31,31,SimSec,48,12,19,19,19,19,19,19,19,19,19,19,19,19
1810,31,31,SimSec,49,12,20,20,20,20,20,20,20,20,20,20,20,20
1811,31,31,SimSec,50,12,21,21,21,21,21,21,21,21,21,21,21,21
1812,31,31,SimSec,51,12,22,22,22,22,22,22,22,22,22,22,22,22
1813,31,31,SimSec,52,12,23,23,23,23,23,23,23,23,23,23,23,23
1814,31,31,SimSec,53,12,24,24,24,24,24,24,24,24,24,24,24,24
1815,31,31,SimSec,54,12,25,25,25,25,25,25,25,25,25,25,25,25
1816,31,31,SimSec,55,12,26,26,26,26,26,26,26,26,26,26,26,26
1817,31,31,SimSec,56,12,27,27,27,27,27,27,27,27,27,27,27,27
1818,31,31,SimSec,57,12,28,28,28,28,28,28,28,28,28,28,28,28
1819,31,31,SimSec,58,12,29,29,29,29,29,29,29,29,29,29,29,29
1820,31,31,SimSec,59,12,30,30,30,30,30,30,30,30,30,30,30,30
1821,32,32,SimSec,1,12,32,32,32,32,32,32,32,32,32,32,32,32
1822,32,32,SimSec,2,12,33,33,33,33,33,33,33,33,33,33,33,33
1823,32,32,SimSec,3,12,34,34,34,34,34,34,34,34,34,34,34,34
1824,32,32,SimSec,4,12,35,35,35,35,35,35,35,35,35,35,35,35
1825,32,32,SimSec,5,12,36,36,36,36,36,36,36,36,36,36,36,36
1826,32,32,SimSec,6,12,37,37,37,37,37,37,37,37,37,37,37,37
1827,32,32,SimSec,7,12,38,38,38,38,38,38,38,38,38,38,38,38
1828,32,32,SimSec,8,12,39,39,39,39,39,39,39,39,39,39,39,39
1829,32,32,SimSec,9,12,40,40,40,40,40,40,40,40,40,40,40,40
1830,32,32,SimSec,10,12,41,41,41,41,41,41,41,41,41,41,41,41
1831,32,32,SimSec,11,12,42,42,42,42,42,42,42,42,42,42,42,42
1832,32,32,SimSec,12,12,43,43,43,43,43,43,43,43,43,43,43,43
1833,32,32,SimSec,13,12,44,44,44,44,44,44,44,44,44,44,44,44
1834,32,32,SimSec,14,12,45,45,45,45,45,45,45,45,45,45,45,45
1835,32,32,SimSec,15,12,46,46,46,46,46,46,46,46,46,46,46,46
1836,32,32,SimSec,16,12,47,47,47,47,47,47,47,47,47,47,47,47
1837,32,32,SimSec,17,12,48,48,48,48,48,48,48,48,48,48,48,48
1838,32,32,SimSec,18,12,49,49,49,49,49,49,49,49,49,49,49,49
1839,32,32,SimSec,19,12,50,50,50,50,50,50,50,50,50,50,50,50
1840,32,32,SimSec,20,12,51,51,51,51,51,51,51,51,51,51,51,51
1841,32,32,SimSec,21,12,52,52,52,52,52,52,52,52,52,52,52,52
1842,32,32,SimSec,22,12,53,53,53,53,53,53,53,53,53,53,53,53
1843,32,32,SimSec,23,12,54,54,54,54,54,54,54,54,54,54,54,54
1844,32,32,SimSec,24,12,55,55,55,55,55,55,55,55,55,55,55,55
1845,32,32,SimSec,25,12,56,56,56,56,56,56,56,56,56,56,56,56
1846,32,32,SimSec,26,12,57,57,57,57,57,57,57,57,57,57,57,57
1847,32,32,SimSec,27,12,58,58,58,58,58,58,58,58,58,58,58,58
1848,32,32,SimSec,28,12,59,59,59,59,59,59,59,59,59,59,59,59
1849,32,32,SimSec,29,12,1,1,1,1,1,1,1,1,1,1,1,1
1850,32,32,SimSec,30,12,2,2,2,2,2,2,2,2,2,2,2,2
1851,32,32,SimSec,31,12,3,3,3,3,3,3,3,3,3,3,3,3
1852,32,32,SimSec,32,12,4,4,4,4,4,4,4,4,4,4,4,4
1853,32,32,SimSec,33,12,5,5,5,5,5,5,5,5,5,5,5,5
1854,32,32,SimSec,34,12,6,6,6,6,6,6,6,6,6,6,6,6
1855,32,32,SimSec,35,12,7,7,7,7,7,7,7,7,7,7,7,7
1856,32,32,SimSec,36,12,8,8,8,8,8,8,8,8,8,8,8,8
1857,32,32,SimSec,37,12,9,9,9,9,9,9,9,9,9,9,9,9
1858,32,32,SimSec,38,12,10,10,10,10,10,10,10,10,10,10,10,10
1859,32,32,SimSec,39,12,11,11,11,11,11,11,11,11,11,11,11,11
1860,32,32,SimSec,40,12,12,12,12,12,12,12,12,12,12,12,12,12
1861,32,32,SimSec,41,12,13,13,13,13,13,13,13,13,13,13,13,13
1862,32,32,SimSec,42,12,14,14,14,14,14,14,14,14,14,14,14,14
1863,32,32,SimSec,43,12,15,15,15,15,15,15,15,15,15,15,15,15
1864,32,32,SimSec,44,12,16,16,16,16,16,16,16,16,16,16,16,16
1865,32,32,SimSec,45,12,17,17,17,17,17,17,17,17,17,17,17,17
1866,32,32,SimSec,46,12,18,18,18,18,18,18,18,18,18,18,18,18
1867,32,32,SimSec,47,12,19,19,19,19,19,19,19,19,19,19,19,19
1868,32,32,SimSec,48,12,20,20,20,20,20,20,20,20,20,20,20,20
1869,32,32,SimSec,49,12,21,21,21,21,21,21,21,21,21,21,21,21
