DemIndNum,DemIndAñoFRlt,DemIndAñoIni,DemIndAñoFin,DemIndBar,DemIndTasa,DemIndFPot,DemIndEtaTip,Abr,May,Jun,Jul,Ago,Sep,Oct,Nov,Dic,Ene,Feb,Mar
121,F,2017,2017,Araña 066,0,F,EtaMes,4.879317585,5.062291995,4.940309055,5.123283464,5.245266404,4.818326115,5.123283464,5.184274934,5.428240814,5.547417784,5.090571614,5.612681523
122,F,2018,2018,Araña 066,0,F,EtaMes,5.221099091,5.416890307,5.28636283,5.482154046,5.612681523,5.155835352,5.482154046,5.547417784,5.808472739,5.446397375,4.997870532,5.510472638
123,F,2019,2019,Araña 066,0,F,EtaMes,5.126021059,5.318246848,5.190096322,5.382322112,5.510472638,5.061945795,5.382322112,5.446397375,5.702698428,5.545931282,5.089207529,5.611177532
124,F,2020,2020,Araña 066,0,F,EtaMes,5.21970003,5.415438781,5.284946281,5.480685032,5.611177532,5.15445378,5.480685032,5.545931282,5.806916284,5.622840475,5.159783024,5.688991539
125,F,2021,2021,Araña 066,0,F,EtaMes,5.292085153,5.490538346,5.358236217,5.55668941,5.688991539,5.225934088,5.55668941,5.622840475,5.887444732,5.720318316,5.249233279,5.787616179
126,F,2022,2022,Araña 066,0,F,EtaMes,5.383829004,5.585722591,5.451126866,5.653020454,5.787616179,5.316531141,5.653020454,5.720318316,5.989509767,5.817280883,5.338210692,5.885719481
127,F,2023,2023,Araña 066,0,F,EtaMes,5.475087889,5.680403685,5.543526488,5.748842284,5.885719481,5.406649291,5.748842284,5.817280883,6.091035277,5.943118038,5.453684788,6.013037073
128,F,2024,2024,Araña 066,0,F,EtaMes,5.593522859,5.803279966,5.663441895,5.873199002,6.013037073,5.523603823,5.873199002,5.943118038,6.222794181,6.119753348,5.615773661,6.191750446
129,F,2025,2025,Araña 066,0,F,EtaMes,5.759767857,5.975759152,5.831764955,6.04775625,6.191750446,5.687770759,6.04775625,6.119753348,6.407741741,6.338403395,5.816417233,6.412972847
130,F,2026,2026,Araña 066,0,F,EtaMes,5.965556137,6.189264492,6.040125588,6.263833943,6.412972847,5.890986685,6.263833943,6.338403395,6.636681202,6.547237268,6.008053023,6.624263589
131,F,2027,2027,Araña 066,0,F,EtaMes,6.162105664,6.393184627,6.239131985,6.470210947,6.624263589,6.085079343,6.470210947,6.547237268,6.855342551,6.751845673,6.195811324,6.831279152
132,F,2028,2028,Araña 066,0,F,EtaMes,6.354678281,6.592978716,6.434111759,6.672412195,6.831279152,6.275244802,6.672412195,6.751845673,7.069579587,6.962907522,6.389491609,7.044824081
133,F,2029,2029,Araña 066,0,F,EtaMes,6.553324727,6.799074404,6.635241286,6.880990963,7.044824081,6.471408168,6.880990963,6.962907522,7.290573759,7.022161115,6.443865494,7.104774775
