EmbINum,EmbAñoFRlt,EmbAñoIni,EmbAñoFin,EmbNom,EmbDatTip,EmbDatIHid,EmbEtaTip,Abr,May,Jun,Jul,Ago,Sep,Oct,Nov,Dic,Ene,Feb,Mar
427,F,2017,2017,Lago Laja,EmbQExtCnv,19,EtaMes,62.7,42,48.2,39.5,60.1,55,49,43.4,71.7,74.6,71.6,68
428,F,2017,2017,Lago Laja,EmbQExtCnv,20,EtaMes,30.9,38,31.2,48.6,57.5,52.8,62.5,69.8,76.8,64.1,61.5,56.5
429,F,2017,2017,Lago Laja,EmbQExtCnv,21,EtaMes,53.3,42.1,47.4,53.4,54,66.7,55.5,68.9,69.5,63.6,61.6,50.7
430,F,2017,2017,Lago Laja,EmbQExtCnv,22,EtaMes,51.3,47.2,50.6,51.7,56.1,55.6,55,63.5,62.8,95.5,94.5,47.5
431,F,2017,2017,Lago Laja,EmbQExtCnv,23,EtaMes,43.5,44.2,57.3,46.1,58.1,42.1,41.7,56.7,56.8,64.4,62.9,59
432,F,2017,2017,Lago Laja,EmbQExtCnv,24,EtaMes,59.1,56.2,56.7,52.8,53.6,55.5,49.3,57.8,57.5,94.6,89.4,48
433,F,2017,2017,Lago Laja,EmbQExtCnv,25,EtaMes,51.6,51.2,50.9,51.3,51.6,52.7,58.9,67.4,74.6,68.3,65.3,61.5
434,F,2017,2017,Lago Laja,EmbQExtCnv,26,EtaMes,60.8,54.8,56.1,58.2,50.3,47,53.2,58.8,49,53.1,51.5,50.6
435,F,2017,2017,Lago Laja,EmbQExtCnv,27,EtaMes,50.2,54.1,46.8,63.4,65.3,69.3,47.6,63.7,67.8,69.1,63.9,71.8
436,F,2017,2017,Lago Laja,EmbQExtCnv,28,EtaMes,47.8,47.1,48.1,46.1,48.1,57.8,45,57.8,78.3,83.6,81.7,74.7
437,F,2017,2017,Lago Laja,EmbQExtCnv,29,EtaMes,65.5,61.9,62.4,57,47.6,53.5,45.3,48.4,50.3,76.4,69.3,59.5
438,F,2017,2017,Lago Laja,EmbQExtCnv,30,EtaMes,34.1,33.9,34,34.4,42.9,52.9,76.7,83.2,78.7,53.9,54.7,44.4
439,F,2017,2017,Lago Laja,EmbQExtCnv,31,EtaMes,34.2,34.6,35.2,44.4,77.6,73.6,75.1,99.6,56.1,47,46.2,40.7
440,F,2017,2017,Lago Laja,EmbQExtCnv,32,EtaMes,30.2,50.4,66.4,62.7,75.8,68,64.8,68.8,62.1,57.8,49,36.5
441,F,2017,2017,Lago Laja,EmbQExtCnv,33,EtaMes,32.3,46.4,53.5,92.3,56.4,60.9,76.1,54,78,81,77.2,47
442,F,2017,2017,Lago Laja,EmbQExtCnv,34,EtaMes,43.2,47.2,36.7,46.9,48.6,56.8,43.8,67.5,65.1,69.3,68.8,66
443,F,2017,2017,Lago Laja,EmbQExtCnv,35,EtaMes,66.6,65,37.3,38.2,61,44,41.3,51.4,62.5,74.9,67,63.2
444,F,2017,2017,Lago Laja,EmbQExtCnv,36,EtaMes,68.9,65.1,40.1,41.3,54.5,42.7,44.1,46,62.6,66.7,64.8,63.8
445,F,2017,2017,Lago Laja,EmbQExtCnv,37,EtaMes,60.9,58.9,54.7,61,59.7,59.3,56.9,50.6,42.8,87.2,69.9,60.9
446,F,2017,2017,Lago Laja,EmbQExtCnv,38,EtaMes,60.6,63.9,44.2,50.1,48.4,50.9,52.9,54.8,61.8,61.9,65.2,64.6
447,F,2017,2017,Lago Laja,EmbQExtCnv,39,EtaMes,61.6,60.5,59.9,57.7,56.8,57.2,53,52.6,43.4,71,59.9,48.5
448,F,2017,2017,Lago Laja,EmbQExtCnv,40,EtaMes,49,48.6,48.9,48.7,49.4,50.9,57.1,62.3,79.9,77,73.3,42
449,F,2017,2017,Lago Laja,EmbQExtCnv,41,EtaMes,32.1,32,46.5,49.2,75.7,70,56.1,70.4,82.5,71.4,53.3,41.7
450,F,2017,2017,Lago Laja,EmbQExtCnv,42,EtaMes,39.7,56.4,52.2,38.6,45,60.1,52.1,70.4,71,83.3,77.6,74.1
451,F,2017,2017,Lago Laja,EmbQExtCnv,43,EtaMes,71.1,57.6,60.7,47.7,37.4,45.3,36.6,49.9,59,61.4,69.8,65.5
452,F,2017,2017,Lago Laja,EmbQExtCnv,44,EtaMes,57.2,57.1,48.3,55.8,58.5,56.1,50.9,56.9,55.2,58.3,45.4,44.3
453,F,2017,2017,Lago Laja,EmbQExtCnv,45,EtaMes,49.6,59.5,51.3,50,57,53.6,55.7,60.6,56.1,80.7,73.7,65.2
454,F,2017,2017,Lago Laja,EmbQExtCnv,46,EtaMes,68.1,54.3,45.4,48.2,42.3,57.8,51.6,46.2,66.8,58.6,56.3,54.7
455,F,2017,2017,Lago Laja,EmbQExtCnv,47,EtaMes,57.8,55.9,58.3,59.9,56.8,56.6,57,59.3,57.3,80.6,76.8,74.5
456,F,2017,2017,Lago Laja,EmbQExtCnv,48,EtaMes,53.4,54.1,54.6,55.6,56.1,56.8,58.5,59.9,61.4,57.9,57.8,57.6
457,F,2017,2017,Lago Laja,EmbQExtCnv,49,EtaMes,45.6,73.4,47.2,55.4,52,44.6,50.9,55.5,60.8,50.5,65.1,59.9
458,F,2017,2017,Lago Laja,EmbQExtCnv,50,EtaMes,64.2,64.2,61.8,59.5,57.3,55.5,52.8,48.3,49.5,83.3,81.3,79.2
459,F,2017,2017,Lago Laja,EmbQExtCnv,51,EtaMes,79.6,43.1,42.1,34.8,55,55.3,56.2,55.8,48.5,62.7,62,48.4
460,F,2018,2018,Lago Laja,EmbQExtCnv,1,EtaMes,60.1,41.5,43.2,43.7,43.2,44.1,35.8,57.9,72.1,96.8,101,53.1
461,F,2018,2018,Lago Laja,EmbQExtCnv,2,EtaMes,34.2,34.2,52.7,56,57.3,49.6,38.2,43.1,69.4,69.6,64.2,56.7
462,F,2018,2018,Lago Laja,EmbQExtCnv,3,EtaMes,77.8,42.3,42.2,42.1,43.9,51.6,46.6,53.5,45,74.9,75.6,58
463,F,2018,2018,Lago Laja,EmbQExtCnv,4,EtaMes,36.3,36.4,36.8,37.5,41.3,76.1,88.8,61,96.6,65.5,71.6,60.3
464,F,2018,2018,Lago Laja,EmbQExtCnv,5,EtaMes,68.7,32.9,35.6,33.9,34.7,42.6,48.5,69.2,68.7,69.2,50.6,40.3
465,F,2018,2018,Lago Laja,EmbQExtCnv,6,EtaMes,54.8,61,48.9,64,56.4,91.5,42.8,46.7,50.1,74.6,70,68.5
466,F,2018,2018,Lago Laja,EmbQExtCnv,7,EtaMes,70.6,63,54.8,38,58.6,56.4,39.1,41,43.6,49.6,76.7,78.3
467,F,2018,2018,Lago Laja,EmbQExtCnv,8,EtaMes,75.5,65.9,54.1,37.4,46.4,46.1,52.6,55.2,56.7,94,88.7,66.9
468,F,2018,2018,Lago Laja,EmbQExtCnv,9,EtaMes,38.1,40,37.6,38.9,47.3,52,51.9,61,56.1,75.7,73.8,56.4
469,F,2018,2018,Lago Laja,EmbQExtCnv,10,EtaMes,32.1,32.8,51.3,64.7,67.7,74.6,68.5,67.1,82.1,90,83,72.7
470,F,2018,2018,Lago Laja,EmbQExtCnv,11,EtaMes,35.6,35.7,42.5,50.7,45.5,48.8,62.9,89.8,71.1,88,72.9,37
471,F,2018,2018,Lago Laja,EmbQExtCnv,12,EtaMes,32.4,46.3,45.3,48.9,66.3,65.7,57,55.3,77,90.4,63.1,48.7
472,F,2018,2018,Lago Laja,EmbQExtCnv,13,EtaMes,33.6,45.6,45.6,61.3,51.6,50.2,46.9,50.4,68.5,56.7,63.7,62.7
473,F,2018,2018,Lago Laja,EmbQExtCnv,14,EtaMes,63.7,53.8,58.7,49,54.1,57.2,50.1,51.8,53.8,64.3,59.3,69
474,F,2018,2018,Lago Laja,EmbQExtCnv,15,EtaMes,50.8,49.6,50.7,50.9,51.7,53.1,66,61.5,77.4,93.7,66.6,52.9
475,F,2018,2018,Lago Laja,EmbQExtCnv,16,EtaMes,34.2,50.4,52.8,53.4,70,53.7,58,58.8,64.6,60.7,58.6,57.3
476,F,2018,2018,Lago Laja,EmbQExtCnv,17,EtaMes,33.3,35.6,43.7,44.9,43.6,45.8,64.2,65.6,77.3,86,61.8,44.5
477,F,2018,2018,Lago Laja,EmbQExtCnv,18,EtaMes,38.1,55.8,58.5,82.2,57.5,50,37.2,42.5,73.3,75.9,70.7,67.3
478,F,2018,2018,Lago Laja,EmbQExtCnv,19,EtaMes,65.2,50.5,49.4,38.7,57.9,49.6,47.9,44.1,71.7,72.4,71.9,68.1
479,F,2018,2018,Lago Laja,EmbQExtCnv,20,EtaMes,62.7,43.5,44,51.7,50,49.6,53,57.4,58.9,68.7,64.3,58.9
480,F,2018,2018,Lago Laja,EmbQExtCnv,21,EtaMes,46.4,43.9,47.5,51.6,52.9,61.5,58,69.9,70.5,64.9,64.2,60
481,F,2018,2018,Lago Laja,EmbQExtCnv,22,EtaMes,44.2,45.8,57.3,57.2,58.6,59.9,60.6,62.7,61.9,83.7,52.2,50.8
482,F,2018,2018,Lago Laja,EmbQExtCnv,23,EtaMes,46.7,47.5,51.2,43.3,62.3,44.8,40,56.6,56.7,59.4,61.9,61.6
483,F,2018,2018,Lago Laja,EmbQExtCnv,24,EtaMes,58.1,57.6,59.4,57.3,56.4,49.3,47.1,57,56.1,80.6,56.7,55.8
484,F,2018,2018,Lago Laja,EmbQExtCnv,25,EtaMes,47.2,48,58.1,55.2,70,50.6,37.4,44.5,43.2,56.6,57.7,62.8
485,F,2018,2018,Lago Laja,EmbQExtCnv,26,EtaMes,49.9,53.3,53.1,49.4,59.2,58.7,52.3,60.1,53.6,48.5,47.3,46.3
486,F,2018,2018,Lago Laja,EmbQExtCnv,27,EtaMes,49,53.4,44,60.1,60.6,76.4,49.2,62.3,73.4,72.8,69.3,67.8
487,F,2018,2018,Lago Laja,EmbQExtCnv,28,EtaMes,65,69.4,58.2,40.3,41.2,53.2,43,46.2,63.3,64.6,66.1,64.1
488,F,2018,2018,Lago Laja,EmbQExtCnv,29,EtaMes,46.3,45.8,46.6,46.7,50.4,54.5,42.2,55.2,57.7,76.7,72.3,57.9
489,F,2018,2018,Lago Laja,EmbQExtCnv,30,EtaMes,84.2,49.3,43.1,40.5,43.2,45.9,52.5,54.6,66.8,79,56.8,46
490,F,2018,2018,Lago Laja,EmbQExtCnv,31,EtaMes,34.1,34.6,44.3,48.8,78.6,62.3,73.1,86.5,68.6,55.7,54.8,47.7
491,F,2018,2018,Lago Laja,EmbQExtCnv,32,EtaMes,29.9,44.6,60.2,59,88.1,61.1,62.7,66.5,76.7,63.4,50.6,36.1
492,F,2018,2018,Lago Laja,EmbQExtCnv,33,EtaMes,37.1,39.6,48.9,87.8,93.8,69.5,35.7,55.2,71.7,81.8,77.7,71.2
493,F,2018,2018,Lago Laja,EmbQExtCnv,34,EtaMes,39.7,41.5,39.9,44.8,52.7,63.7,60.9,65.3,71.5,71.3,68.2,65.8
494,F,2018,2018,Lago Laja,EmbQExtCnv,35,EtaMes,65.2,61.3,38.5,39.9,59.6,44.1,42.9,66.9,62.2,77.7,76.7,73.4
495,F,2018,2018,Lago Laja,EmbQExtCnv,36,EtaMes,65.9,68.5,40.5,46,53.5,40.2,41.7,58.8,64,60.7,58.2,58.2
496,F,2018,2018,Lago Laja,EmbQExtCnv,37,EtaMes,61.6,59.7,53.3,58.5,57,55.8,51.3,46.5,45.6,73.8,62.6,61
497,F,2018,2018,Lago Laja,EmbQExtCnv,38,EtaMes,39.9,41.9,43.2,52.1,48.8,52.1,54.8,60.2,73.3,66.8,67.4,78.6
498,F,2018,2018,Lago Laja,EmbQExtCnv,39,EtaMes,62.9,57,61.7,62.3,59.1,43.7,45,50.1,51.1,78.4,66.2,52.6
499,F,2018,2018,Lago Laja,EmbQExtCnv,40,EtaMes,47.9,48.2,49,40.7,50.4,53.3,60.8,71.9,82.4,95.5,50.8,41
500,F,2018,2018,Lago Laja,EmbQExtCnv,41,EtaMes,41.6,40.5,44.3,57.7,56.6,57.1,52,68.1,74.8,70.2,67.2,63.8
501,F,2018,2018,Lago Laja,EmbQExtCnv,42,EtaMes,41.2,63.2,62.5,38.9,45.7,62.9,59.4,69.7,74,83.3,80.3,77.9
502,F,2018,2018,Lago Laja,EmbQExtCnv,43,EtaMes,76.1,57.7,58.6,57,34.3,39.4,38.8,42.9,45.7,57.6,64.8,65.1
503,F,2018,2018,Lago Laja,EmbQExtCnv,44,EtaMes,63.8,62.3,49,49.8,55.1,56.9,49.8,50.2,51.4,64.1,72,68.5
504,F,2018,2018,Lago Laja,EmbQExtCnv,45,EtaMes,52.4,47.4,67.8,55.4,70.4,61.9,57.1,61.8,61.1,87.4,51.4,44.5
505,F,2018,2018,Lago Laja,EmbQExtCnv,46,EtaMes,54.7,53.3,60,39.1,36.7,60.2,51.2,49.4,61.3,67.4,65.8,64.6
506,F,2018,2018,Lago Laja,EmbQExtCnv,47,EtaMes,62.9,64.3,66.8,68.6,64.1,46,44.9,46.6,49.7,66.3,54.3,47.5
507,F,2018,2018,Lago Laja,EmbQExtCnv,48,EtaMes,47.2,47.2,47.7,48.8,49.5,50.5,52.4,54,55.6,49.3,49.2,48.3
508,F,2018,2018,Lago Laja,EmbQExtCnv,49,EtaMes,67.3,66.8,43.1,46.3,52,51.8,56.2,61,66.1,54.7,61.6,61.4
509,F,2018,2018,Lago Laja,EmbQExtCnv,50,EtaMes,64.1,61.9,60,58.1,56.3,54.6,51.7,50.1,52.5,100,100.4,42.8
510,F,2018,2018,Lago Laja,EmbQExtCnv,51,EtaMes,77.8,42.3,42.2,42.1,43.9,51.6,46.6,53.5,45,74.9,75.6,58
511,F,2019,2019,Lago Laja,EmbQExtCnv,1,EtaMes,32.5,32.5,49.9,49.6,49.2,49.6,56.4,60,64.1,84.1,77,60.6
512,F,2019,2019,Lago Laja,EmbQExtCnv,2,EtaMes,52.2,51.8,52.3,38.3,59.6,40.5,42.4,45.1,54,62,65.8,60.3
513,F,2019,2019,Lago Laja,EmbQExtCnv,3,EtaMes,57,74.8,49.2,48.8,50.3,50.9,49.7,51.9,60.9,69.7,69,53.4
514,F,2019,2019,Lago Laja,EmbQExtCnv,4,EtaMes,42.9,43,43.5,52.3,71.8,68.8,47.3,52.2,54.9,55.5,72.7,61.8
515,F,2019,2019,Lago Laja,EmbQExtCnv,5,EtaMes,73.3,80.4,37.5,37.6,38.6,48.1,56.7,58.2,57.3,72.7,65,38.5
516,F,2019,2019,Lago Laja,EmbQExtCnv,6,EtaMes,40.5,69.6,72.6,54.4,55.4,81.6,39.7,51.3,58.6,57.2,60.8,56.2
517,F,2019,2019,Lago Laja,EmbQExtCnv,7,EtaMes,66.4,60.8,58.2,43.6,60.2,56.2,36.2,50.4,40.2,59.4,68.6,54.4
518,F,2019,2019,Lago Laja,EmbQExtCnv,8,EtaMes,77.5,68.4,52.9,51.8,42.9,43.4,44.7,46.9,52.5,56.5,50.8,44.8
519,F,2019,2019,Lago Laja,EmbQExtCnv,9,EtaMes,37.8,40.8,38.4,39.7,50.5,54.1,54.7,62.7,57.7,65.4,63.8,49.6
520,F,2019,2019,Lago Laja,EmbQExtCnv,10,EtaMes,42,42.8,45.1,48,49.8,59.5,68.8,58.7,64.4,61.2,60.1,59.8
521,F,2019,2019,Lago Laja,EmbQExtCnv,11,EtaMes,34.7,38.8,54,47.8,44.2,46.7,52.9,59.5,61.1,74.6,69.3,60.3
522,F,2019,2019,Lago Laja,EmbQExtCnv,12,EtaMes,31.9,53.2,54.3,49.9,54.4,69.4,56,59.4,58.8,60.3,55,50.5
523,F,2019,2019,Lago Laja,EmbQExtCnv,13,EtaMes,47.8,44.7,38.5,72.7,50.5,53.8,45.9,49.4,77.7,60.2,59.1,54.7
524,F,2019,2019,Lago Laja,EmbQExtCnv,14,EtaMes,61.4,53.2,52.9,55.1,56.3,56,49.8,58.6,58.4,58.5,64.7,52.6
525,F,2019,2019,Lago Laja,EmbQExtCnv,15,EtaMes,67.2,59.8,46.5,53.4,58.7,65.3,35.4,54.2,51.4,74.4,65,55.1
526,F,2019,2019,Lago Laja,EmbQExtCnv,16,EtaMes,55.9,50.5,36.2,47.4,75.2,59.5,38.9,41.2,65.7,68.6,59.3,50.2
527,F,2019,2019,Lago Laja,EmbQExtCnv,17,EtaMes,64.1,51.2,53.7,49.3,45.4,57.3,51.5,63.7,71.5,83.4,65.2,47.2
528,F,2019,2019,Lago Laja,EmbQExtCnv,18,EtaMes,34.2,55.2,65.6,47.4,73.3,66.4,37.9,41.3,70.2,58.3,64.6,60.9
529,F,2019,2019,Lago Laja,EmbQExtCnv,19,EtaMes,66.3,61.9,63.7,37.6,55.1,45.5,38.4,45.4,57.3,55.2,54.1,54.1
530,F,2019,2019,Lago Laja,EmbQExtCnv,20,EtaMes,67.7,59.1,49.2,57.5,38.8,40.2,45.4,58,56.8,56.2,50.8,56.1
531,F,2019,2019,Lago Laja,EmbQExtCnv,21,EtaMes,50.6,35.2,39.6,47.3,52,66.6,59.9,72.7,69.1,59.7,60.5,47.8
532,F,2019,2019,Lago Laja,EmbQExtCnv,22,EtaMes,59.3,47.2,49.1,51,54.5,56.2,55.4,63.8,59.2,65.6,58.6,48.6
533,F,2019,2019,Lago Laja,EmbQExtCnv,23,EtaMes,49.9,49.6,55.8,50.4,74.9,47.9,48.6,59.3,59.8,56.7,55.2,52.7
534,F,2019,2019,Lago Laja,EmbQExtCnv,24,EtaMes,62.2,58.8,57.1,57.9,58.6,57,43.4,51.4,55.2,64.6,61.2,51.1
535,F,2019,2019,Lago Laja,EmbQExtCnv,25,EtaMes,54.3,55.7,62.5,61.5,64.1,54.3,41.7,47.6,49,57.6,58.5,52.5
536,F,2019,2019,Lago Laja,EmbQExtCnv,26,EtaMes,57.3,48,53.3,52,64.2,60.7,53.2,61.8,56.5,61.8,56.2,47.4
537,F,2019,2019,Lago Laja,EmbQExtCnv,27,EtaMes,46,49.5,43.7,64.6,72.3,70.3,62.5,66.2,65.8,66.2,54.8,48.3
538,F,2019,2019,Lago Laja,EmbQExtCnv,28,EtaMes,65.4,62.4,51.2,40.6,42.7,52.5,43.5,58.5,58.5,59.9,56.4,49
539,F,2019,2019,Lago Laja,EmbQExtCnv,29,EtaMes,64,63,55.7,53.5,51.4,53.3,40.8,53.8,54.5,66,59.1,53.2
540,F,2019,2019,Lago Laja,EmbQExtCnv,30,EtaMes,51.5,50.7,51.2,51.4,50.5,52.7,40.9,59.3,69.9,84.2,76.1,60.9
541,F,2019,2019,Lago Laja,EmbQExtCnv,31,EtaMes,35.2,35.7,55.1,50,58.5,38.1,52.3,77.3,99.2,77.7,51.9,46.6
542,F,2019,2019,Lago Laja,EmbQExtCnv,32,EtaMes,33.9,48.5,40.2,40.5,92.4,60.3,51.9,78.1,79.3,70,62,52.1
543,F,2019,2019,Lago Laja,EmbQExtCnv,33,EtaMes,32.6,46.9,59.7,72.5,79.3,67.3,56.8,54.1,63.7,60.8,58,58.7
544,F,2019,2019,Lago Laja,EmbQExtCnv,34,EtaMes,42.8,36.3,35.7,42.8,48.2,52.7,47.4,68.2,80.3,59.6,55.5,48
545,F,2019,2019,Lago Laja,EmbQExtCnv,35,EtaMes,62.1,63.1,49.5,39.9,59.7,47.7,38.7,63.6,55.3,63.7,58.9,50.3
546,F,2019,2019,Lago Laja,EmbQExtCnv,36,EtaMes,71.1,59.2,41.2,40.3,52.6,41.8,43.3,46.1,61.5,60.1,58.1,51
547,F,2019,2019,Lago Laja,EmbQExtCnv,37,EtaMes,52.7,61.6,53.3,51,52.2,60.3,56.8,59.4,59.8,66.2,59.2,50.4
548,F,2019,2019,Lago Laja,EmbQExtCnv,38,EtaMes,61.9,44.6,46.7,49.1,51.4,54.1,56.3,58.4,64.4,51.7,50.6,46.3
549,F,2019,2019,Lago Laja,EmbQExtCnv,39,EtaMes,58.4,49.8,49.2,49.2,48.8,48.3,49,57.8,61.3,96.5,85,56.4
550,F,2019,2019,Lago Laja,EmbQExtCnv,40,EtaMes,51,51.9,52.7,53,54.8,43.2,37.4,64.8,78.5,66.3,58,49.8
551,F,2019,2019,Lago Laja,EmbQExtCnv,41,EtaMes,32.5,32.4,46,59.6,64.6,63,38.6,73.3,85.8,62.5,58.7,50.9
552,F,2019,2019,Lago Laja,EmbQExtCnv,42,EtaMes,44,50.7,47.7,42.3,55.1,60.1,58.5,66.9,58.1,60.9,54.7,47.9
553,F,2019,2019,Lago Laja,EmbQExtCnv,43,EtaMes,55.9,60.8,59.6,57.9,35.4,44.1,39.8,43.9,46.6,54.9,58.6,60.1
554,F,2019,2019,Lago Laja,EmbQExtCnv,44,EtaMes,63.5,63.2,41.8,47.1,58.8,60.2,46.5,58.8,57.3,64.1,60.9,52.7
555,F,2019,2019,Lago Laja,EmbQExtCnv,45,EtaMes,59.7,61.4,50.4,47.7,53,52.9,45.3,54.8,55.3,79.3,72.5,48.9
556,F,2019,2019,Lago Laja,EmbQExtCnv,46,EtaMes,32.9,46.3,44.2,45.2,43,64.4,80.3,72.6,70.9,58.5,58.8,52
557,F,2019,2019,Lago Laja,EmbQExtCnv,47,EtaMes,62.1,62.3,39.3,42.5,48.6,49.4,47.3,68.7,66.5,61.4,57,58.4
558,F,2019,2019,Lago Laja,EmbQExtCnv,48,EtaMes,46.8,46.6,59.5,67.1,64.5,63.1,60.2,57.5,50.4,44.1,44.8,42.9
559,F,2019,2019,Lago Laja,EmbQExtCnv,49,EtaMes,48.8,53.4,58.7,61.6,61.4,58.1,64.3,64.1,66,58.3,58.2,55.8
560,F,2019,2019,Lago Laja,EmbQExtCnv,50,EtaMes,65.7,63.4,61,58.7,56.5,54.4,51.7,47.5,47.9,82.9,78.8,76.3
561,F,2019,2019,Lago Laja,EmbQExtCnv,51,EtaMes,57,74.8,49.2,48.8,50.3,50.9,49.7,51.9,60.9,69.7,69,53.4
562,F,2020,2020,Lago Laja,EmbQExtCnv,1,EtaMes,72.9,70.1,37.7,47.6,56.6,40.1,36.7,38.8,46.3,144.3,225.4,323.2
563,F,2020,2020,Lago Laja,EmbQExtCnv,2,EtaMes,63.1,35.7,58.9,36.6,63,41.9,40.9,45.1,78.5,205.3,256.7,234
564,F,2020,2020,Lago Laja,EmbQExtCnv,3,EtaMes,80.3,81.2,45.5,74.4,39.2,43,39.3,41,52.2,196.6,236.8,260.7
565,F,2020,2020,Lago Laja,EmbQExtCnv,4,EtaMes,40,40.1,40.5,42.2,65.8,105.6,47.6,56.4,55.2,251,305.7,143.9
566,F,2020,2020,Lago Laja,EmbQExtCnv,5,EtaMes,90.6,84.2,79,68.6,32.2,32.4,33.5,35.1,40.4,271.5,248,175.7
567,F,2020,2020,Lago Laja,EmbQExtCnv,6,EtaMes,45.1,69.2,57.1,55.7,54,89.4,40.1,42.6,55.6,241.7,244.9,208.2
568,F,2020,2020,Lago Laja,EmbQExtCnv,7,EtaMes,76.7,75,65.8,45.1,73.7,65.4,31.3,42.6,35.3,159.7,263.9,273.1
569,F,2020,2020,Lago Laja,EmbQExtCnv,8,EtaMes,76.9,66.3,63.3,63.9,49.1,54.9,34.4,37.5,56.6,222.6,262.1,211.8
570,F,2020,2020,Lago Laja,EmbQExtCnv,9,EtaMes,45.4,52.1,49.3,75.3,64,68.3,57.6,65.2,54.2,192.2,355.3,158
571,F,2020,2020,Lago Laja,EmbQExtCnv,10,EtaMes,37.9,38.7,40.7,43.3,45,57.9,64.8,88.7,88.9,192.7,266.8,237.4
572,F,2020,2020,Lago Laja,EmbQExtCnv,11,EtaMes,79.1,71.7,49.5,52.4,48.8,55.8,34.6,49.5,62.1,252,287.3,159.7
573,F,2020,2020,Lago Laja,EmbQExtCnv,12,EtaMes,72.1,53.6,71.7,34.6,41.6,70.6,38.2,41.3,58.3,185.1,310.3,205.7
574,F,2020,2020,Lago Laja,EmbQExtCnv,13,EtaMes,40,60.3,38.8,69.3,42.9,68.3,59.8,61.1,76.9,227.8,238,228.3
575,F,2020,2020,Lago Laja,EmbQExtCnv,14,EtaMes,74.6,68.2,55,47.1,47.8,57.7,43.3,57,60.2,167.9,258.9,269.4
576,F,2020,2020,Lago Laja,EmbQExtCnv,15,EtaMes,79.2,69.6,38,55.6,60.8,58.1,35.5,55.2,57.1,289.6,260.5,146.3
577,F,2020,2020,Lago Laja,EmbQExtCnv,16,EtaMes,83.8,47.8,52.8,66.8,63.3,59.1,35,39.7,42.2,191.7,273.2,232.7
578,F,2020,2020,Lago Laja,EmbQExtCnv,17,EtaMes,78.5,76.2,48.3,61.1,59.8,55.4,33.1,36.4,57,313.3,254.1,128.3
579,F,2020,2020,Lago Laja,EmbQExtCnv,18,EtaMes,35.7,59.9,70.5,57.2,65.1,40.1,41.3,42.4,75.6,237.8,239.7,216.8
580,F,2020,2020,Lago Laja,EmbQExtCnv,19,EtaMes,81.9,80.1,76.6,32.9,48.3,39.8,37.5,40.2,63.9,215.3,217,259.8
581,F,2020,2020,Lago Laja,EmbQExtCnv,20,EtaMes,72.1,70.3,68.7,60.5,32.8,44.7,68.3,52.9,50.3,256.4,253.5,185.8
582,F,2020,2020,Lago Laja,EmbQExtCnv,21,EtaMes,52.6,39.1,39.1,50.9,49.9,68.2,77.3,69,74.3,218.1,222.7,251.9
583,F,2020,2020,Lago Laja,EmbQExtCnv,22,EtaMes,74.7,38.6,39.6,48.1,50.1,61.5,63.9,67.9,72.5,162.5,244.7,287.6
584,F,2020,2020,Lago Laja,EmbQExtCnv,23,EtaMes,61.8,47,58.3,59.7,62.8,43.3,63.4,52.3,62.4,228.3,226.2,238.5
585,F,2020,2020,Lago Laja,EmbQExtCnv,24,EtaMes,63.6,61.3,60.2,57.6,58.2,56.8,54.6,50.4,56.6,240.3,225.7,227
586,F,2020,2020,Lago Laja,EmbQExtCnv,25,EtaMes,81,79.2,77.6,65.9,45.7,45,31.9,41.4,40.4,176.6,261.4,258.4
587,F,2020,2020,Lago Laja,EmbQExtCnv,26,EtaMes,66.8,48.6,60.6,58.1,57.6,55.8,42.4,58.5,67.6,237.8,228.7,226.7
588,F,2020,2020,Lago Laja,EmbQExtCnv,27,EtaMes,69,34.6,40.1,63.7,63,65.6,44.9,68.7,69.5,229.1,241.3,224.1
589,F,2020,2020,Lago Laja,EmbQExtCnv,28,EtaMes,75.2,73.2,51,37.2,48.9,68.7,36.8,55,69.4,289.2,285.1,124.3
590,F,2020,2020,Lago Laja,EmbQExtCnv,29,EtaMes,69.1,62.7,51.5,47.7,46.2,52.9,64.4,59.9,64.5,239.3,253.3,203
591,F,2020,2020,Lago Laja,EmbQExtCnv,30,EtaMes,80.4,75.5,61.7,58.6,46.8,55.5,38.3,36.8,52.6,243.7,309.8,147.7
592,F,2020,2020,Lago Laja,EmbQExtCnv,31,EtaMes,58.1,55.4,40.5,41.1,46.6,43.7,46.3,69.1,63.3,132.3,248.9,314.1
593,F,2020,2020,Lago Laja,EmbQExtCnv,32,EtaMes,34.2,40.3,40.2,40.8,77,61,50.6,76.8,85.8,299.3,306.2,95.3
594,F,2020,2020,Lago Laja,EmbQExtCnv,33,EtaMes,82.2,33.9,35.9,53.5,68.5,57.1,39.6,54.1,75.6,182,244.3,268.4
595,F,2020,2020,Lago Laja,EmbQExtCnv,34,EtaMes,79.8,41.8,34,40.8,54.5,53.7,41.4,75.2,85.9,221.9,233.6,238.2
596,F,2020,2020,Lago Laja,EmbQExtCnv,35,EtaMes,71.4,57.1,35.4,38.6,62.2,64,67.5,62.4,62.2,164.6,254.1,277
597,F,2020,2020,Lago Laja,EmbQExtCnv,36,EtaMes,78.1,76.1,46.5,43.2,56.3,42,38.6,54.7,75.5,257.6,250.9,186.9
598,F,2020,2020,Lago Laja,EmbQExtCnv,37,EtaMes,68.3,65.7,50.2,59.1,55.5,59.3,52.5,56.8,47.8,242.5,245.9,206.6
